timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
333008750,0.013968776,-0.060065385,-4.963374e-05,0.0,0.0,-0.001
333013726,0.013958039,-0.060051505,-6.473406e-05,0.0,0.0,-0.001
333033707,0.014000444,-0.059975058,-2.7938033e-05,0.0,0.0,-0.001
333053761,0.01397601,-0.059926886,-1.9870706e-05,0.0,0.0,-0.001
333068690,0.01392868,-0.059988122,-2.4298912e-05,0.0,0.0,-0.001
333093690,0.014368749,-0.059433978,0.0001128709,0.0,0.0,-0.001
333113739,0.013999235,-0.0605554,-0.00038514883,0.0,0.0,-0.001
333133726,0.013562294,-0.06031771,0.0006079546,0.0,0.0,-0.001
333148714,0.0135382395,-0.060358096,-0.00037224565,0.0,0.0,-0.001
333173725,0.014215182,-0.058883995,0.00013173561,0.0,0.0,-0.001
333193667,0.014327597,-0.057476092,0.00041222837,0.0,0.0,-0.001
334193593,0.006961389,-0.05786295,-0.0011397228,0.0,0.0,-0.032346237
334198558,0.007105117,-0.057330478,-0.0010514784,0.0,0.0,-0.032346237
334218594,0.013370964,-0.0640122,-0.0010806367,0.0,0.0,-0.034298692
334238614,0.034502793,-0.06365819,-0.0008741855,0.0,0.0,-0.037628464
334258550,0.025868073,-0.062802106,-0.00091092003,0.0,0.0,-0.041535407
334278602,0.026326487,-0.06964669,-0.0012418351,0.0,0.0,-0.043786444
334293527,0.061065894,-0.08061947,-0.00096507376,0.0,0.0,-0.047532134
334318508,-0.013449642,-0.07872852,-0.0011035707,0.0,0.0,-0.05134368
334338555,0.011043689,-0.060324874,-0.0009493876,0.0,0.0,-0.05686801
334358620,0.012172997,-0.015978303,-0.0009777668,0.0,0.0,-0.060479444
334378507,-0.0073855384,-0.04324138,-0.0009475255,0.0,0.0,-0.06279869
334398538,0.018376203,-0.09945209,-0.0011322342,0.0,0.0,-0.06504673
334418581,0.03468713,-0.08665077,-0.00095670245,0.0,0.0,-0.07234148
334433542,0.053765517,-0.01727374,-0.00093022047,0.0,0.0,-0.07875814
334458525,0.023179939,-0.014336113,-0.0010342787,0.0,0.0,-0.07978702
334478479,0.006727771,-0.091798276,-0.0009712843,0.0,0.0,-0.08149589
334498483,0.0639931,-0.05256738,-0.0015207146,0.0,0.0,-0.08940713
334518540,0.041253414,-0.06130527,-0.0012094607,0.0,0.0,-0.09423281
334538650,-0.028677486,-0.059103027,-0.0011374708,0.0,0.0,-0.096671596
334558472,0.0513266,-0.07496142,-0.0012435693,0.0,0.0,-0.10022875
334573612,-0.017416237,-0.028695017,-0.0011664742,0.0,0.0,-0.105946496
334598473,0.06445554,-0.04821229,-0.0013495166,0.0,0.0,-0.11287918
334618530,-0.028968092,-0.05428113,-0.0006956644,0.0,0.0,-0.11448466
334638502,0.060937442,-0.036659323,-0.0005639284,0.0,0.0,-0.119375214
334658469,-0.024420293,-0.039288506,-0.0007499016,0.0,0.0,-0.12549117
334678467,0.074550875,-0.05333185,-0.0006155896,0.0,0.0,-0.12858725
334698523,-0.0059397677,0.0075870967,0.00015229081,0.0,0.0,-0.13575357
334713454,0.06284156,-0.07165755,0.000191437,0.0,0.0,-0.13804463
334738442,-0.0040629413,0.0026063428,0.000522809,0.0,0.0,-0.1454538
334758485,0.10749828,-0.03270124,0.0008189735,0.0,0.0,-0.15114103
334778445,-0.015237587,-0.035325017,0.00040789763,0.0,0.0,-0.1561071
334798664,0.026036404,-0.04533579,0.0012890352,0.0,0.0,-0.16032797
334818440,0.12028134,-0.031628855,0.0013213594,0.0,0.0,-0.16648924
334838471,0.061690792,-0.00022249621,0.0011279876,0.0,0.0,-0.17128615
334853481,0.03163796,-0.01669877,0.0018485286,0.0,0.0,-0.17700788
334878449,0.07707522,-0.0380477,0.0027189422,0.0,0.0,-0.18133493
334898547,0.049687997,0.014556586,0.0028585258,0.0,0.0,-0.19007681
334918479,0.060116593,0.03706927,0.0016348006,0.0,0.0,-0.19556238
334938428,0.11677406,-0.0135094775,0.0008645734,0.0,0.0,-0.20029399
334958506,0.1338658,0.00041255844,0.001069796,0.0,0.0,-0.20786962
334978680,0.0804327,0.05962262,-0.0014595648,0.0,0.0,-0.21592638
334993420,0.105801724,0.05131594,-0.00433063,0.0,0.0,-0.2180911
335018531,0.09802299,0.061166152,-0.009763524,0.0,0.0,-0.2240713
335038535,0.108947,0.099368595,-0.014515048,0.0,0.0,-0.22868949
335058483,0.21952721,0.07834986,-0.019199118,0.0,0.0,-0.2291021
335078653,0.23170492,0.11935004,-0.023566598,0.0,0.0,-0.2366041
335098503,0.36115417,0.15432592,-0.028665252,0.0,0.0,-0.24158253
