timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
333003247,-0.0017893277,-0.0016134074,0.044319104,0.005049467,-0.025693834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.0067443848,0.0,0.0,nan,0.0,0.0,-0.006889105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333013247,-0.0017893277,-0.0016134074,0.044319104,0.005049467,-0.025693834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.0067443848,0.0,0.0,nan,0.0,0.0,-0.0019402504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334193134,-0.022415357,-0.0109625645,0.018588169,-0.0036833286,-0.024635673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.25966644,0.0,0.0,nan,0.0,0.0,0.0012745857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334203108,-0.022415357,-0.0109625645,0.018588169,-0.0036833286,-0.024635673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.09698486,0.0,0.0,nan,0.0,0.0,-0.002763033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334393050,0.039996143,0.006433746,0.015074198,0.012609959,-0.021422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.13298798,0.0,0.0,nan,0.0,0.0,-0.0113835335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334593028,-0.022158867,-0.0015502949,0.03864447,-0.0047898293,-0.021117479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.10688019,0.0,0.0,nan,0.0,0.0,-0.008913517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334792992,0.012575553,-0.0115577765,0.049855888,0.011011124,-0.019447029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.32505035,0.0,0.0,nan,0.0,0.0,0.0062532425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334992963,-0.013147979,-0.03563357,0.089865945,-0.0019254684,-0.01639527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.26416016,0.0,0.0,nan,0.0,0.0,-0.0016093254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335192935,0.0143063925,-0.0016328013,0.09608842,0.00050616264,-0.00913167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.2367096,0.0,0.0,nan,0.0,0.0,-0.028720856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335392907,-0.03868196,0.024153387,0.013818715,0.0062491894,-0.006324351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.34924316,0.0,0.0,nan,0.0,0.0,-0.03643465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
