timestamp,main_state
332948889,10
333962297,10
334464394,10
334975082,10
335486085,10
335987086,10
336497106,10
336564591,2
337075119,2
337585147,2
338095471,2
338605097,2
339105215,2
339611126,2
340118084,2
340625086,2
341132082,2
341638147,2
342145082,2
342654242,2
343164117,2
343675083,2
344175087,2
344684115,2
345190109,2
345697176,2
346204216,2
346711083,2
347217086,2
347723215,2
348229249,2
348736137,2
349243185,2
349743482,2
350254083,2
350763261,2
351272017,2
351783396,2
352290212,2
352800128,2
353310084,2
353816085,2
354324083,2
354830167,2
355336148,2
355842086,2
356351565,2
356862158,2
357371046,2
357879090,2
358386316,2
358892114,2
359399105,2
359906191,2
360413555,2
360920273,2
361427080,2
361933257,2
362439702,2
362949484,2
363449764,2
363958172,2
364467084,2
364976138,2
365482146,2
365991087,2
366497164,2
367004980,2
367510098,2
368018202,2
368526083,2
369027138,2
369537095,2
370037119,2
370537171,2
371048512,2
371556120,2
372062208,2
372569158,2
373077143,2
373583459,2
374090086,2
374597116,2
375104095,2
375610084,2
376121084,2
376621249,2
377129117,2
377637422,2
378147185,2
378654269,2
379161113,2
379668088,2
380175321,2
380681121,2
381188084,2
381696491,2
382207116,2
382716625,2
383223500,2
383729086,2
384236375,2
384745082,2
385252011,2
385759083,2
386265182,2
386771206,2
387278144,2
387788082,2
388288175,2
388799160,2
389307082,2
389814112,2
390321170,2
390827234,2
391335181,2
391843379,2
392350404,2
392856242,2
393363277,2
393873310,2
394385501,2
394894678,2
395401117,2
395908114,2
396418087,2
396925277,2
397432087,2
397939144,2
398448155,2
398948719,2
399459110,2
399970076,2
400480144,2
400989201,2
401496082,2
402003505,2
402509129,2
403017086,2
403524082,2
404030081,2
404538081,2
405038132,2
405548310,2
406057499,2
406564100,2
407071083,2
407581128,2
408087083,2
408593185,2
409100298,2
409606439,2
410116468,2
410625157,2
411136208,2
411642203,2
412149081,2
412657080,2
413164100,2
413670083,2
414176084,2
414684187,2
415193184,2
415703244,2
416214106,2
416723216,2
417231329,2
417738163,2
418244082,2
418750083,2
419256082,2
419762083,2
420270081,2
420780137,2
421288192,2
421796123,2
422303201,2
422810101,2
423318083,2
423825087,2
424334357,2
424845186,2
425356111,2
425866149,2
426375091,2
426884665,2
427394147,2
427894346,2
428402157,2
428909079,2
429416193,2
429926117,2
430435084,2
430946082,2
431454081,2
431960225,2
432467177,2
432974130,2
433480083,2
433986120,2
434493359,2
435003181,2
435503316,2
436012344,2
436518115,2
437025085,2
437531735,2
438037081,2
438543341,2
439049172,2
439558179,2
440069122,2
440579166,2
441089082,2
441596286,2
442103216,2
442609142,2
443116083,2
443623396,2
444129447,2
444638156,2
445149353,2
445660268,2
446169267,2
446676203,2
447183189,2
447689084,2
448196144,2
448707107,2
449217228,2
449728407,2
450228621,2
450738195,2
451247111,2
451756156,2
452262084,2
452770206,2
453276238,2
453786086,2
454297409,2
454804149,2
455311145,2
455817148,2
456324159,2
456830331,2
457337084,2
457843224,2
458343371,2
458852011,2
459360097,2
459867431,2
460374203,2
460881801,2
461387084,2
461893209,2
462399149,2
462911377,2
463419169,2
463926312,2
464434085,2
464940208,2
465446087,2
465952082,2
466458258,2
466966083,2
467475195,2
467985001,2
468491128,2
468998119,2
469504624,2
470011084,2
470518158,2
471028086,2
471528497,2
472028583,2
472538213,2
473045085,2
473551082,2
474060199,2
474567123,2
475074147,2
475581174,2
476090119,2
476601083,2
477109177,2
477615125,2
478122636,2
478629086,2
479137192,2
479643218,2
480153180,2
480663322,2
481172454,2
481680079,2
482188269,2
482694083,2
483201344,2
483707145,2
484215553,2
484724177,2
485234084,2
485741223,2
486248083,2
486755146,2
487262170,2
487768216,2
488275117,2
488785118,2
489296082,2
489804749,2
490311181,2
490817149,2
491325082,2
491831088,2
492331178,2
492841082,2
493341121,2
493851092,2
494360082,2
494867083,2
495374031,2
495880187,2
496386143,2
496895083,2
497404084,2
497904160,2
498415082,2
498923244,2
499429145,2
499937117,2
500446743,2
500956530,2
501466344,2
501974087,2
502480190,2
502987084,2
503493252,2
504000165,2
504506083,2
505015589,2
505526116,2
506036246,2
506543368,2
507050618,2
507556150,2
508062236,2
508568131,2
509076083,2
509587084,2
510095376,2
510602090,2
511109139,2
511615082,2
512122494,2
512634162,2
513144656,2
513655082,2
514163867,2
514671082,2
515180180,2
515687271,2
516194123,2
516701143,2
517211084,2
517721082,2
518229167,2
518737431,2
519248239,2
519756087,2
520262082,2
520769159,2
521270086,2
521780085,2
522287262,2
522796185,2
523303398,2
523809255,2
524315130,2
524822126,2
525331649,2
525838141,2
526345101,2
526852174,2
527359082,2
527865082,2
528371145,2
528881086,2
529391082,2
529901116,2
530408083,2
530915214,2
531422302,2
531929084,2
532439215,2
532950081,2
533450274,2
533959166,2
534468095,2
534976108,2
535483820,2
535990245,2
536499084,2
537000085,2
537507499,2
538014087,2
538521081,2
539027240,2
539533278,2
540039086,2
540547118,2
541047355,2
541554087,2
542060085,2
542567165,2
543074294,2
543580149,2
544088082,2
544599097,2
545099124,2
545606153,2
546115082,2
546623393,2
547130809,2
547636118,2
548136149,2
548643369,2
549150246,2
549425656,2
549931261,2
550438084,2
550945082,2
551455103,2
551955115,2
552455165,2
552962084,2
553468323,2
553975132,2
554437239,2
554453407,2
554963698,2
