timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
333004218,2.0317008,0.27043942,0.22409777,-2.5780032,0.0,-0.0007930705,0.00076036947,0.6992069,-0.07965277,0.06347847,-0.07965277,-4.0,0.0,-4.0,nan,nan,nan
333024308,2.0317268,0.2705082,0.22415444,-2.5780032,0.0,0.0008125923,-0.0007776208,0.69918734,0.080067635,-0.06389332,-0.08062911,0.0,0.0,-4.0,nan,nan,nan
334184431,2.0319767,0.27925542,0.19601427,-2.5780032,0.0,4.13624e-06,-0.00027761314,0.62132454,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
334204466,2.0319767,0.27924958,0.1950516,-2.5780032,0.0,4.519321e-06,-0.0003037584,0.6112823,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
334384241,2.031978,0.27917412,0.18776026,-2.5780032,0.0,7.940406e-06,-0.00053724746,0.52160066,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
334584207,2.0319803,0.27904105,0.17882589,-2.5780032,0.0,1.1743142e-05,-0.0007967841,0.42191428,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
334784105,2.0319827,0.27885655,0.16958289,-2.5780032,0.0,1.5540892e-05,-0.0010559806,0.3223586,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
334984016,2.0319858,0.2786208,0.15349418,-2.5780032,0.0,1.9332936e-05,-0.0013147875,0.2229525,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
335184015,2.0319905,0.2783347,0.12631167,-2.5780032,0.0,2.3112414e-05,-0.0015727371,0.12387565,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
335384291,2.0319953,0.27799928,0.077092946,-2.5780032,0.0,2.687364e-05,-0.0018294407,0.025277425,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
335584203,2.032,0.27761874,0.00044208506,-2.5780032,0.0,3.0584593e-05,-0.002082713,-0.072002925,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
335784091,2.032007,0.27719292,-0.0635154,-2.5780032,0.0,3.426251e-05,-0.0023337305,-0.16841722,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
335984048,2.0320141,0.27672145,-0.1309556,-2.5780032,0.0,3.7920043e-05,-0.0025833575,-0.26429722,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
336183865,2.0320213,0.27620396,-0.21612236,-2.5780032,0.0,4.1565054e-05,-0.002832129,-0.35984883,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
336383811,2.0320294,0.2756359,-0.30760336,-2.5780032,0.0,4.5229503e-05,-0.0030822274,-0.4559102,1.9073486e-05,-0.0013017654,-0.5,0.0,0.0,0.0,nan,nan,nan
336584524,2.032038,0.27508062,nan,-2.4999945,0.0,4.8543596e-05,-0.0033084142,-0.5427873,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
336783808,2.032039,0.27501333,nan,-2.4999945,0.0,-7.482747e-09,-9.9722314e-14,-0.38392603,0.0,0.0,1.594296,0.0,0.0,8.0,nan,nan,nan
336983651,2.032039,0.27501333,nan,-2.4999945,0.0,-7.482747e-09,-9.9722314e-14,0.090858474,0.0,0.0,2.9243367,0.0,0.0,-8.0,nan,nan,nan
337183668,2.032039,0.27501333,nan,-2.4999945,0.0,-7.482747e-09,-9.9722314e-14,0.5546081,0.0,0.0,1.5252117,0.0,0.0,-8.0,nan,nan,nan
337383851,2.032039,0.27501333,nan,-2.4999945,0.0,-7.482747e-09,-9.9722314e-14,0.7,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
337583765,2.032039,0.27501333,nan,-2.4999945,0.0,-7.482747e-09,-9.9722314e-14,0.64226943,0.0,0.0,-0.96108806,0.0,0.0,-8.0,nan,nan,nan
337783710,nan,nan,nan,-2.4999945,0.0,0.11584061,0.08093189,0.37164602,1.439248,0.79790103,-0.946146,8.0,0.0,8.0,nan,nan,nan
337983746,nan,nan,nan,-2.4999945,0.0,0.31078207,0.2333373,0.31781712,0.47863787,0.47863787,0.0,-8.0,-8.0,0.0,nan,nan,nan
338183645,nan,nan,nan,-2.4999945,0.0,0.24907032,0.18064846,0.31781712,-0.8404727,-0.6921035,0.0,8.0,0.0,0.0,nan,nan,nan
338393886,nan,nan,nan,-2.4999945,0.0,0.24917191,0.13301419,0.31781712,0.84143925,-0.57472783,0.0,8.0,-8.0,0.0,nan,nan,nan
338593582,nan,nan,nan,-2.4999945,0.0,0.5142482,0.090442084,0.31781712,1.813331,0.5460322,0.0,8.0,8.0,0.0,nan,nan,nan
338793569,nan,nan,nan,-2.4999945,0.0,0.8923641,0.20068978,0.31781712,1.2628338,0.61198294,0.0,-8.0,0.0,0.0,nan,nan,nan
338993478,nan,nan,nan,-2.4999945,0.0,0.98496085,0.39335915,0.31781712,-0.33645412,0.66243994,0.0,-8.0,-8.0,0.0,nan,nan,nan
339193402,nan,nan,nan,-2.4999945,0.0,0.7627493,0.36592028,0.31781712,-1.6550232,-0.9369361,0.0,0.0,-8.0,0.0,nan,nan,nan
