timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
333006042,333005994,4325386,-0.005858954,0.0047936896,0.028762138,nan,0
333006904,333006859,4325386,0.02237055,0.013315804,-0.010652644,nan,0
334188117,334188068,4325386,0.013848436,-0.064981125,-0.01225054,nan,0
335007533,335007488,4325386,-0.50546795,-0.32224247,0.08255798,nan,0
336006917,336006871,4325386,0.13635384,0.1986718,-0.0761664,nan,0
337007078,337007031,4325386,0.44048682,0.14966963,0.15872438,nan,0
338007366,338007320,4325386,-0.3078614,-0.3030677,-0.06391586,nan,0
339008656,339008611,4325386,-0.54594797,-0.7781756,-0.03408846,nan,0
340006952,340006905,4325386,-0.6817692,0.56139433,-0.15499596,nan,0
341007423,341007377,4325386,0.26045713,0.02237055,0.10333064,nan,0
342007582,342007534,4325386,0.5512743,-0.13049488,-0.14168015,nan,0
343005889,343005843,4325386,-0.3957457,0.26471817,-0.18322547,nan,0
344006163,344006118,4325386,-0.50706583,-0.0090547465,-0.09214537,nan,0
345007412,345007363,4325386,0.26418555,0.27057713,-0.040480044,nan,0
346008709,346008660,4325386,-0.45486787,0.16138755,-0.17523599,nan,0
347005986,347005941,4325386,0.8751147,-0.11504855,0.26951188,nan,0
348007294,348007237,4325386,1.0769823,-0.01225054,0.18961705,nan,0
349007624,349007578,4325386,0.08628641,-0.30573088,-0.033023193,nan,0
350006152,350006106,4325386,-0.658866,-0.050067425,-0.043675836,nan,0
351006218,351006165,4325386,0.005858954,0.2135855,-0.09853695,nan,0
352007451,352007394,4325386,0.50387,-0.5629922,0.10492854,nan,0
353008727,353008682,4325386,0.32011193,0.66259444,-0.057524275,nan,0
354006021,354005973,4325386,0.21784656,-0.017576862,0.07297061,nan,0
355007316,355007271,4325386,0.5310343,-0.19973706,0.11877698,nan,0
356008593,356008547,4325386,0.2913498,0.091612734,0.040480044,nan,0
357005896,357005839,4325386,0.65300703,0.08202536,-0.022903183,nan,0
358006216,358006170,4325386,-0.27377293,0.16671386,-0.18908443,nan,0
359007455,359007409,4325386,-0.49588054,0.14540859,0.086819045,nan,0
360008742,360008694,4325386,1.1195928,-0.44954154,0.020240022,nan,0
361006043,361005983,4325386,-0.33129722,0.3840278,-0.06551376,nan,0
362007356,362007310,4325386,0.15765913,0.45966157,0.10120011,nan,0
363007646,363007598,4325386,1.2634035,0.38775623,-0.0761664,nan,0
364005889,364005840,4325386,0.2700445,0.11078749,-0.013315804,nan,0
365007167,365007122,4325386,-0.5986785,-0.5347627,-0.108656965,nan,0
366007527,366007483,4325386,0.9219863,-0.4090615,0.18642126,nan,0
367008743,367008690,4325386,-0.48629317,-0.050067425,0.0894822,nan,0
368007174,368007128,4325386,-0.020772655,0.80001354,-0.05858954,nan,0
369006299,369006255,4325386,0.42930153,-0.18109494,0.22743393,nan,0
370007637,370007582,4325386,0.17736651,0.27164242,0.016511597,nan,0
371006911,371006865,4325386,-0.5880259,0.019174758,-0.035153724,nan,0
372006188,372006146,4325386,0.08522115,-0.55873114,-0.1523328,nan,0
373007641,373007590,4325386,-0.42237732,-0.062317964,-0.0447411,nan,0
374005705,374005662,4325386,1.0849718,-0.19920443,-0.101732746,nan,0
375006060,375006014,4325386,0.5736449,-0.10918959,-0.10333064,nan,0
376007272,376007221,4325386,0.85380936,0.23489079,0.002663161,nan,0
377007591,377007543,4325386,-0.76858824,0.44314995,0.25140238,nan,0
378005836,378005789,4325386,-0.47137946,0.12197277,-0.17789915,nan,0
379006172,379006127,4325386,0.27057713,0.15286544,0.04207794,nan,0
380007376,380007330,4325386,0.5331648,-0.19760653,0.028229505,nan,0
381008833,381008777,4325386,-0.576308,-0.31212246,-0.16032228,nan,0
382006169,382006123,4325386,0.22423814,-0.59228694,0.2849582,nan,0
383007245,383007197,4325386,1.704423,0.31052455,0.27057713,nan,0
384007524,384007478,4325386,0.07510114,-0.12996225,-0.15765913,nan,0
385005756,385005710,4325386,-0.5470132,-0.31744877,0.062850595,nan,0
386006074,386006027,4325386,0.32384035,0.047404263,-0.013315804,nan,0
387007300,387007255,4325386,-0.052730586,-0.417051,0.16671386,nan,0
388008566,388008525,4325386,-0.3824299,0.41492045,-0.07297061,nan,0
