timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
333006113,333006066,4259850,0.7469909,0.076614454,-9.634268,36.0,0,0,0,0
333007297,333007243,4259850,0.7278373,0.038307227,-9.5385,36.0,0,0,0,0
334188421,334188376,4259850,1.0342951,0.9576807,-15.801731,36.0,0,0,0,0
335008405,335008359,4259850,1.7046716,0.61291564,-33.92105,36.0,0,0,0,0
336006611,336006566,4259850,9.825804,-10.534488,-2.0685902,36.0,0,0,0,0
337007242,337007195,4259850,4.405331,-1.934515,-2.719813,36.0,0,0,0,0
338007863,338007817,4259850,-3.9264908,-3.1986535,-20.245369,36.0,0,0,0,0
339009050,339008996,4259850,3.466804,9.155427,-28.30904,36.0,0,0,0,0
340007556,340007510,4259850,2.777274,18.483236,11.568783,36.0,0,0,0,0
341007579,341007534,4259850,4.960786,0.8810662,6.6846113,36.0,0,0,0,0
342007739,342007688,4259850,4.9416323,9.653421,8.485051,36.0,0,0,0,0
343005958,343005911,4259850,-0.9768343,18.483236,-22.467188,36.0,0,0,0,0
344007004,344006956,4259850,17.832014,-16.261417,-3.1411927,36.0,0,0,0,0
345007617,345007572,4259850,-3.4093432,-11.702858,-16.299725,36.0,0,0,0,0
346008759,346008713,4259850,7.240066,28.692114,-19.728222,36.0,0,0,0,0
347005934,347005887,4259850,3.1794999,-12.392388,-5.9759274,36.0,0,0,0,0
348006988,348006940,4259850,-8.619126,-13.139379,-23.15672,36.0,0,0,0,0
349008513,349008465,4259850,-3.5242648,-6.244078,-15.820885,36.0,0,0,0,0
350005608,350005559,4259850,-2.777274,2.4708161,-6.6846113,36.0,0,0,0,0
351006596,351006549,4259850,12.258312,9.346964,5.3438582,36.0,0,0,0,0
352007571,352007523,4259850,2.5091233,-4.1180267,-4.2521024,36.0,0,0,0,0
353009015,353008966,4259850,3.9264908,2.681506,-27.2939,36.0,0,0,0,0
354006158,354006114,4259850,-4.55856,-23.367409,-17.927782,36.0,0,0,0,0
355007202,355007156,4259850,1.685518,16.280571,-9.80665,35.5,0,0,0,0
356008343,356008292,4259850,-2.7964275,-4.3287168,5.171476,35.5,0,0,0,0
357005532,357005482,4259850,-4.271256,-2.96881,-15.05474,35.5,0,0,0,0
358006568,358006518,4259850,0.2873042,-6.2249246,17.832014,35.5,0,0,0,0
359007632,359007588,4259850,-1.532289,-12.105083,-0.05746084,35.5,0,0,0,0
360008621,360008573,4259850,-0.076614454,6.646304,10.821792,35.5,0,0,0,0
361006327,361006266,4259850,4.213795,2.2601264,-14.346057,35.5,0,0,0,0
362008261,362008212,4259850,-4.711789,6.83784,-30.071173,35.5,0,0,0,0
363008347,363008296,4259850,16.22311,-8.255207,19.651608,35.5,0,0,0,0
364006530,364006485,4259850,8.542512,-7.603985,-1.685518,35.5,0,0,0,0
365007627,365007580,4259850,-7.029376,6.531382,-21.107283,35.5,0,0,0,0
366007480,366007434,4259850,-4.405331,-9.32781,-20.532673,35.5,0,0,0,0
367009254,367009207,4259850,-4.1946416,-10.170568,-17.00841,35.5,0,0,0,0
368006726,368006679,4259850,1.091756,-9.193734,-7.8912888,35.5,0,0,0,0
369007213,369007159,4259850,-3.86903,-7.7572136,-9.193734,35.5,0,0,0,0
370008261,370008204,4259850,9.346964,4.7500963,6.6654577,35.5,0,0,0,0
371007309,371007260,4259850,8.312668,18.425776,-2.8538885,35.5,0,0,0,0
372006538,372006485,4259850,-4.8841715,8.331821,-30.186094,35.5,0,0,0,0
373007688,373007644,4259850,2.8921957,-0.8619126,-27.906815,35.5,0,0,0,0
374008414,374008364,4259850,8.619126,-5.3438582,18.617311,35.5,0,0,0,0
375006548,375006500,4259850,3.2944214,-7.642292,-0.2681506,35.5,0,0,0,0
376007623,376007575,4259850,6.4739213,-8.599973,-3.2369606,35.5,0,0,0,0
377008237,377008190,4259850,-2.9496565,0.34476504,3.3135753,35.5,0,0,0,0
378006234,378006188,4259850,13.350069,3.3901896,4.5202527,35.0,0,0,0,0
379007091,379007037,4259850,-2.183512,-5.707777,-11.473015,35.0,0,0,0,0
380007444,380007396,4259850,4.3478703,-2.5091233,15.150508,35.0,0,0,0,0
381008324,381008272,4259850,-0.7469909,-3.3327289,-1.1109096,35.0,0,0,0,0
382006351,382006304,4259850,-4.462792,-13.9438305,-13.962984,35.0,0,0,0,0
383007300,383007249,4259850,3.083732,2.5091233,16.069881,35.0,0,0,0,0
384008324,384008276,4259850,-6.033388,5.7843914,-9.174581,35.0,0,0,0,0
385006121,385006072,4259850,-2.7581203,-13.637373,-8.101978,35.0,0,0,0,0
386006735,386006683,4259850,0.9576807,4.0414124,-13.656527,35.0,0,0,0,0
387007509,387007462,4259850,-18.50239,-0.36391866,-0.11492168,35.0,0,0,0,0
388008465,388008420,4259850,9.021352,14.901511,-21.509508,35.0,0,0,0,0
389006525,389006476,4259850,6.6846113,-1.340753,2.7964275,35.0,0,0,0,0
390007445,390007399,4259850,3.6008794,5.171476,-15.7825775,35.0,0,0,0,0
391008395,391008343,4259850,-8.676587,2.030283,5.363012,35.0,0,0,0,0
392009174,392009122,4259850,-9.423578,-23.386562,-8.714894,35.0,0,0,0,0
393007078,393007032,4259850,0.9768343,-4.711789,-5.2863975,35.0,0,0,0,0
394007400,394007354,4259850,-0.05746084,3.5625722,-22.639572,34.5,0,0,0,0
395009166,395009114,4259850,4.7884035,7.297527,-6.588843,35.0,0,0,0,0
396006239,396006188,4259850,9.691729,-1.5131354,-3.4284968,34.5,0,0,0,0
397006927,397006883,4259850,12.200851,-14.595054,-7.7189064,34.5,0,0,0,0
398007757,398007711,4259850,7.029376,-4.175488,-4.673482,34.5,0,0,0,0
399009066,399009020,4259850,0.82360536,-12.220005,5.8226986,34.5,0,0,0,0
400007067,400007020,4259850,5.401319,-2.9496565,8.082825,34.5,0,0,0,0
401007907,401007859,4259850,4.960786,-25.474306,-16.203957,34.5,0,0,0,0
402008203,402008152,4259850,3.8115692,-14.020445,-1.4173675,34.5,0,0,0,0
403006216,403006170,4259850,2.7006595,1.0726024,-19.689915,34.5,0,0,0,0
404006963,404006919,4259850,-0.91937345,8.465898,-8.63828,34.5,0,0,0,0
405007770,405007719,4259850,-9.404425,-1.6280571,6.1100025,34.5,0,0,0,0
406005694,406005647,4259850,-3.5817258,-9.193734,-10.515334,34.5,0,0,0,0
407006415,407006365,4259850,3.715801,-0.15322891,0.17238252,34.5,0,0,0,0
408008129,408008077,4259850,-6.9144545,-1.685518,-21.796812,34.5,0,0,0,0
409008871,409008824,4259850,-4.175488,-0.5363012,-24.076092,34.5,0,0,0,0
410006354,410006304,4259850,2.3750482,17.54471,-9.634268,34.5,0,0,0,0
411006749,411006700,4259850,-0.038307227,6.83784,-19.747375,34.5,0,0,0,0
412008482,412008435,4259850,2.777274,3.715801,-13.2351465,34.5,0,0,0,0
413009388,413009344,4259850,-4.098873,1.6280571,-18.540697,34.5,0,0,0,0
414006319,414006269,4259850,-2.6431987,-17.774553,-20.705057,34.0,0,0,0,0
415008027,415007981,4259850,-3.8498764,7.3549876,-15.935806,34.0,0,0,0,0
416008865,416008812,4259850,5.363012,8.734048,-30.128633,34.0,0,0,0,0
417005805,417005751,4259850,-0.842759,2.1260512,-0.32561144,34.0,0,0,0,0
418007115,418007067,4259850,1.4939818,-24.191013,-10.342952,34.0,0,0,0,0
419007747,419007694,4259850,-0.842759,5.1906295,-11.319786,34.0,0,0,0,0
420005577,420005528,4259850,-3.6966474,21.490355,-15.495274,34.0,0,0,0,0
421007322,421007277,4259850,9.672575,1.9536686,-5.631162,34.0,0,0,0,0
422007992,422007943,4259850,-0.61291564,8.082825,-9.940725,34.0,0,0,0,0
423008667,423008616,4259850,8.714894,17.48725,-20.03468,34.0,0,0,0,0
424007466,424007413,4259850,-0.24899697,9.232041,-9.519346,34.0,0,0,0,0
425007188,425007140,4259850,10.228029,-2.3750482,-0.15322891,34.0,0,0,0,0
426008301,426008242,4259850,-2.6623523,3.5051112,-18.272547,34.0,0,0,0,0
427007021,427006975,4259850,-0.6703765,-16.299725,-3.6008794,34.0,0,0,0,0
428006852,428006804,4259850,-4.76925,-1.1683705,-30.74155,34.0,0,0,0,0
429007673,429007620,4259850,0.93852705,-27.198132,-2.9496565,34.0,0,0,0,0
430006014,430005962,4259850,-5.439626,-14.729129,-0.40222588,34.0,0,0,0,0
431005860,431005812,4259850,-1.1492168,-8.714894,-13.273455,34.0,0,0,0,0
432007561,432007502,4259850,-9.136273,-36.066254,-31.182083,34.0,0,0,0,0
433008284,433008226,4259850,-2.183512,-0.1340753,-6.5505357,34.0,0,0,0,0
434009498,434009447,4259850,5.861006,-3.0262709,-20.226215,34.0,0,0,0,0
435006427,435006377,4259850,6.8186865,6.7612257,-15.418659,34.0,0,0,0,0
436007257,436007211,4259850,13.828909,12.277467,-14.422671,33.5,0,0,0,0
437009000,437008955,4259850,-4.596867,-7.8146744,-17.985243,33.5,0,0,0,0
438005918,438005872,4259850,11.511322,-1.8962077,5.0757074,33.5,0,0,0,0
439007822,439007777,4259850,-3.7924154,-4.8841715,-18.004396,33.5,0,0,0,0
440008502,440008457,4259850,-8.197746,15.322891,-33.86359,33.5,0,0,0,0
441008845,441008797,4259850,-7.9870567,-12.08593,-15.26543,33.5,0,0,0,0
442006278,442006220,4259850,3.1794999,-21.14559,-25.01462,33.5,0,0,0,0
443008234,443008188,4259850,6.646304,14.15452,-16.970102,33.5,0,0,0,0
444008698,444008651,4259850,11.492168,3.8881836,-0.05746084,33.5,0,0,0,0
445006583,445006537,4259850,-6.3781533,0.21068975,2.7964275,33.5,0,0,0,0
446008027,446007980,4259850,3.86903,12.430696,-16.242264,33.5,0,0,0,0
447007709,447007659,4259850,4.1371803,7.5848308,-2.7006595,33.5,0,0,0,0
448009380,448009327,4259850,5.363012,16.376339,-21.701044,33.5,0,0,0,0
449007686,449007639,4259850,0.5554548,-14.537593,9.653421,33.5,0,0,0,0
450007968,450007923,4259850,-4.0797195,-1.1683705,-10.764331,33.5,0,0,0,0
451008556,451008508,4259850,3.9456444,-16.567875,-10.189722,33.5,0,0,0,0
452006379,452006329,4259850,-3.7732618,-5.535394,5.995081,33.5,0,0,0,0
