timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
333003247,3932170,0.011336651,-0.0008832401,-0.00086766714,3932170,0.0,0.0,0.13139729,396809,0.0,0.0,0.0
333013247,3932170,0.011336645,-0.00088323944,-0.00086776365,3932170,0.0,0.0,0.13139716,396809,0.0,0.0,0.0
334193134,3932170,0.0113419425,-0.0008860199,-0.0008776361,3932170,0.0,0.0,0.13295229,396809,0.0,0.0,0.0
335012961,3932170,0.01134888,-0.0008872611,-0.0008874716,3932170,0.0011833735,0.00090451393,0.13450679,396809,0.0,0.0,0.0
336002821,3932170,0.011332107,-0.00090669363,-0.0010170769,3932170,0.042007823,-0.03402657,0.13251676,396809,0.0,0.0,0.0
337012678,3932170,0.011328323,-0.0009189579,-0.0011430876,3932170,0.08221538,-0.0520641,0.11888136,396809,0.0,0.0,0.0
338012536,3932170,0.011327893,-0.00091963494,-0.0010061105,3932170,0.05835979,-0.042819396,0.121906444,396809,0.0,0.0,0.0
339012395,3932170,0.011326983,-0.00091814017,-0.0007801276,3932170,-0.009705979,-0.021868136,0.12627563,396809,0.0,0.0,0.0
340012252,3932170,0.011353147,-0.0009016834,-0.0008351418,3932170,-0.07452142,0.02686556,0.13762832,396809,0.0,0.0,0.0
341012111,3932170,0.011413177,-0.00093636557,-0.0012562104,3932170,-0.04794413,0.074020065,0.14314905,396809,0.0,0.0,0.0
342011969,3932170,0.011351274,-0.00093917,-0.002278455,3932170,-0.049410358,0.061206862,0.14025365,396809,0.0,0.0,0.0
343011877,3932170,0.011239044,-0.00094938604,-0.0035641356,3932170,-0.051650412,0.041449923,0.13712184,396809,0.0,0.0,0.0
344011684,3932170,0.011037498,-0.0010311491,-0.004453191,3932170,-0.048863403,0.039977394,0.13345584,396809,0.0,0.0,0.0
345011541,3932170,0.01109597,-0.001121516,-0.005644755,3932170,-0.052810233,0.0369669,0.13136503,396809,0.0,0.0,0.0
346011398,3932170,0.011100181,-0.0011723189,-0.0066666557,3932170,-0.055456504,0.03598242,0.12805723,396809,0.0,0.0,0.0
347011253,3932170,0.011105528,-0.0012063662,-0.0074855234,3932170,-0.05731479,0.035294205,0.12267751,396809,0.0,0.0,0.0
348011110,3932170,0.011302679,-0.0012689744,-0.007999681,3932170,-0.06384788,0.02542795,0.12027905,396809,0.0,0.0,0.0
349010965,3932170,0.011291149,-0.0013004374,-0.008155092,3932170,-0.065322146,0.026481299,0.118248604,396809,0.0,0.0,0.0
350010864,3932170,0.011320203,-0.001267698,-0.007943129,3932170,-0.0638191,0.02449505,0.12028222,396809,0.0,0.0,0.0
351010675,3932170,0.01132286,-0.0012237694,-0.007593322,3932170,-0.061347328,0.023902806,0.122757204,396809,0.0,0.0,0.0
352010524,3932170,0.0113390265,-0.00095960294,-0.007134919,3932170,-0.04734684,0.020337053,0.1270234,396809,0.0,0.0,0.0
353010382,3932170,0.011352161,-0.00086285063,-0.0067514805,3932170,-0.042787835,0.019155532,0.13388193,396809,0.0,0.0,0.0
354010235,3932170,0.01136694,-0.0007891605,-0.006451639,3932170,-0.039534524,0.018260423,0.1421167,396809,0.0,0.0,0.0
355010111,3932170,0.011376273,-0.000803164,-0.0061966833,3932170,-0.04019724,0.017919125,0.15367132,396809,0.0,0.0,0.0
356009940,3932170,0.011388373,-0.00077681406,-0.006164832,3932170,-0.039113145,0.01748582,0.16360456,396809,0.0,0.0,0.0
357009792,3932170,0.011370823,-0.00076725805,-0.006626332,3932170,-0.03878663,0.01787305,0.16204971,396809,0.0,0.0,0.0
358009642,3932170,0.011352682,-0.00073280133,-0.0076049524,3932170,-0.037709717,0.018973708,0.14874803,396809,0.0,0.0,0.0
359009492,3932170,0.011330937,-0.0007098738,-0.007603838,3932170,-0.037225097,0.01985878,0.14615794,396809,0.0,0.0,0.0
360009341,3932170,0.011326429,-0.00078839465,-0.007601514,3932170,-0.039786506,0.019491795,0.14174019,396809,0.0,0.0,0.0
361004191,3932170,0.011259455,-0.0008552997,-0.0075611966,3932170,-0.041794494,0.019394174,0.13691166,396809,0.0,0.0,0.0
362014068,3932170,0.011261757,-0.0009484973,-0.007583528,3932170,-0.044452477,0.020144274,0.13610612,396809,0.0,0.0,0.0
363013886,3932170,0.011252248,-0.0012058576,-0.008582146,3932170,-0.05086185,0.019789051,0.12587804,396809,0.0,0.0,0.0
364003739,3932170,0.011198223,-0.0013066643,-0.009026973,3932170,-0.053146813,0.020282792,0.12202057,396809,0.0,0.0,0.0
365013582,3932170,0.011201442,-0.0013301913,-0.0084868865,3932170,-0.05342909,0.020490028,0.13294841,396809,0.0,0.0,0.0
366013454,3932170,0.011189994,-0.0011083863,-0.0076802564,3932170,-0.049859982,0.020954387,0.14718501,396809,0.0,0.0,0.0
367013270,3932170,0.011192825,-0.0011230451,-0.0069203824,3932170,-0.049810257,0.021134648,0.16006286,396809,0.0,0.0,0.0
368013115,3932170,0.011189729,-0.00082571,-0.0062229508,3932170,-0.044664692,0.021797169,0.16833107,396809,0.0,0.0,0.0
369012961,3932170,0.011186281,-0.0007270072,-0.005716325,3932170,-0.042830538,0.022384575,0.1723337,396809,0.0,0.0,0.0
370012801,3932170,0.0112055885,-0.00065900484,-0.00559046,3932170,-0.04148374,0.022444958,0.17323826,396809,0.0,0.0,0.0
371012643,3932170,0.0112256035,-0.00063994236,-0.0057693194,3932170,-0.040996384,0.022329787,0.17290185,396809,0.0,0.0,0.0
372012485,3932170,0.011237211,-0.0006822121,-0.0068848715,3932170,-0.04179029,0.021728907,0.16605005,396809,0.0,0.0,0.0
373012325,3932170,0.011258129,-0.00080249854,-0.008216784,3932170,-0.0428131,0.019935764,0.1575322,396809,0.0,0.0,0.0
374012177,3932170,0.011244937,-0.0008432117,-0.009538411,3932170,-0.04320926,0.020087728,0.14826801,396809,0.0,0.0,0.0
375012006,3932170,0.01112211,-0.00086408656,-0.011023185,3932170,-0.043759584,0.02168246,0.14185382,396809,0.0,0.0,0.0
376011843,3932170,0.011109139,-0.00094288145,-0.01238734,3932170,-0.04398611,0.02188986,0.13701065,396809,0.0,0.0,0.0
377011680,3932170,0.011082692,-0.0010080284,-0.013491245,3932170,-0.04402367,0.022501014,0.13226733,396809,0.0,0.0,0.0
378011518,3932170,0.011090598,-0.0010892691,-0.014200996,3932170,-0.044753466,0.023284212,0.12747325,396809,0.0,0.0,0.0
379011354,3932170,0.011109786,-0.0010387643,-0.014293639,3932170,-0.044769205,0.022056118,0.12593119,396809,0.0,0.0,0.0
380011188,3932170,0.011095477,-0.0010816639,-0.013553501,3932170,-0.044927854,0.023146328,0.13214481,396809,0.0,0.0,0.0
381011023,3932170,0.011084468,-0.0010820264,-0.012373207,3932170,-0.044914816,0.023601826,0.14272884,396809,0.0,0.0,0.0
382010857,3932170,0.011059726,-0.0010123918,-0.011061832,3932170,-0.043897394,0.02269963,0.15661347,396809,0.0,0.0,0.0
383010689,3932170,0.011079931,-0.00069950253,-0.009907912,3932170,-0.041013245,0.019288445,0.17011371,396809,0.0,0.0,0.0
384010521,3932170,0.010976997,-0.0007661868,-0.008760962,3932170,-0.04062257,0.018733282,0.18888944,396809,0.0,0.0,0.0
385010351,3932170,0.010970382,-0.0007736969,-0.007621781,3932170,-0.040894836,0.018734701,0.2135024,396809,0.0,0.0,0.0
386010181,3932170,0.010903448,-0.0007668536,-0.006665548,3932170,-0.04167995,0.019061271,0.23172025,396809,0.0,0.0,0.0
387010012,3932170,0.010868752,-0.0007883273,-0.005866752,3932170,-0.042432617,0.018789086,0.24351004,396809,0.0,0.0,0.0
