timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
333012198,333011996,0.0008805987,0.0001414268,0.0010847325
333013470,333013247,0.0008493729,4.5116674e-05,0.0011136137
333033454,333033241,-0.00045263302,-0.00058385724,0.00023706071
333054727,333054515,-2.954673e-05,1.4353857e-05,-0.00040599372
333072187,333071986,0.0006574445,0.00050637935,-0.0006597319
333093446,333093233,1.4878691e-05,-0.002790817,-0.002964388
333114719,333114514,-0.0019336436,-0.0010262029,0.009982058
333134686,333134478,0.00435019,0.0073463772,-0.018437773
333152174,333151974,-0.00039700465,-0.0050960686,0.016868783
333173428,333173221,-0.005280441,-0.0151960915,-0.0014870343
333194676,333194469,0.0008888536,-0.0081160385,-0.01551912
333212174,333211966,-0.0023172295,0.0026297276,-0.005900261
334197039,334196828,-0.0059869373,0.0033507764,0.0047868965
334199529,334199326,-0.006615748,-0.0013884202,0.0024898918
334220804,334220573,-0.00076240534,-0.0080972705,0.0060489974
334238297,334238082,-0.001686943,-0.005325624,-0.001604562
334258280,334258074,0.00020556855,-0.016307686,-0.005266188
334279524,334279315,-0.0023365382,-0.0424231,0.006304952
334297017,334296812,-0.0021690822,-0.049681943,-0.0009690958
334318265,334318059,0.0046102465,-0.039185546,0.0026962743
334339508,334339306,-0.0038448686,0.02948544,-0.0035500904
334360759,334360553,-0.0038354087,0.02302169,-0.0026134686
334378264,334378051,-0.017788531,0.0023295034,0.0026218772
334398255,334398048,-0.008643359,-0.036574885,0.00029155996
334419510,334419295,-0.0019766719,0.020042181,-0.010044074
334437001,334436793,0.013511752,0.021207273,0.0010937444
334458244,334458039,-0.0126990685,-0.01605961,0.012740776
334479493,334479287,-0.0025427875,-0.011345007,-0.011448817
334500740,334500533,-0.004415209,0.0198509,0.018599678
334518237,334518031,-0.0037476937,-0.0030410537,0.012864892
334538235,334538028,0.017876053,-0.020348491,-0.018835
334559482,334559275,-0.03561025,-0.008493581,0.0066797137
334576995,334576793,-0.0099355,0.023860402,-0.007949451
334598226,334598019,0.0069358577,-0.03570637,0.003779588
334619473,334619268,-0.011447753,0.030080626,-0.014067051
334640726,334640514,-0.0034092718,-0.028079102,-0.011719127
334658219,334658011,-0.012017453,0.025011795,-0.0027038124
334678217,334678010,-0.016549805,-0.020300338,-0.004538645
334699462,334699257,0.003785577,-0.0143913105,-0.015601978
334716954,334716753,-0.006031777,-0.014251521,-0.0073486026
334738207,334738000,-0.012621519,-0.019902151,-0.0122209815
334759449,334759247,-0.05319661,-0.019990906,-0.008202537
334780696,334780494,-0.019491427,-0.027572297,0.011075751
334798201,334797991,-0.005719507,-0.023721758,-0.012833136
334818196,334817988,-0.05548644,-0.050564714,0.0022266968
334839438,334839236,-0.03634275,-0.061143022,2.4619669e-05
334856939,334856737,-0.022561425,-0.06774197,-0.010553638
334878193,334877982,-0.07584744,-0.020468641,-0.0027170458
334899436,334899227,-0.011571904,-0.033096306,-0.005552363
334920676,334920474,-0.030243665,-0.06564319,0.044001658
334938178,334937972,-0.08913235,-0.05730873,0.021789216
334958176,334957969,-0.05901391,-0.061469853,-0.0011060993
334979421,334979216,-0.012267785,-0.07685421,0.04587789
334996917,334996713,-0.02640274,-0.08178279,0.084803775
335018170,335017961,-0.0774792,-0.10249523,0.084275536
335039425,335039207,-0.07301137,-0.11072233,0.09146047
335056910,335056705,-0.061889865,-0.11856909,0.08948365
335078174,335077959,-0.13033168,-0.14179873,0.083037056
335098156,335097949,-0.19707702,-0.15704642,0.08920535
335119407,335119197,-0.15062563,-0.2025034,0.09931758
335136894,335136693,-0.16900072,-0.1919188,0.11850921
335158155,335157940,-0.09742179,-0.18039669,0.15766919
335179401,335179191,-0.04557975,-0.18429403,0.16653685
335200635,335200434,-0.07169063,-0.124237046,0.15742457
335218144,335217932,-0.08220313,-0.05741604,0.17778198
335238137,335237929,-0.16353194,0.01063554,0.1770076
335259383,335259176,-0.112358905,-0.026215937,0.1624335
335276877,335276673,-0.034164067,-0.037637457,0.17483419
335298127,335297920,0.08474726,-0.039162826,0.18568283
335319376,335319170,0.10643341,-0.0025364575,0.1617434
335336875,335336668,0.2086158,0.014450849,0.17253056
335358119,335357912,0.052595004,0.020331236,0.13634677
335378114,335377909,-0.005033292,0.027142236,0.13757087
335399365,335399157,0.0718598,0.010183613,0.15789577
335416864,335416654,0.16869791,0.012953865,0.12712622
335438110,335437901,0.2090454,0.06438628,0.13102613
335459387,335459182,0.18112941,0.1266475,0.13564464
335480596,335480395,0.10675976,0.119487606,0.13629888
335498108,335497893,0.13520947,0.09763925,0.13697492
335519347,335519139,0.114226416,0.027945625,0.13206965
335539345,335539136,0.11588144,0.059510008,0.11650819
335556835,335556634,0.14094946,0.16212507,0.10172216
335578087,335577881,0.07961617,0.13245226,0.08546204
335599330,335599128,0.05122628,0.13212769,0.08901084
335620577,335620375,0.14248697,0.082382016,0.08974251
335638080,335637872,0.1708332,0.0931509,0.07714691
335659324,335659120,0.14528652,0.13909714,0.06866029
335679320,335679117,0.12649436,0.14228527,0.07470309
335696825,335696614,0.24271111,0.12714905,0.058639783
335718068,335717861,0.11016974,0.11842523,0.030748418
335739310,335739108,-0.10289938,0.10802532,0.022910785
335760556,335760355,-0.06995052,0.06842103,0.05406846
335778059,335777853,0.09094815,0.038028795,0.04605517
335799311,335799100,0.11479834,0.04422771,0.029665194
335819304,335819097,-0.0043368204,0.0680182,0.007655472
335836795,335836594,-0.071084686,0.05340213,0.023770353
335858103,335857896,-0.09158732,0.013610854,0.029268207
335879297,335879092,0.0073592863,0.006751727,0.028060492
335900547,335900335,0.095565155,0.033791892,0.009457979
335918060,335917852,0.1447516,0.034403197,0.004046143
335939289,335939080,0.09680273,-0.0076108663,-0.00980708
335959278,335959077,0.032738585,0.014436834,-0.019006142
335976825,335976618,-0.048699394,0.019084448,-0.017332422
335998032,335997822,-0.08274859,0.0063355677,-0.013536329
336019271,336019068,1.6965207e-05,-0.07387418,-0.015933996
336040517,336040315,0.034202624,-0.085312225,-0.04095534
336058028,336057819,0.041631564,-0.015105527,-0.027301833
336079269,336079060,-0.04564021,0.035854857,-0.047633767
336099260,336099057,-0.07096549,0.03932114,-0.04893429
336116759,336116555,-0.032021523,0.000763762,-0.037108134
336138011,336137802,-0.027724264,-0.017204272,-0.043978427
336159260,336159049,-0.05639348,-0.0009379427,-0.034639254
336180500,336180296,-0.05252757,0.001520788,-0.033056933
336198003,336197794,0.018140955,-0.012826755,-0.041189283
336219261,336219042,-0.002679208,-0.05333716,-0.04923634
336239240,336239037,-0.020829804,-0.06422291,-0.052873667
336256740,336256535,-0.054657914,-0.05831412,-0.04919118
