timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
333010040,333009858,4259850,4325386,-5.683776e-06,-1.245516e-05,2.2855971e-05,0.001110331,-0.00015788469,-0.05726498,4994,5803,0
333014969,333014855,4259850,4325386,7.533071e-06,1.3288055e-05,-1.2020543e-05,0.000949514,-0.00028232305,-0.047908157,4997,4846,0
334194163,334194054,4259850,4325386,-2.8892808e-05,4.6364552e-05,7.849529e-05,-0.0012929887,0.0013331797,-0.060842894,5031,5621,0
334199124,334199015,4259850,4325386,-2.8489054e-05,-0.00010372415,-5.183888e-05,0.004901838,0.0026753843,-0.04237982,4961,4851,0
334693983,334693668,4259850,4325386,-7.940455e-05,0.0007697755,-0.0002018722,-0.0018071869,0.0031072905,-0.050940685,4999,4834,0
335193505,335193319,4259850,4325386,0.0002949164,-0.000906452,0.00050247955,0.019829856,0.043890286,-0.03892235,5003,4828,0
335693289,335693118,4259850,4325386,0.00031784925,0.0010680661,-9.3701216e-05,0.019505607,0.042998936,-0.06369566,4999,4837,0
336197714,336197601,4259850,4325386,-0.00065389246,-0.00032570874,-0.00057401246,-0.016961845,-0.023152674,-0.039053474,4997,4841,0
336692362,336692251,4259850,4325386,-0.0009327124,0.00017144391,0.00096082164,-0.014934826,-0.025431117,-0.036676377,4997,4869,0
337192054,337191898,4259850,4325386,-0.00084634754,-0.00026481788,9.832838e-05,0.0041142125,-0.050605576,-0.030185347,4991,4837,0
337691745,337691630,4259850,4325386,-0.00033985876,0.0022273655,0.0005236502,0.020677565,-0.032365467,-0.049003806,4978,4985,0
338196329,338196186,4259850,4325386,0.0003826747,-0.005538074,-0.0001980043,-0.02679885,-0.0048280605,-0.046256766,4996,4845,0
338695942,338695832,4259850,4325386,0.0013573387,0.003583776,-0.0005519217,-0.0011067399,0.0011815861,-0.0593596,4996,4840,0
339195591,339195479,4259850,4325386,-0.0007468958,-0.0051320996,-0.0001700308,0.0059875627,0.026825756,-0.046499573,4996,4684,0
339695238,339695127,4259850,4325386,0.0007778049,0.0021733297,-0.00028387245,0.01705572,-0.017420225,-0.05944557,4989,4654,0
340195155,340194979,4259850,4325386,-0.003588596,0.0027012615,0.00036261106,0.019583717,0.051866326,-0.068268925,5000,5808,0
340694535,340694418,4259850,4325386,0.004343131,-0.0012944149,-5.9512568e-05,0.017226389,0.010787248,-0.05572495,4997,4846,0
341194183,341194064,4259850,4325386,0.0023517443,-4.9073893e-05,0.00039714575,0.003013831,-0.021746244,-0.0455887,4996,4740,0
341693939,341693714,4259850,4325386,0.0002558366,0.00024694574,5.1804298e-05,-0.016314387,0.020169498,-0.054146644,4997,4653,0
342193618,342193460,4259850,4325386,0.00066497765,-0.002126715,-0.00083562016,0.00296587,0.035844065,-0.043970298,5003,5816,0
342693777,342693005,4259850,4325386,-0.004839287,0.0018578633,-0.00028907624,0.022958152,0.033747733,-0.050624713,4996,4797,0
343197758,343197645,4259850,4325386,0.0042679566,-0.0011712622,0.00039284414,0.005006983,-0.008931882,-0.044007126,4992,4800,0
343692699,343692296,4259850,4325386,-0.0017721936,-0.00011772398,-0.0005251162,-0.0034776176,-0.023206785,-0.06230074,4996,4846,0
344192124,344191958,4259850,4325386,0.0061300965,0.0009062504,7.248774e-05,-0.018983552,-0.028642053,-0.053350985,5013,4910,0
344691716,344691589,4259850,4325386,0.0005765823,-0.0018687049,0.0004227751,0.014492978,-0.010676363,-0.04381053,4746,4838,0
345196336,345196228,4259850,4325386,0.0002550902,0.0011512877,8.092417e-06,0.031514343,0.0070604766,-0.052383613,4995,4838,0
345695986,345695874,4259850,4325386,-0.00054191716,-0.00041980817,-0.00071801414,0.0125941215,0.04168655,-0.06542813,4996,4656,0
346195635,346195520,4259850,4325386,0.0007131545,-7.452169e-06,-0.0003064753,-0.0019956958,0.02417926,-0.024833046,4995,3862,0
346695458,346695303,4259850,4325386,0.0008063643,5.5191067e-06,-0.00019234329,0.013996549,0.04600828,-0.07297886,5004,5906,0
347194919,347194811,4259850,4325386,0.00029234705,0.0006429752,0.00018153554,0.0038900622,0.046992023,-0.04191802,4997,4838,0
347694578,347694462,4259850,4325386,-0.0018927453,-0.0009471186,-0.00094777136,-0.0066237194,0.045402188,-0.056284998,5001,4836,0
348194212,348194103,4259850,4325386,-0.0019188507,-1.33437625e-05,-0.00015985472,0.02021551,0.0010315166,-0.06324413,4997,4972,0
348693886,348693771,4259850,4325386,-0.000435776,-0.00039984213,-0.00068468746,-0.007823446,-0.0015823789,-0.054554466,5000,4839,0
349193562,349193392,4259850,4325386,-0.00017696319,0.00034800728,0.0001359047,0.02966226,0.0065122675,-0.0584447,4995,5782,0
349693196,349693082,4259850,4325386,-0.001271529,-0.001840299,0.00019533749,-0.0012257659,-0.045949593,-0.044456363,5039,5624,0
350197798,350197680,4259850,4325386,0.0010403752,-0.00062208576,0.00013612311,0.0020769094,0.027703045,-0.04834394,4997,4977,0
350692440,350692329,4259850,4325386,0.00018048636,0.0007848974,9.0320704e-05,-0.006230768,-0.0039824364,-0.060489774,4997,4842,0
351192286,351192165,4259850,4325386,-0.00046736473,-0.0047247303,-0.0006294025,0.01952974,-0.046671174,-0.04697202,5007,4841,0
351692351,351691664,4259850,4325386,-0.0035263996,0.0014115782,-0.00033133812,0.00813878,0.022713013,-0.061528154,5042,5709,0
352196364,352196256,4259850,4325386,-0.00091528444,0.0041598454,-0.00036798327,-0.025155528,0.016354999,-0.055151477,4989,4837,0
352696090,352695921,4259850,4325386,0.0016566279,-0.0030456693,-2.5600117e-05,-0.017989853,0.004253479,-0.047631618,5010,4994,0
353195790,353195612,4259850,4325386,0.0016134735,-0.0014550404,0.00023446564,0.019444132,-0.011187545,-0.053294543,4943,4612,0
353695362,353695194,4259850,4325386,-0.00049910485,0.0018158272,-0.00042729592,-0.0048266337,0.03492788,-0.06339625,4998,4837,0
354194945,354194837,4259850,4325386,0.0014523423,-0.00013198257,-0.00015984049,-0.011550676,0.018232524,-0.026551638,4996,4838,0
354694657,354694482,4259850,4325386,-0.0013829168,-0.0002505888,-0.0004882786,-0.01182344,-0.01481318,-0.05446425,4996,4840,0
355194246,355194130,4259850,4325386,-0.00025719663,0.00022841968,0.00020737296,-0.003608829,-0.02530184,-0.032245412,4994,4981,0
355694165,355694054,4259850,4325386,-0.0004772147,-0.00052283757,-0.00016835176,-0.0019025085,0.055943727,-0.09075434,5057,4941,0
356193521,356193415,4259850,4325386,-0.0013124996,5.12646e-05,-0.00046322026,0.017050594,-0.034343135,-0.04432594,4997,4837,0
356693178,356693059,4259850,4325386,-0.0032191142,0.0009696233,-0.0002309962,-0.018683776,0.016491488,-0.044202782,4995,4818,0
357197815,357197699,4259850,4325386,0.0038449904,-0.0011047961,2.4674018e-05,-0.022366984,0.015950523,-0.04425906,4997,4838,0
357692580,357692443,4259850,4325386,-1.0757278e-05,-0.00046124132,-0.0004941794,-0.021521933,0.045728993,-0.05378607,4957,4591,0
358192100,358191990,4259850,4325386,-0.0007413907,0.00028275585,-0.00033354296,-0.0102362055,-0.01537316,-0.033779964,4995,4838,0
358691808,358691634,4259850,4325386,-0.0015381858,8.8914945e-05,-0.0005909331,-0.00896286,0.042201594,-0.05439912,4996,5642,0
359196436,359196318,4259850,4325386,-0.0011219606,-0.0026725119,0.00038971062,0.021030521,0.041522793,-0.04461667,5040,5806,0
359696035,359695919,4259850,4325386,0.0008521616,-0.00058998755,0.00022443703,-0.01118158,-0.027649732,-0.03868266,4965,4625,0
360195692,360195564,4259850,4325386,-0.0011450038,-0.0019885576,-0.00032776577,-0.0007903944,-0.027743518,-0.038823545,4730,4838,0
360695315,360695205,4259850,4325386,0.0017752389,-0.0028343976,0.00043943143,-0.03218025,-0.027485749,-0.04495049,4994,4841,0
361195203,361194852,4259850,4325386,0.0027452223,0.00047448333,-0.00042619463,-0.01881639,0.033337865,-0.054535687,5000,4837,0
361694634,361694493,4259850,4325386,-0.0030139755,-0.0032806203,-0.00030856783,-0.0019852496,-0.011921702,-0.0341372,4996,4838,0
362194451,362194272,4259850,4325386,0.0024165232,0.00074605516,0.00029652458,0.012849521,-0.0027843458,-0.030020032,5001,4838,0
362693974,362693777,4259850,4325386,-0.0043022702,-0.00091967854,0.00046867036,-0.0032067716,0.012024276,-0.032600086,4996,5839,0
363193532,363193421,4259850,4325386,0.0038403582,0.0009791866,-0.00081297645,-0.0054049543,0.03525172,-0.04109199,4998,4839,0
363693199,363693062,4259850,4325386,-0.0012923873,-0.0007974616,-0.00072380883,-0.00838834,0.032643743,-0.03555943,4949,4833,0
364197820,364197704,4259850,4325386,-0.0010754918,-0.00064223015,0.00019463124,-0.014350265,-0.070461854,-0.039077375,4993,4837,0
364692469,364692346,4259850,4325386,0.00047974166,-0.0012563083,0.00058139063,0.02062329,-0.021958856,-0.042008515,4982,4838,0
365192112,365191990,4259850,4325386,-0.0015928781,0.00057331234,-0.00039042035,-0.008317632,-0.029400261,-0.06346301,4997,4956,0
365691759,365691632,4259850,4325386,0.0017435967,-0.004071442,-0.00028459477,0.016935378,0.018413985,-0.045772746,4997,4719,0
366196377,366196271,4259850,4325386,0.00049786514,0.004462987,0.0002097113,-0.020334618,-0.014548128,-0.023745466,4997,4951,0
366696192,366696070,4259850,4325386,0.0003055138,0.0021363052,0.00032962413,0.027190331,0.012394053,-0.050590765,5002,4837,0
367195707,367195554,4259850,4325386,-0.00034353216,-0.0042785527,-8.190113e-05,0.027373554,0.03263242,-0.06459291,4997,4838,0
367695322,367695208,4259850,4325386,0.0012138443,0.0032156773,-9.967468e-05,0.009846146,0.055402547,-0.05529036,5009,5807,0
368194951,368194838,4259850,4325386,-0.00047322275,-0.0031127252,0.00031473223,-0.011917969,0.011575428,-0.06761952,4997,5010,0
368694698,368694518,4259850,4325386,-0.00020978336,-0.0006008023,-0.0005627046,-0.013700991,-0.007415845,-0.0737568,4997,5806,0
369194263,369194122,4259850,4325386,0.0005865072,-0.0030839196,-0.00015695942,-0.026888637,-0.024164908,-0.07054305,4998,4841,0
369693909,369693766,4259850,4325386,0.0003909025,0.00094472925,0.00051577564,0.023462191,0.0027317503,-0.026047096,5000,4841,0
370193854,370193406,4259850,4325386,0.00047629705,4.354361e-05,0.00056008523,0.01676471,-0.03524247,-0.052537728,4993,5806,0
370698192,370698042,4259850,4325386,-0.0009131804,-0.00013918299,-5.5598222e-05,0.0050764186,0.006774985,-0.06641434,4997,4695,0
371198105,371197872,4259850,4325386,0.0013673588,-1.5385025e-05,0.00019032683,-0.0064163357,0.0034397652,-0.041301895,4998,4891,0
371692435,371692326,4259850,4325386,0.0034788824,0.0029754906,-7.6920514e-05,0.00046854297,-0.025523819,-0.052571144,4997,4850,0
372192089,372191967,4259850,4325386,-0.001087033,-0.0017938921,-0.00022619103,0.0111297425,0.013438199,-0.042709358,4996,4716,0
372691762,372691608,4259850,4325386,-0.0015588177,-0.0010872516,-0.0006380397,-0.008223794,-0.0023124963,-0.03891574,4997,4836,0
373196460,373196351,4259850,4325386,0.002236952,-0.00010270628,0.00030552223,-0.0054244855,-0.071015686,-0.032741535,5041,4933,0
373696035,373695888,4259850,4325386,-0.0013133837,-0.0014956461,-0.000338235,-0.022473084,-0.004357071,-0.052038364,5000,5804,0
374195632,374195524,4259850,4325386,0.0027582215,-0.0017169445,-0.0007384614,-0.016229982,0.013142406,-0.07164424,4992,4827,0
374695285,374695166,4259850,4325386,-0.0011542499,-0.00038641482,0.00012810629,-0.0035026646,0.05638631,-0.05976733,4996,4582,0
375194924,375194810,4259850,4325386,-0.0044894754,0.0019839741,-0.00016218192,-0.0062750457,0.031219015,-0.047871124,5000,4843,0
375694804,375694642,4259850,4325386,0.00039918968,-0.00017740678,-0.00065164635,-0.016824655,0.0014504655,-0.058675945,4996,4999,0
376194203,376194084,4259850,4325386,-0.00014500413,-0.0027758945,0.00019124614,0.0065472703,-0.0024434042,-0.034710974,4995,4856,0
376693851,376693726,4259850,4325386,-0.0006271993,-0.00019698554,-0.00041691255,0.0009898604,-0.042066775,-0.03354149,4993,4834,0
377193574,377193367,4259850,4325386,0.001060709,0.00064685143,0.00013162488,0.0077084675,0.005840607,-0.048094053,5000,5811,0
377693209,377693096,4259850,4325386,0.00036945954,0.00017096798,-7.603855e-05,0.010646297,0.02698421,-0.053573992,4963,4612,0
378197784,378197638,4259850,4325386,0.002235746,0.000121931254,0.00045314073,0.0019031601,0.013843409,-0.04209768,4990,4834,0
378692546,378692287,4259850,4325386,0.0013323235,-1.2262254e-06,0.00012333099,-0.033642042,-0.03297219,-0.05531944,5002,4841,0
379192339,379191922,4259850,4325386,-0.0029015727,-0.0017305482,-0.00041856425,-0.019213665,0.042496186,-0.0384648,4993,4815,0
379691717,379691560,4259850,4325386,-0.00059441006,2.474755e-05,-0.00018381928,0.011888936,0.001892245,-0.050531078,4991,4838,0
380196654,380196410,4259850,4325386,0.0023495143,-0.0005860633,6.248646e-05,0.016687535,0.058555834,-0.05103727,4997,4601,0
380695938,380695831,4259850,4325386,0.0024298427,0.0013623794,0.00038378654,-0.009824069,0.02297926,-0.043951135,4995,4837,0
381195580,381195470,4259850,4325386,0.0012043993,-0.003822927,9.6310405e-06,0.018601801,-0.043927588,-0.023688586,4996,4837,0
381695225,381695109,4259850,4325386,0.0028980668,0.0043049185,0.00020852378,0.017031506,0.03377845,-0.048652913,4997,4995,0
382194936,382194827,4259850,4325386,0.0013756178,-0.004727185,0.00046874353,-0.017167628,-0.0020584287,-0.046472646,4994,4838,0
382694576,382694387,4259850,4325386,-0.0017802246,0.0031587994,0.0003298051,-0.010194347,0.023931324,-0.040262103,4964,4836,0
