timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
333008144,333007308,396825,-0.26089397,0.053925715,1.1113218,nan,0,0
333019415,333018579,396825,-0.25174135,0.050949346,1.1083368,nan,0,0
334189265,334188399,396825,-0.23953785,0.053925715,1.0963972,nan,0,0
335010772,335009837,396825,-0.16936769,0.042020246,0.9859552,nan,0,0
336011092,336010257,396825,-0.18462206,0.28608233,0.8217848,nan,0,0
337011316,337010481,396825,-0.17241856,0.20869678,0.5710518,nan,0,0
338011609,338010651,396825,-0.2975045,0.23846047,0.45463997,nan,0,0
339012715,339011791,396825,-0.29445362,0.23846047,0.5083685,nan,0,0
340013393,340012553,396825,-0.03207824,0.28310597,0.7173127,nan,0,0
341014497,341013660,396825,-0.0046203523,0.21167314,0.75910157,nan,0,0
342014872,342013921,396825,-0.007671229,0.14321671,0.7531317,nan,0,0
343004242,343003397,396825,0.08385507,-0.0056016254,0.7680563,nan,0,0
344005709,344004834,396825,0.08995682,0.10452395,0.7143278,nan,0,0
345006442,345005606,396825,0.01978666,0.13726398,0.7143278,nan,0,0
346008037,346007197,396825,0.04724455,0.11047668,0.63671994,nan,0,0
347008642,347007804,396825,-0.016823858,0.21762589,0.7113429,nan,0,0
348008526,348007692,396825,-0.047332626,0.17893311,0.72626746,nan,0,0
349008635,349007801,396825,-0.10529928,0.17595674,0.7322373,nan,0,0
350009499,350008665,396825,-0.07173964,0.15512218,0.67850876,nan,0,0
351010570,351009711,396825,-0.33411503,0.19083858,0.5650819,nan,0,0
352011686,352010848,396825,-0.07173964,0.16702764,0.64268976,nan,0,0
353012869,353011983,396825,-0.12665541,0.12833488,0.5591121,nan,0,0
354002631,354001796,396825,-0.117502786,0.11047668,0.46657962,nan,0,0
355004124,355003207,396825,0.013684906,0.14619309,0.6128406,nan,0,0
356004831,356003995,396825,-0.022925612,0.13131125,0.6277652,nan,0,0
357005948,357005088,396825,0.022837538,0.10452395,0.74119204,nan,0,0
358007221,358006373,396825,0.120465584,0.12238215,0.77701104,nan,0,0
359008121,359007281,396825,0.16317785,0.13131125,0.69343334,nan,0,0
360008024,360007184,396825,0.12351646,0.09857122,0.5650819,nan,0,0
361009485,361008570,396825,0.16622873,0.036067512,0.5203082,nan,0,0
362010294,362009379,396825,0.114363834,0.095594846,0.5770216,nan,0,0
363011288,363010453,396825,0.062498935,0.053925715,0.5829914,nan,0,0
