timestamp,voltage_v,rssi_v,free_memory_bytes,actuators[0],actuators[1],actuators[2],actuators[3],actuators[4],actuators[5],actuators[6],actuators[7],servos[0],servos[1],servos[2],servos[3],servos[4],servos[5],servos[6],servos[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_outputs_armed,status_override,status_rc_ok,status_rc_ppm,status_rc_dsm,status_rc_sbus,status_fmu_ok,status_raw_pwm,status_mixer_ok,status_arm_sync,status_init_ok,status_failsafe,status_safety_off,status_fmu_initialized,status_rc_st24,status_rc_sumd,alarm_vbatt_low,alarm_temperature,alarm_servo_current,alarm_acc_current,alarm_fmu_lost,alarm_rc_lost,alarm_pwm_error,alarm_vservo_fault,arming_io_arm_ok,arming_fmu_armed,arming_fmu_prearmed,arming_manual_override_ok,arming_failsafe_custom,arming_inair_restart_ok,arming_always_pwm_enable,arming_rc_handling_disabled,arming_lockdown,arming_force_failsafe,arming_termination_failsafe,arming_override_immediate
332990653,0.021000002,1.4100001,536,-10000,-9960,-10000,-9960,0,0,0,0,1075,1076,1075,1076,1500,1500,0,0,1500,1500,1006,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
334015366,0.021000002,1.2850001,536,-9872,-10000,-9887,-9985,0,0,0,0,1080,1075,1079,1075,1500,1500,0,0,1500,1501,1005,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
335040005,0.019000001,1.414,536,-7265,-4227,-2886,-7326,0,0,0,0,1194,1327,1385,1191,1500,1500,0,0,1500,1500,1005,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
336062339,0.012,1.2540001,536,-6296,-5920,-944,-5244,0,0,0,0,1236,1244,1470,1282,1500,1500,0,0,1534,1473,1005,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
337086231,0.024,1.526,536,-7423,-9937,-6646,-6394,0,0,0,0,1187,1077,1221,1179,1500,1500,0,0,1517,1488,1008,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
338095108,0.024,1.5250001,536,-5772,-6552,-2639,-5920,0,0,0,0,1259,1225,1482,1253,1500,1500,0,0,1532,1433,1216,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
339119532,0.021000002,1.332,536,-4182,-8250,-2733,-3571,0,0,0,0,1329,1151,1392,1355,1500,1500,0,0,1577,1431,1216,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
340134654,0.021000002,1.233,536,-5884,-4088,727,-4435,0,0,0,0,1254,1333,1543,1317,1500,1500,0,0,1454,1501,1416,1500,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
341148936,0.016,1.098,536,-5778,-6810,-1294,-5342,0,0,0,0,1259,1214,1455,1278,1500,1500,0,0,1459,1503,1460,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
342155008,0.019000001,1.526,536,-6718,-5086,-1734,-4338,0,0,0,0,1218,1235,1436,1322,1500,1500,0,0,1398,1548,1501,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
343176918,0.021000002,1.2420001,536,-5209,-7403,-2401,-6438,0,0,0,0,1284,1188,1529,1230,1500,1500,0,0,1398,1568,1502,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
344188838,0.021000002,1.371,536,-3798,-8450,-2490,-3710,0,0,0,0,1345,1142,1403,1349,1500,1500,0,0,1447,1578,1503,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
345208479,0.021000002,1.1570001,536,-6858,-5750,-1518,-4866,0,0,0,0,1211,1260,1445,1299,1500,1500,0,0,1467,1564,1505,1498,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
346220942,0.019000001,1.4820001,536,-7200,-6262,-1117,-5187,0,0,0,0,1239,1238,1463,1285,1500,1500,0,0,1505,1508,1504,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
