timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
333003247,0.10039502,0.10039501,0.21357001,1.175845,1.175845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402756,0.0,0.0,nan,0.0,0.0,0.090151094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333013247,0.10039502,0.10039501,0.21357001,1.175845,1.175845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402756,0.0,0.0,nan,0.0,0.0,0.09015106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334193134,0.100459136,0.10045912,0.2136275,1.1674496,1.1674496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402297,0.0,0.0,nan,0.0,0.0,0.090151064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334203108,0.100459136,0.10045912,0.2136275,1.1674496,1.1674496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403514,0.0,0.0,nan,0.0,0.0,0.09015103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334393050,0.10045043,0.10045041,0.21361,1.165299,1.165299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402801,0.0,0.0,nan,0.0,0.0,0.09015103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334593028,0.100442894,0.10044287,0.21359295,1.1652479,1.1652479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402789,0.0,0.0,nan,0.0,0.0,0.09015111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334792992,0.10037078,0.100370765,0.21359363,1.1649276,1.1649276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402789,0.0,0.0,nan,0.0,0.0,0.09015109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334992963,0.100846745,0.100846685,0.21361937,1.1630853,1.1630853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402606,0.0,0.0,nan,0.0,0.0,0.090151064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335192935,0.103774756,0.10377462,0.21360268,1.1630479,1.1630479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402596,0.0,0.0,nan,0.0,0.0,0.090151064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335392907,0.108102284,0.108103566,0.21354689,1.160637,1.160637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403116,0.0,0.0,nan,0.0,0.0,0.09015117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335592927,0.11319651,0.11320898,0.21359472,1.1605988,1.1605988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402912,0.0,0.0,nan,0.0,0.0,0.09015114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335792851,0.117266975,0.11728998,0.21358544,1.1668708,1.166871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402882,0.0,0.0,nan,0.0,0.0,0.09015109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335992823,0.16141471,0.1614342,0.30755115,1.1824262,1.1824263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.40443,0.0,0.0,nan,0.0,0.0,0.09015105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336192794,0.20439807,0.20441183,0.39692923,1.198801,1.1988014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.40602,0.0,0.0,nan,0.0,0.0,0.09015113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
