timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
333008805,333008805,39,0,0,20002,1500,1500,1005,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
333031087,333031087,39,0,0,20002,1500,1500,1006,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
334178777,334178777,39,0,0,20003,1500,1501,1005,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
334200944,334200944,39,0,0,20003,1500,1500,1005,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
334698642,334698642,39,0,0,20003,1500,1501,1005,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
335193991,335193991,39,0,0,20003,1501,1500,1005,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
335675793,335675793,39,0,0,20002,1501,1494,1005,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
336188317,336188317,39,0,0,20003,1520,1485,1005,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
336686211,336686211,39,0,0,20003,1505,1491,1333,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
337188285,337188285,39,0,0,20002,1504,1488,1003,1494,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
337680377,337680377,39,0,0,20003,1518,1417,1217,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
338200338,338200338,39,0,0,20003,1589,1364,1216,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
338688096,338688096,39,0,0,20003,1605,1358,1216,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
339183649,339183649,39,0,0,20003,1608,1469,1216,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
339693646,339693646,39,0,0,20003,1606,1495,1217,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
340195183,340195183,39,0,0,20002,1476,1501,1440,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
340684185,340684185,39,0,0,20002,1496,1501,1444,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
341187738,341187738,39,0,0,20003,1458,1503,1460,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
341689959,341689959,39,0,0,20003,1433,1503,1500,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
342193346,342193346,39,0,0,20002,1402,1557,1504,1498,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
342679790,342679790,39,0,0,20003,1349,1575,1502,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
343194589,343194589,39,0,0,20002,1414,1568,1502,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
343689670,343689670,39,0,0,20002,1496,1561,1503,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
344189427,344189427,39,0,0,20002,1447,1578,1503,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
344687211,344687211,39,0,0,20003,1455,1565,1505,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
345182627,345182627,39,0,0,20003,1468,1563,1504,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
345677094,345677094,39,0,0,20003,1501,1554,1504,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
346194309,346194309,39,0,0,20002,1501,1525,1504,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
346684676,346684676,39,0,0,20002,1533,1502,1504,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
347192468,347192468,39,0,0,20003,1609,1502,1504,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
347684000,347684000,39,0,0,20002,1449,1518,1504,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
348183956,348183956,39,0,0,20003,1502,1501,1505,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
348682696,348682696,39,0,0,20003,1501,1471,1504,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
349178835,349178835,39,0,0,20003,1500,1450,1505,1498,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
349682487,349682487,39,0,0,20003,1501,1405,1504,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
350182101,350182101,39,0,0,20002,1500,1444,1504,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
350688538,350688538,39,0,0,20003,1501,1408,1504,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
351181614,351181614,39,0,0,20003,1500,1397,1469,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
351688392,351688392,39,0,0,20003,1501,1403,1357,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
352178436,352178436,39,0,0,20002,1500,1405,1363,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
352688348,352688348,39,0,0,20003,1501,1424,1335,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
