timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
333012215,0.0,0.0,0.0,0.0
333013483,0.0,0.0,0.0,0.0
333212187,0.0,0.0,0.0,0.0
334197052,0.0,0.0,0.0,0.0
334199544,0.0,0.0,0.0,0.0
334398269,0.0,0.0,0.0,0.0
334598239,0.0,0.0,0.0,0.0
334798216,5.3361517e-05,-3.6626592e-05,4.469514e-06,0.0
334996931,0.0048224004,0.0018767674,-0.00012761827,0.0
335196899,0.019237678,0.014459446,-0.0028642968,0.0
335399381,0.036969762,0.030477984,-0.008554973,0.0
335599345,0.04751423,0.042432263,-0.0148948,0.0
335799326,0.055627603,0.049255732,-0.020922361,0.0
335998046,0.062504806,0.053249363,-0.026211109,0.0
336198018,0.06926369,0.058185,-0.030786034,0.0
336396775,0.07393421,0.061940853,-0.034860868,0.0
336596701,0.07730307,0.06552796,-0.03846064,0.0
336799182,0.07884056,0.065507986,-0.040405843,0.0
336999149,0.078321785,0.06458238,-0.042696122,0.0
337199161,0.0733865,0.059353568,-0.0439325,0.0
337397845,0.07612149,0.06340919,-0.046230987,0.0
337597820,0.07919397,0.06620021,-0.04904222,0.0
337797804,0.084561944,0.07418266,-0.052072648,0.0
337996504,0.079699636,0.06564839,-0.05380724,0.0
338200232,0.08052873,0.06299255,-0.055372342,0.0
338398955,0.085092165,0.073363684,-0.05710073,0.0
338598930,0.08146262,0.07532554,-0.058690295,0.0
338798905,0.080973595,0.069980256,-0.060291987,0.0
338997659,0.0819063,0.06894475,-0.06171983,0.0
339197591,0.08728663,0.067513116,-0.06313348,0.0
339400056,0.093578935,0.076600485,-0.06429394,0.0
339600031,0.088298574,0.07987337,-0.06532748,0.0
339798755,0.08123863,0.07573952,-0.066271715,0.0
339998723,0.084432915,0.07789261,-0.067051105,0.0
340198697,0.09062318,0.080265045,-0.06783248,0.0
340397419,0.093621954,0.075794764,-0.067804225,0.0
340597389,0.09228061,0.07098815,-0.06752375,0.0
340797370,0.08918618,0.07470219,-0.06775234,0.0
340999833,0.08641999,0.075159594,-0.06845895,0.0
341199811,0.08474677,0.07528703,-0.06904286,0.0
341398530,0.08046001,0.07609294,-0.06974661,0.0
341598503,0.08390422,0.080015026,-0.070421465,0.0
341797220,0.09289195,0.077968635,-0.070892304,0.0
341997199,0.090390325,0.07378221,-0.071283445,0.0
342197175,0.08736485,0.072728194,-0.07175366,0.0
342399632,0.08635912,0.076116346,-0.072267845,0.0
342599602,0.082662486,0.079422146,-0.073070906,0.0
342798330,0.08277767,0.07917512,-0.07382572,0.0
342998306,0.09038698,0.07932792,-0.074450545,0.0
343198281,0.09290846,0.074858114,-0.07494687,0.0
343396991,0.09438203,0.076658696,-0.07530343,0.0
343596962,0.088255204,0.073672056,-0.07530009,0.0
343799437,0.0791531,0.0717011,-0.07536558,0.0
343999403,0.08125187,0.0726476,-0.07561521,0.0
344199378,0.09633,0.07744718,-0.075913064,0.0
344398100,0.08499412,0.076652,-0.07596158,0.0
344598076,0.08577172,0.07262199,-0.076328225,0.0
344796799,0.08580736,0.07185739,-0.07650916,0.0
345000513,0.08591898,0.07704845,-0.07667877,0.0
345199234,0.085835315,0.07537049,-0.076739885,0.0
345399212,0.0850513,0.07440166,-0.076716036,0.0
345599211,0.08580448,0.0763738,-0.076891914,0.0
345797903,0.084688075,0.07539744,-0.07702304,0.0
345997872,0.0853122,0.07505436,-0.07705339,0.0
346197850,0.084786445,0.07432896,-0.0769083,0.0
346400310,0.08558996,0.074338906,-0.07692379,0.0
346600287,0.08597627,0.07530992,-0.07709171,0.0
346799010,0.08482918,0.0740744,-0.0769742,0.0
346998974,0.09101156,0.07386935,-0.0768732,0.0
347197701,0.08494557,0.07585253,-0.076797895,0.0
347397670,0.079707064,0.07416254,-0.076694936,0.0
347597647,0.085536554,0.07608568,-0.07666305,0.0
347796362,0.093607314,0.07548346,-0.07635214,0.0
348000077,0.08824295,0.07418946,-0.07596582,0.0
348198800,0.08658417,0.07427726,-0.07588669,0.0
348398778,0.08431864,0.074855685,-0.07577744,0.0
348598748,0.08559482,0.07472345,-0.07577182,0.0
348797464,0.08628703,0.074576065,-0.07572402,0.0
348997438,0.0861627,0.07572646,-0.075723045,0.0
349199906,0.08640297,0.0751981,-0.07559483,0.0
349399875,0.084889635,0.07772969,-0.07557225,0.0
349599851,0.08863584,0.07664643,-0.07562617,0.0
349798571,0.08806274,0.06843052,-0.07536676,0.0
349998550,0.08719849,0.07633385,-0.07546196,0.0
350197272,0.087102495,0.07433432,-0.07551882,0.0
350397232,0.08753099,0.07895198,-0.07575528,0.0
350597206,0.086945295,0.07496036,-0.07587238,0.0
350799669,0.08848053,0.07933189,-0.07612752,0.0
350999642,0.0882582,0.0734843,-0.07625944,0.0
351198417,0.09018708,0.067260556,-0.07624146,0.0
351398336,0.08716954,0.07404712,-0.07637426,0.0
351598321,0.0885426,0.08030621,-0.07639464,0.0
351797034,0.08663559,0.07521044,-0.07607516,0.0
352000761,0.088559434,0.073535755,-0.076209046,0.0
352199476,0.087484285,0.08255179,-0.07633106,0.0
352399437,0.085002154,0.07438804,-0.07613354,0.0
352598162,0.0860328,0.07311275,-0.07592427,0.0
352798132,0.08713312,0.07382935,-0.07581363,0.0
352998102,0.088091634,0.08043479,-0.07586848,0.0
353196827,0.08705358,0.07272029,-0.075590655,0.0
353400545,0.08673269,0.07137719,-0.07544049,0.0
353599261,0.08681342,0.07761226,-0.07542351,0.0
353799240,0.086360484,0.07656505,-0.07539513,0.0
353999206,0.0859615,0.07475754,-0.07531707,0.0
354197924,0.08429774,0.07243736,-0.074731246,0.0
354397899,0.086326756,0.073766954,-0.0745675,0.0
354597871,0.086718686,0.073868155,-0.07443922,0.0
354800343,0.08631594,0.07370318,-0.074269734,0.0
355000326,0.08642267,0.07334582,-0.07411915,0.0
355199023,0.08815505,0.07326479,-0.07404702,0.0
355399008,0.088788696,0.07347957,-0.07403165,0.0
355597718,0.08715762,0.073953815,-0.07404866,0.0
355797687,0.08761763,0.0755442,-0.07429932,0.0
355997661,0.087253936,0.074980415,-0.07435329,0.0
356200171,0.08568996,0.07372528,-0.07412119,0.0
356400101,0.08874221,0.07315418,-0.07404251,0.0
356598821,0.082160726,0.0747311,-0.07381705,0.0
356798794,0.0923464,0.07780111,-0.074056156,0.0
356998768,0.0912309,0.07483627,-0.07393084,0.0
357197487,0.08738462,0.07345233,-0.07377918,0.0
