timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
333003424,333003247,3932170,0.06940198,-0.021944448,-0.006870956,44.92656,0
333004677,333004498,3932170,0.06764429,-0.024021715,-0.004527374,44.92656,0
334185754,334185578,3932170,0.014700649,0.03419499,-0.0027164244,44.82864,0
335005722,335005548,3932170,0.34024546,-0.18764634,0.049960904,44.681763,0
336005496,336005321,3932170,0.5545234,0.12005531,0.026844665,44.632805,0
337005355,337005179,3932170,0.023329291,-0.25411883,0.1465804,44.681763,0
338005213,338005037,3932170,0.52155346,-0.12916331,-0.014700649,44.632805,0
339006322,339006147,3932170,-1.1006845,-0.36794233,0.11563446,44.681763,0
340004931,340004755,3932170,-0.90558136,0.44458812,-0.21427795,44.632805,0
341004793,341004612,3932170,-0.24048345,0.089908324,0.04628574,44.82864,0
342005900,342005720,3932170,0.46786416,-0.019600866,-0.12671322,44.779682,0
343004505,343004328,3932170,-1.0093913,0.03446131,-0.27670243,44.779682,0
344004360,344004185,3932170,-0.35095137,-0.8199873,-0.010226539,44.92656,0
345005468,345005292,3932170,0.2630138,-0.029454561,0.0032490566,44.583843,0
346006577,346006399,3932170,-0.41007358,-0.13369069,-0.14780544,44.632805,0
347003933,347003755,3932170,0.9684852,-0.15952335,0.12447615,44.92656,0
348005038,348004861,3932170,1.4226075,-0.2563559,0.11936288,44.82864,0
349006140,349005965,3932170,0.3186206,0.15547535,-0.18812571,44.681763,0
350003502,350003322,3932170,0.23973776,-0.36911413,-0.13608754,44.779682,0
351004599,351004425,3932170,-1.0055032,0.3559581,-0.2867692,44.632805,0
352005706,352005530,3932170,0.15776567,-0.61838603,0.010386328,44.632805,0
353006809,353006633,3932170,-0.6328203,0.17763285,0.031798143,44.583843,0
354004165,354003986,3932170,0.7566573,-0.55052865,0.12005531,44.436966,0
355005266,355005088,3932170,-0.04708469,0.26455843,-0.164104,44.583843,0
356006369,356006191,3932170,0.39936763,0.032437302,-0.025992453,44.485924,0
357003722,357003546,3932170,0.41987398,-0.37358826,-0.059974387,44.485924,0
358004824,358004646,3932170,0.4058125,0.121493414,0.012250541,44.485924,0
