timestamp,load,ram_usage
332854911,0.41610426,0.41035095
333854911,0.70216155,0.5383636
334354970,0.65332735,0.5383636
334854970,0.464702,0.5388999
335354993,0.44635278,0.5395368
335854942,0.45793474,0.5395368
336354911,0.44877875,0.5395368
336854911,0.4550562,0.5395368
337354911,0.45920998,0.5395368
337855010,0.45238292,0.5395368
338354909,0.44715887,0.5395368
338855006,0.46618128,0.5395368
339354913,0.45363873,0.5395368
339854912,0.4613477,0.5395368
340355097,0.45905125,0.5395368
340854980,0.46135324,0.5395368
341355027,0.4521733,0.5395368
341854909,0.46690094,0.5395368
342354943,0.45708567,0.5395368
342855069,0.46302748,0.5395368
343354911,0.44479233,0.5395368
343854909,0.451122,0.5395368
344354926,0.4579544,0.5395368
344854909,0.45212138,0.5395368
345354911,0.46040016,0.5395368
345855029,0.46002835,0.5395368
346354909,0.46215796,0.5395368
346854922,0.4634151,0.5395368
347354912,0.46382815,0.5395368
347854941,0.448672,0.5395368
348354909,0.46080548,0.5395368
348855011,0.46187,0.5395368
349355112,0.45144182,0.5395368
349855030,0.47497982,0.5395368
350354983,0.45185155,0.5395368
350854911,0.45498443,0.5395368
351355033,0.4575535,0.5395368
351854940,0.4612928,0.5395368
352354960,0.44813156,0.5395368
352854993,0.4594078,0.5395368
353355000,0.45431143,0.5395368
353854911,0.46169108,0.5395368
354354910,0.45795292,0.5395368
354854910,0.45490402,0.5395368
355354911,0.45123088,0.5395368
355854950,0.467394,0.5395368
356354979,0.44597244,0.5395368
356854909,0.44939202,0.5395368
357355334,0.45709997,0.5395368
357855368,0.45848113,0.5395368
358355283,0.45624954,0.5395368
358855158,0.43950963,0.5395368
359355268,0.45067072,0.5395368
359855076,0.44873285,0.5395368
360354912,0.4472925,0.5395368
360855246,0.45129955,0.5395368
361355333,0.44992405,0.5395368
361855216,0.45305002,0.5395368
362355317,0.43905592,0.5395368
362855042,0.45405793,0.5395368
363354932,0.4457652,0.5395368
363855056,0.4630639,0.5395368
364354910,0.45891708,0.5395368
364854923,0.4539942,0.5395368
365354915,0.45266795,0.5395368
365855051,0.46179962,0.5395368
366355016,0.4552346,0.5395368
366855198,0.45001948,0.5395368
367354916,0.4480527,0.5395368
367854946,0.4559384,0.5395368
368354934,0.46851325,0.5395368
368854944,0.45453525,0.5395368
369354911,0.44925088,0.5395368
369854909,0.46326798,0.5395368
370354928,0.46173447,0.5395368
370854909,0.46200353,0.5395368
371354926,0.44642437,0.5395368
371854910,0.46337605,0.5395368
372354972,0.4624353,0.5395368
372854918,0.44696164,0.5395368
373354958,0.45547318,0.5395368
373855107,0.4601332,0.5395368
374354948,0.45576555,0.5395368
374854926,0.44776928,0.5395368
375354966,0.4571632,0.5395368
375854910,0.44905603,0.5395368
376354913,0.45290798,0.5395368
376854931,0.46256363,0.5395368
377354928,0.45028472,0.5395368
377854965,0.45564932,0.5395368
378354909,0.460302,0.5395368
378854910,0.4484691,0.5395368
379354909,0.45430893,0.5395368
379854912,0.461102,0.5395368
380354951,0.45850623,0.5395368
380854967,0.46589828,0.5395368
381355044,0.455499,0.5395368
381855183,0.461524,0.5395368
382355044,0.46047127,0.5395368
382854911,0.45849615,0.5395368
383355008,0.44666088,0.5395368
383854940,0.45693952,0.5395368
384354938,0.4520529,0.5395368
384854916,0.458642,0.5395368
385354909,0.45520657,0.5395368
385854911,0.46612108,0.5395368
386354910,0.459724,0.5395368
386854911,0.4632089,0.5395368
387354912,0.46633202,0.5395368
387854950,0.45563066,0.5395368
388354911,0.4448685,0.5395368
