timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
332930029,4259850,4325386,0,0,0,0,0,0.0039952085,3.926057e-05,4.669561e-10,1033,1001
333034951,4259850,4325386,0,0,0,0,0,0.0039562588,3.835608e-05,4.285096e-10,1033,1001
334174171,4259850,4325386,0,0,0,0,0,0.007773178,0.00021948529,1.6584815e-08,1033,1001
334998570,4259850,4325386,0,0,0,0,0,0.034716908,0.0009241881,2.229571e-07,1033,1001
335932919,4259850,4325386,0,0,0,0,0,0.055322595,0.0018623135,1.1644835e-06,1033,1001
336982195,4259850,4325386,0,0,0,0,0,0.05769127,0.002628666,9.89836e-07,1033,1001
337921765,4259850,4325386,0,0,0,0,0,0.061937295,0.0023854822,4.35635e-06,1033,1001
338970756,4259850,4325386,0,0,0,0,0,0.05895294,0.00299288,6.3946122e-06,1033,1001
339915167,4259850,4325386,0,0,0,0,0,0.066457845,0.0025701385,5.3552444e-06,1033,1001
340954409,4259850,4325386,0,0,0,0,0,0.05586602,0.0029205761,3.1669147e-06,1033,1001
341998607,4259850,4325386,0,0,0,0,0,0.05574968,0.002268815,2.92248e-06,1033,1001
342937941,4259850,4325386,0,0,0,0,0,0.063202545,0.0023133936,3.6160598e-06,1033,1001
343967361,4259850,4325386,0,0,0,0,0,0.061588157,0.0025605944,3.5436492e-06,1033,1001
345001477,4259850,4325386,0,0,0,0,0,0.0544833,0.0028932774,5.178137e-06,1033,1001
345945869,4259850,4325386,0,0,0,0,0,0.06711272,0.0020210051,1.4948416e-06,1033,1001
346980105,4259850,4325386,0,0,0,0,0,0.056200683,0.0024247782,1.3140935e-06,1033,1001
347924406,4259850,4325386,0,0,0,0,0,0.08218014,0.0026325528,2.5037607e-06,1033,1001
348963868,4259850,4325386,0,0,0,0,0,0.05818107,0.002610072,8.217453e-07,1033,1001
350002939,4259850,4325386,0,0,0,0,0,0.060165845,0.002614183,6.852861e-06,1033,1001
350947305,4259850,4325386,0,0,0,0,0,0.067649625,0.0021793572,3.9573047e-06,1033,1001
351991639,4259850,4325386,0,0,0,0,0,0.05594118,0.0029354927,6.1594187e-06,1033,1001
352925945,4259850,4325386,0,0,0,0,0,0.06193394,0.002598515,5.8700457e-06,1033,1001
353965114,4259850,4325386,0,0,0,0,0,0.083525896,0.0018186682,2.8156028e-06,1033,1001
355014381,4259850,4325386,0,0,0,0,0,0.062468216,0.0019717694,6.654566e-07,1033,1001
355948772,4259850,4325386,0,0,0,0,0,0.06927682,0.0022549632,6.7034154e-07,1033,1001
356997948,4259850,4325386,0,0,0,0,0,0.06693272,0.0021121202,1.8616054e-06,1033,1001
357937516,4259850,4325386,0,0,0,0,0,0.066660956,0.002084748,1.3778335e-06,1033,1001
358981587,4259850,4325386,0,0,0,0,0,0.06284209,0.0020892094,5.6484976e-07,1033,1001
359925988,4259850,4325386,0,0,0,0,0,0.054815736,0.0020866343,2.961015e-06,1033,1001
360970125,4259850,4325386,0,0,0,0,0,0.052207172,0.0024153942,3.587294e-06,1033,1001
