timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,state_of_health,max_error,connected,source,priority,id,is_powering_off,warning
333003093,15.413723,15.601949,0.0,0.15957169,0.0,16.25801,0.61659557,1.0638878,nan,4,3.9004872,3.9004872,3.9004872,3.9004872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
333013097,15.5158,15.601096,0.2051,0.1604644,0.0,16.258581,0.6162675,1.063946,nan,4,3.900274,3.900274,3.900274,3.900274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
334193221,15.019996,15.471734,1.9045,1.639135,0.0,16.994408,0.5679167,1.0725882,nan,4,3.8679335,3.8679335,3.8679335,3.8679335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
334203167,15.136655,15.468416,2.1389,1.6489344,0.0,17.000317,0.5667699,1.0727948,nan,4,3.867104,3.867104,3.867104,3.867104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
334493175,15.705373,15.445465,4.2191997,2.4327822,0.0,17.270018,0.56444675,1.0732138,nan,4,3.8613663,3.8613663,3.8613663,3.8613663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
334793098,15.3116455,15.427114,7.7352004,4.044932,0.0,17.756783,0.5700939,1.072196,nan,4,3.8567784,3.8567784,3.8567784,3.8567784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
335093094,14.7866745,15.366653,9.932699,6.7060666,0.0,18.574564,0.5657795,1.0729734,nan,4,3.8416634,3.8416634,3.8416634,3.8416634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
335393984,15.136655,15.276645,10.196401,9.3859415,0.0,19.63477,0.553397,1.0752109,nan,4,3.8191612,3.8191612,3.8191612,3.8191612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
335694173,15.005413,15.238712,14.679299,10.222855,0.0,20.55591,0.5543831,1.0750324,nan,4,3.809678,3.809678,3.809678,3.809678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
335993854,15.209568,15.219,10.4015,10.732003,0.0,21.507488,0.5588878,1.0742176,nan,4,3.80475,3.80475,3.80475,3.80475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
