timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
333003247,nan,nan,nan,-2.5779858,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
333023243,nan,nan,nan,-2.5779617,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
333103233,nan,nan,nan,-2.578024,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
334183122,2.0319767,0.27925542,0.19601427,-2.5780032,0.0,-0.0013829353,-0.0027051298,2.051852,-0.013192432,0.008394686,9.172235,0.0,0.0,0.0,-4.3178145e-05,2.7475373e-05,-0.032346196
334203108,2.0319767,0.27924958,0.1950516,-2.5780032,0.0,-0.0016595589,-0.00300378,2.015533,-0.0160135,-0.00442106,9.133941,0.0,0.0,0.0,-5.7075737e-05,-1.575766e-05,-0.03429864
334283115,2.0319767,0.27922136,0.19165854,-2.5780032,0.0,-0.0027008406,-0.0040292023,1.8701427,-0.0045460737,-0.08096783,8.87442,0.0,0.0,0.0,-2.2041193e-05,-0.00039256457,-0.047530506
334383050,2.031978,0.27917412,0.18776026,-2.5780032,0.0,-0.0015308845,-0.0050982586,1.6885387,-0.06598255,-0.039676838,8.530909,0.0,0.0,0.0,-0.0004376222,-0.00026315238,-0.06504472
334483036,2.031979,0.2791141,0.18400037,-2.5780032,0.0,-0.0006372627,-0.0060394905,1.5068421,0.027354583,-0.060476307,8.053122,0.0,0.0,0.0,0.00024929587,-0.00055115053,-0.08940508
334583032,2.0319803,0.27904105,0.17882589,-2.5780032,0.0,-0.0013359179,-0.007112218,1.3251271,0.023140091,-0.062175747,7.5927677,0.0,0.0,0.0,0.00026638346,-0.000715753,-0.112876594
334683009,2.0319815,0.2789544,0.17548715,-2.5780032,0.0,-0.00183592,-0.00797413,1.1434468,0.025848374,0.070426226,7.1441526,0.0,0.0,0.0,0.00035821367,0.00097598555,-0.1357496
334782993,2.0319827,0.27885655,0.16958289,-2.5780032,0.0,-0.001291577,-0.009488799,0.96175385,-0.039221637,-0.012062184,6.662117,0.0,0.0,0.0,-0.0006415024,-0.00019728702,-0.16032657
334882979,2.0319839,0.27874494,0.16316886,-2.5780032,0.0,-0.00070259615,-0.010672497,0.78005713,0.011163171,0.01870187,6.0786257,0.0,0.0,0.0,0.0002153783,0.0003608273,-0.19007635
334982965,2.0319858,0.2786208,0.15349418,-2.5780032,0.0,-0.00037590545,-0.0145033775,0.5983604,0.024299856,-0.011173013,5.5291796,0.0,0.0,0.0,0.00053433207,-0.00024568455,-0.21809031
335082951,2.0319881,0.27848375,0.14237206,-2.5780032,0.0,0.0012266481,-0.018359851,0.41666377,0.193005,-0.21694396,5.0704956,0.0,0.0,0.0,0.0047525996,-0.005342079,-0.24147668
335182937,2.0319905,0.2783347,0.12631167,-2.5780032,0.0,0.0062316395,-0.022445459,0.23496716,0.14421174,0.10818711,4.4170504,0.0,0.0,0.0,0.0040400643,0.003030841,-0.27479312
335282923,2.031993,0.27817222,0.10740751,-2.5780032,0.0,0.014207382,-0.026057636,0.08075388,0.28636897,-0.016686488,4.16398,0.0,0.0,0.0,0.00840064,-0.00048949855,-0.28769612
335382926,2.0319953,0.27799928,0.077092946,-2.5780032,0.0,0.025323944,-0.028885547,0.033059645,0.52728224,-0.17831972,4.503342,0.0,0.0,0.0,0.014538526,-0.0049167327,-0.27039346
335482897,2.0319977,0.27781367,0.036312703,-2.5780032,0.0,0.03966923,-0.031094251,-0.016636211,0.44792753,-0.06669021,4.606393,0.0,0.0,0.0,0.01211033,-0.0018030605,-0.26513934
335582880,2.032,0.27761874,0.00044208506,-2.5780032,0.0,0.050257683,-0.032715753,-0.06630355,0.4768745,-0.13186139,4.5652165,0.0,0.0,0.0,0.012995169,-0.0035933168,-0.26723874
335682922,2.0320034,0.27741045,-0.03686854,-2.5780032,0.0,0.062026653,-0.03330733,-0.1169249,0.42855263,0.060380086,4.543203,0.0,0.0,0.0,0.011727806,0.0016523665,-0.26836112
335782852,2.032007,0.27719292,-0.0635154,-2.5780032,0.0,0.06770848,-0.029946936,-0.1661769,0.37923744,0.06895865,4.46482,0.0,0.0,0.0,0.010532547,0.0019151858,-0.27235755
335882880,2.0320106,0.27696186,-0.09477454,-2.5780032,0.0,0.07366844,-0.02673312,-0.21412253,0.37249896,-0.13509074,4.491946,0.0,0.0,0.0,0.010292687,-0.0037327537,-0.2709745
335982824,2.0320141,0.27672145,-0.1309556,-2.5780032,0.0,0.07837813,-0.02562723,-0.2611628,0.31786066,-0.09059979,4.5664306,0.0,0.0,0.0,0.008660014,-0.0024683627,-0.26717684
336082810,2.0320177,0.27646762,-0.17476042,-2.5780032,0.0,0.081965536,-0.025033157,-0.310152,0.34725812,-0.08719122,4.4630747,0.0,0.0,0.0,0.009647269,-0.0024222818,-0.2724465
336182796,2.0320213,0.27620396,-0.21612236,-2.5780032,0.0,0.07487526,-0.030215299,-0.35769576,0.19720316,-0.03010113,4.4201727,0.0,0.0,0.0,0.0055217594,-0.0008428424,-0.2746339
336282782,2.0320249,0.2759258,-0.26331893,-2.5780032,0.0,0.0679432,-0.03543604,-0.40580964,0.13949552,-0.13682719,4.4044237,0.0,0.0,0.0,0.003917753,-0.0038428127,-0.27543688
336382767,2.0320294,0.2756359,-0.30760336,-2.5780032,0.0,0.058211863,-0.04108836,-0.4550702,0.11928439,-0.14367442,4.3738866,0.0,0.0,0.0,0.0033687733,-0.004057585,-0.27699384
336482753,2.0320342,0.27533,-0.3599871,-2.5780032,0.0,0.049974527,-0.045750633,-0.50509834,0.15143009,-0.17383781,4.3527546,0.0,0.0,0.0,0.004293753,-0.004929117,-0.27807128
336582741,2.032038,0.27508062,nan,-2.4999945,0.0,0.043565765,-0.04835172,-0.5427873,-0.06667982,0.076892346,4.347007,0.0,0.0,0.0,-0.0018932747,0.002183244,-0.27836433
336682725,2.032039,0.27501333,nan,-2.4999945,0.0,0.03686441,-0.045892697,-0.5028256,0.08037834,-0.091765724,4.6710196,0.0,0.0,0.0,0.0021462215,-0.0024502815,-0.26184428
336782718,2.032039,0.27501333,nan,-2.4999945,0.0,0.020801537,-0.04194006,-0.38392603,-0.11719091,0.051557507,5.04611,0.0,0.0,0.0,-0.0029019348,0.0012766904,-0.24272
336882696,2.032039,0.27501333,nan,-2.4999945,0.0,0.0057987855,-0.037387088,-0.18286887,-0.12728435,0.0041197436,5.5201516,0.0,0.0,0.0,-0.0028371704,9.182916e-05,-0.21855061
336982682,2.032039,0.27501333,nan,-2.4999945,0.0,-0.005332668,-0.03414166,0.090858474,-0.26039132,-0.05589689,5.972614,0.0,0.0,0.0,-0.0051903613,-0.0011141887,-0.19548145
337082668,2.032039,0.27501333,nan,-2.4999945,0.0,-0.01615767,-0.031382382,0.36390978,-0.1862784,-0.11401492,7.839959,0.0,0.0,0.0,-0.0022788278,-0.0013947961,-0.11997025
