timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
333003247,-0.2780872,-0.0041148267,-0.0023366797,0.9605442,0.008239913,-0.002871308,0.02152185,2.0298028,0.27165025,0.20095794,0.00011335047,-8.831152e-06,-8.675444e-06,0.0,0.0,0.0013137871,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,3.4449882e-10,7.702146e-06,0.00017807615,3.488859e-05,3.5764656e-06,3.5767996e-06,3.0133262e-06,0.009885899,0.009885889,0.010852926,0.06279791,0.06279793,0.1529355,1.9588465e-11,1.9587146e-11,3.354711e-11,0.0,0.0,5.000035e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4674788e-05,0.0022555077,0.0052043535,67109399,0.35439503,0.39106968,0.0088247815,0.019180099,0.004738969,0.004738969,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
333013247,-0.278086,-0.004118072,-0.0023350667,0.9605445,0.00824484,-0.0030031295,0.021544436,2.0298853,0.2716209,0.20117308,0.00011335048,-8.83115e-06,-8.676414e-06,0.0,0.0,0.0013137865,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,3.431519e-10,7.648983e-06,0.00017579929,3.485614e-05,3.5860678e-06,3.5864025e-06,3.0106316e-06,0.009948942,0.009948931,0.010891999,0.063090935,0.06309095,0.15345718,1.9598463e-11,1.9597147e-11,3.353461e-11,0.0,0.0,5.000043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3484037e-05,0.0021653352,0.0049360036,67109399,0.35522088,0.39173612,0.002485416,0.019180099,0.004738969,0.004738969,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
334193134,-0.278211,-0.0039392766,-0.0024103308,0.96050894,0.008593362,0.000265297,0.008311333,2.0356565,0.28358728,0.17310476,0.00011340339,-8.858946e-06,-8.77512e-06,0.0,0.0,0.0013293348,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,1.6580717e-08,0.00020911144,0.0057246545,3.4879442e-05,3.5652865e-06,3.5655542e-06,3.0151007e-06,0.009812582,0.009812567,0.0108286,0.062239014,0.062238995,0.15299316,1.9576422e-11,1.95751e-11,3.3544317e-11,0.0,0.0,5.0000434e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011865548,0.0028008013,0.008100438,535,0.3528144,0.3911434,0.0016327146,0.014144284,0.0045601106,0.0045601106,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
334203108,-0.2782791,-0.0038158384,-0.0022969064,0.96049,0.0066461535,-0.0007233449,0.011013845,2.0357327,0.28358498,0.1744005,0.0001134034,-8.858949e-06,-8.776489e-06,0.0,0.0,0.0013291694,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,1.656357e-08,0.00020849523,0.005811364,3.484564e-05,3.5748624e-06,3.5751145e-06,3.013822e-06,0.009874019,0.009874003,0.010812575,0.06252919,0.06252917,0.15161416,1.9586421e-11,1.9585101e-11,3.353183e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119175114,0.002551824,0.006557957,535,0.3536359,0.38937664,0.0035393818,0.014144284,0.0045601106,0.0045601106,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
334393050,-0.27828538,-0.0034878887,-0.0023527574,0.96048933,0.0005198689,0.0041154483,0.008185656,2.0297523,0.28390455,0.17182718,0.000113427566,-8.807019e-06,-8.796882e-06,0.0,0.0,0.0013304666,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,4.496086e-08,0.0003653713,0.01038169,3.4871664e-05,3.5642029e-06,3.5643732e-06,3.0158926e-06,0.009806645,0.009806627,0.010811989,0.062186446,0.06218643,0.15245974,1.9575185e-11,1.9573865e-11,3.3541794e-11,0.0,0.0,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014360402,0.0019492249,0.004395753,535,0.3526654,0.39046094,0.014582044,0.025239004,0.0039690095,0.0039690095,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
334593028,-0.27832758,-0.0033212136,-0.0023635,0.9604776,-0.0059977314,0.0035924092,0.023650896,2.0343359,0.28539973,0.16479754,0.00011341418,-8.835244e-06,-8.815364e-06,0.0,0.0,0.0013334504,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,9.080109e-08,0.0005348644,0.016675942,3.486437e-05,3.563366e-06,3.563482e-06,3.0161482e-06,0.00979226,0.009792265,0.010795804,0.062139057,0.06213905,0.1519336,1.9574217e-11,1.9572899e-11,3.3539248e-11,0.0,0.0,5.000017e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012423727,0.0017472686,0.0037392147,535,0.352531,0.3897866,0.011418005,0.016723374,0.003912577,0.003912577,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
334792992,-0.27832213,-0.0022915863,-0.002447208,0.960482,-0.0016037512,0.0051976703,-0.00021006254,2.0327945,0.2886569,0.15258044,0.00011343875,-8.828981e-06,-8.833883e-06,0.0,0.0,0.0013375976,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,1.3955315e-07,0.00076837407,0.025291616,3.4858196e-05,3.5647683e-06,3.5646694e-06,3.0153924e-06,0.009808671,0.0098086605,0.010782677,0.062118478,0.062118456,0.1514198,1.9575725e-11,1.9574403e-11,3.35367e-11,0.0,0.0,5.0000082e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013011205,0.0025565156,0.008301551,535,0.3524726,0.389127,0.008010258,0.021575075,0.003603577,0.003603577,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
334992963,-0.27797362,-0.00052500225,-0.003188648,0.96058327,-0.0031297053,0.005519107,-0.0067717764,2.0351765,0.29567334,0.1320266,0.00011347208,-8.871311e-06,-8.873396e-06,1.1832128e-05,9.0439735e-06,0.0013446427,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,2.0725763e-07,0.0008952382,0.030357538,3.4859655e-05,3.5645935e-06,3.5641583e-06,3.0068559e-06,0.011233714,0.011233661,0.010821038,0.062071886,0.06207186,0.1527833,1.9575286e-11,1.9573955e-11,3.353411e-11,3.98412e-06,3.9841198e-06,5.000035e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022230943,0.0054943,0.015041006,663,0.3523404,0.39087504,0.0020615084,0.038887035,0.0030404846,0.0030404846,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
335192935,-0.27998698,0.007039577,-0.007008089,0.9599524,-0.0076323627,-0.011082411,-0.020415755,2.0326424,0.29704034,0.10712712,0.000113485126,-8.856315e-06,-8.926882e-06,-8.1085346e-07,1.8711438e-05,0.0013523666,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,5.76775e-07,0.001011926,0.043612346,3.486808e-05,3.57485e-06,3.5747832e-06,3.052015e-06,0.014753091,0.014753044,0.010805279,0.062034965,0.06203495,0.15225881,1.9584695e-11,1.9583361e-11,3.3554014e-11,3.856146e-06,3.8561475e-06,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289962,0.005676336,0.0188309,663,0.3522356,0.39020357,0.036790747,0.041581266,0.0016934852,0.0016934852,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
335392907,-0.29198906,0.023889665,-0.013137817,0.956033,-0.0654661,0.006155328,-0.09638057,2.0296528,0.29709908,0.07518556,0.000113437716,-8.879737e-06,-9.044035e-06,3.070556e-05,-4.710602e-05,0.0013559061,0.2223737,-0.0308005,1.0,0.0,0.0,0.0,0.0,0.0,8.7624545e-07,0.0013959699,0.05435656,3.4588174e-05,3.6135825e-06,3.627956e-06,3.3059678e-06,0.019105475,0.019110756,0.010794473,0.06203934,0.06203935,0.15174022,1.9622366e-11,1.9621006e-11,3.355129e-11,3.5808284e-06,3.5808412e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055924983,0.00751323,0.02095409,663,0.35224804,0.38953847,0.046671916,0.023529952,0.0011740801,0.0011740801,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
