timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
615353198,nan,nan,nan,-2.4490294,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
615373194,nan,nan,nan,-2.4496582,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
615453180,nan,nan,nan,-2.4484925,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
615543164,nan,nan,nan,-2.448818,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
615653145,nan,nan,nan,-2.4487615,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
615753127,nan,nan,nan,-2.4489176,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
615853109,nan,nan,nan,-2.449109,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
615943094,nan,nan,nan,-2.4492245,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
616053075,nan,nan,nan,-2.449393,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
616143059,nan,nan,nan,-2.4494896,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
616253054,-0.30228937,0.20405,-2.9178457,-2.4490411,0.0,-7.578754e-06,-0.00043141888,2.4153419,-0.0033070678,-0.0015309356,9.789628,0.0,0.0,0.0,-3.1332252e-07,-1.4504589e-07,-0.0009999999
616353023,-0.30226585,0.20402911,-2.9203906,-2.4490411,0.0,0.00018644467,-0.0024675056,2.2336762,0.0060401736,-0.03243511,9.424614,0.0,0.0,0.0,1.2000623e-05,-6.4442116e-05,-0.01947843
616453006,-0.3022029,0.20397289,-2.9245367,-2.4490411,0.0,0.001864016,-0.004008154,2.0519848,0.004727578,-0.025993198,9.168667,0.0,0.0,0.0,1.5566917e-05,-8.559013e-05,-0.0325281
616552987,-0.30209908,0.2038801,-2.9269888,-2.4490411,0.0,0.0027303458,-0.005186214,1.8702974,0.041994903,-0.061467327,8.8039055,0.0,0.0,0.0,0.0002188511,-0.00032032916,-0.051125754
616652969,-0.3019573,0.2037534,-2.9285953,-2.4490411,0.0,0.0037862794,-0.005480269,1.688608,-0.021674305,-0.039553247,8.469002,0.0,0.0,0.0,-0.00015097478,-0.00027551258,-0.06820109
616752952,-0.3017732,0.2035888,-2.9298036,-2.4490411,0.0,0.0043723215,-0.00554859,1.5069169,-0.06298974,-0.041469492,8.094358,0.0,0.0,0.0,-0.0005601525,-0.00036877813,-0.08730258
616852934,-0.30155188,0.20339094,-2.9298913,-2.4490411,0.0,0.0050952546,-0.0036681169,1.3252275,0.08569248,-0.030251939,7.6246367,0.0,0.0,0.0,0.00097193517,-0.0003431214,-0.11125173
616952917,-0.3012889,0.20315579,-2.9304442,-2.4490411,0.0,0.005659752,-0.0022756858,1.1435363,0.02493519,-0.05687592,7.1158447,0.0,0.0,0.0,0.0003486352,-0.0007952195,-0.13719289
617052907,-0.3009862,0.20288514,-2.929681,-2.4490411,0.0,0.0062246523,-0.0037301404,0.9618325,0.028441623,0.0051011145,6.6059856,0.0,0.0,0.0,0.00046730446,8.381286e-05,-0.16318847
617152883,-0.30064166,0.20257697,-2.9286084,-2.4490411,0.0,0.007047598,-0.004989697,0.780154,-0.0005337717,0.053905975,6.078106,0.0,0.0,0.0,-1.0337279e-05,0.001043969,-0.19010285
617252865,-0.30026126,0.20223674,-2.9252188,-2.4490411,0.0,0.010450941,-0.0055038803,0.5984646,0.13702355,-0.12692927,5.6125793,0.0,0.0,0.0,0.0029882486,-0.0027681098,-0.2138381
617352847,-0.29983968,0.20185962,-2.9253664,-2.4490411,0.0,0.016128236,-0.0072400793,0.41677526,0.19331892,-0.07530085,5.007678,0.0,0.0,0.0,0.004823904,-0.0018789887,-0.24467948
617452840,-0.29938218,0.20145036,-2.929023,-2.4490411,0.0,0.021433678,-0.010090318,0.2350659,0.21194395,-0.08905434,4.6647606,0.0,0.0,0.0,0.0056658834,-0.0023806836,-0.2621634
617552813,-0.298884,0.20100471,-2.9420583,-2.4490411,0.0,0.03052371,-0.012527339,0.07853711,0.3103038,-0.024904776,4.4941263,0.0,0.0,0.0,0.008570896,-0.0006878944,-0.27086332
617652795,-0.29835367,0.2005304,-2.9660351,-2.4490411,0.0,0.042443458,-0.014972473,0.030936362,0.4016139,0.1091528,4.881938,0.0,0.0,0.0,0.010282977,0.0027947633,-0.25109044
617752778,-0.29778355,0.20002033,-3.000726,-2.4490411,0.0,0.056401152,-0.01655913,-0.018977918,0.47114545,-0.05222495,4.9790616,0.0,0.0,0.0,0.011825347,-0.0013108016,-0.24613851
617852761,-0.29718438,0.19948433,-3.0285332,-2.4490411,0.0,0.06383491,-0.015205773,-0.06867109,0.4673907,-0.046842515,4.8546104,0.0,0.0,0.0,0.012033736,-0.0012060369,-0.25248376
617952748,-0.2965441,0.19891155,-3.057839,-2.4490411,0.0,0.07215278,-0.013171786,-0.11916051,0.47533786,-0.02013385,4.732678,0.0,0.0,0.0,0.012539447,-0.0005311324,-0.25870058
618052736,-0.2958754,0.19831337,-3.0799887,-2.4490411,0.0,0.072546676,-0.012176238,-0.16751038,0.35917786,-0.036993057,4.5808625,0.0,0.0,0.0,0.009758741,-0.0010050888,-0.26644102
618152708,-0.2951588,0.19767232,-3.1089714,-2.4490411,0.0,0.073333904,-0.011343438,-0.21699217,0.2792468,0.053229965,4.596808,0.0,0.0,0.0,0.007563541,0.0014417605,-0.26562804
618252690,-0.2944163,0.19700809,-3.1373432,-2.4490411,0.0,0.07091849,-0.014118048,-0.2640218,0.2817605,-0.10080407,4.7337337,0.0,0.0,0.0,0.0074314615,-0.0026587173,-0.25864676
618352673,-0.2936242,0.19629945,-3.1778889,-2.4490411,0.0,0.06852532,-0.017173812,-0.31359884,0.28389654,-0.046401557,4.7095623,0.0,0.0,0.0,0.0075231497,-0.0012296234,-0.25987914
618452655,-0.2928019,0.19556381,-3.214568,-2.4490411,0.0,0.060318645,-0.024414996,-0.36148185,0.1509532,-0.11078024,4.633051,0.0,0.0,0.0,0.004060187,-0.002979655,-0.26378015
618552638,-0.2919269,0.19478104,-3.2624888,-2.4490411,0.0,0.05289926,-0.030628825,-0.4121454,0.043489538,0.031742193,4.724187,0.0,0.0,0.0,0.0011495067,0.0008390033,-0.25913352
618652620,-0.29102847,0.19397731,-3.3007421,-2.4490411,0.0,0.046844386,-0.034901757,-0.46042413,0.062192213,-0.15962857,4.658225,0.0,0.0,0.0,0.0016648943,-0.004273279,-0.26249662
618752606,-0.2900731,0.19312264,-3.3515027,-2.4490411,0.0,0.041774146,-0.0385817,-0.51002556,0.04026647,-0.03720127,4.584141,0.0,0.0,0.0,0.0010930432,-0.0010098377,-0.2662739
618852586,-0.2890967,0.19224913,-3.3999915,-2.4490411,0.0,0.037993982,-0.046307396,-0.5576462,-0.056614,-0.038631067,4.502853,0.0,0.0,0.0,-0.0015616419,-0.0010656003,-0.2704184
618952568,-0.2880679,0.19132872,-3.4622433,-2.4490411,0.0,0.03644481,-0.053427324,-0.6067254,0.117229916,-0.11806327,4.5683317,0.0,0.0,0.0,0.0031926637,-0.003215359,-0.26707992
619052597,-0.28703833,0.19040759,-3.5223734,-2.4490411,0.0,0.042393334,-0.060952265,-0.65449876,0.054639876,-0.013214555,4.509676,0.0,0.0,0.0,0.0015057353,-0.00036415932,-0.27007052
619152533,nan,nan,nan,-2.3799334,0.0,0.041013803,-0.05993135,-0.66814643,-0.26865548,0.17298585,4.672915,0.0,0.0,0.0,-0.007170344,0.004616947,-0.26174766
619252516,nan,nan,nan,-2.3799334,0.0,0.007362714,-0.007363588,-0.59702235,-0.38529065,0.32898685,5.0475826,0.0,0.0,0.0,-0.009533486,0.008140326,-0.24264492
619352507,-0.33277246,0.24858668,nan,-2.3799334,0.0,0.0037945434,-0.0006339386,-0.44455463,-0.024262216,-0.2748103,7.012456,0.0,0.0,0.0,-0.00035244308,-0.003992009,-0.14246427
619452480,-0.33277246,0.24858668,nan,-2.3799334,0.0,0.0015198275,-0.011436433,-0.21430752,-0.46626493,-0.9492825,6.302684,0.0,0.0,0.0,-0.008494157,-0.017293505,-0.17865257
619552463,-0.33277246,0.24858668,nan,-2.3799334,0.0,-0.011473776,-0.0432542,0.08227577,-0.58211875,-1.0511613,5.681686,0.0,0.0,0.0,-0.012484174,-0.022543307,-0.21031465
619652446,-0.33277246,0.24858668,nan,-2.3799334,0.0,-0.024671653,-0.07144497,0.3544722,-0.36525264,-0.6733524,5.6584787,0.0,0.0,0.0,-0.007877356,-0.0145221045,-0.21149789
619752453,-0.33277246,0.24858668,nan,-2.3799334,0.0,-0.03810959,-0.09219151,0.5505125,-0.3194629,-0.29340187,5.9129667,0.0,0.0,0.0,-0.006467129,-0.0059395563,-0.19852261
