timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
615350550,615350503,4259850,0.82360536,-0.095768064,-9.557653,35.0,0,0,0,0
615351521,615351472,4259850,0.8619126,-0.05746084,-9.519346,35.0,0,0,0,0
616353329,616353283,4259850,1.685518,0.93852705,-11.300632,35.0,0,0,0,0
617354419,617354373,4259850,3.0454245,0.47884035,-15.188815,35.0,0,0,0,0
618351778,618351728,4259850,8.2169,3.4476504,-6.7803793,35.0,0,0,0,0
619352504,619352452,4259850,7.967903,7.680599,-1.3024458,35.0,0,0,0,0
620353343,620353293,4259850,-2.6623523,-1.340753,-5.93762,35.0,0,0,0,0
621351340,621351295,4259850,-1.8962077,-9.615114,-4.175488,35.0,0,0,0,0
622351801,622351755,4259850,1.9153614,-4.673482,-25.81907,35.0,0,0,0,0
623352773,623352714,4259850,-13.311762,3.1028855,-23.616405,35.0,0,0,0,0
624351924,624351878,4259850,-6.6654577,-1.5514427,-20.456059,35.0,0,0,0,0
625351768,625351717,4259850,7.642292,0.7278373,-10.5919485,35.0,0,0,0,0
626352073,626352022,4259850,-3.3901896,-3.1028855,-21.068975,35.0,0,0,0,0
627352945,627352899,4259850,8.504205,-11.760319,-10.783484,35.0,0,0,0,0
628350967,628350921,4259850,0.19153613,4.3478703,4.6926355,35.0,0,0,0,0
629351821,629351775,4259850,-3.1411927,-7.565677,-25.301924,35.0,0,0,0,0
630352667,630352623,4259850,3.9456444,-16.414646,-12.698846,35.0,0,0,0,0
631353568,631353523,4259850,8.887277,-22.16073,-15.303738,35.0,0,0,0,0
632351784,632351737,4259850,-7.8529816,1.8195933,-8.312668,35.0,0,0,0,0
633352860,633352814,4259850,-5.93762,0.05746084,-24.056938,34.5,0,0,0,0
634353169,634353123,4259850,0.9959879,-4.711789,11.128249,34.5,0,0,0,0
635351247,635351194,4259850,7.9870567,17.851168,4.8458643,34.5,0,0,0,0
636351876,636351831,4259850,-2.336741,4.9799395,8.350976,34.5,0,0,0,0
637352690,637352647,4259850,2.030283,-5.267244,-6.703765,34.5,0,0,0,0
638350771,638350720,4259850,-3.8307228,18.310854,-7.776367,34.5,0,0,0,0
639351788,639351731,4259850,-7.6231384,9.078813,-43.24886,34.5,0,0,0,0
640352389,640352345,4259850,-2.7389667,-4.1946416,-6.646304,34.5,0,0,0,0
641353246,641353200,4259850,0.2681506,-3.2369606,12.315774,34.5,0,0,0,0
642350678,642350631,4259850,0.93852705,-3.6583402,-15.7825775,34.5,0,0,0,0
643351507,643351459,4259850,-5.7269306,10.879252,6.742072,34.5,0,0,0,0
644353422,644353376,4259850,-4.1371803,-15.916653,-40.222588,34.5,0,0,0,0
645354035,645353979,4259850,7.1826053,1.532289,-3.6774938,34.5,0,0,0,0
646351928,646351883,4259850,1.7429788,-16.01242,7.565677,34.5,0,0,0,0
647352828,647352781,4259850,-12.239159,-11.779472,-0.61291564,34.5,0,0,0,0
648353614,648353561,4259850,-4.309563,-10.70687,-7.872135,34.5,0,0,0,0
649350614,649350570,4259850,-10.01734,-8.465898,-23.712173,34.5,0,0,0,0
650351958,650351909,4259850,10.113108,0.9959879,-0.32561144,34.5,0,0,0,0
651352842,651352791,4259850,-4.807557,-14.116213,-51.963753,34.5,0,0,0,0
652350817,652350768,4259850,11.932701,7.8146744,24.22932,34.5,0,0,0,0
653351188,653351140,4259850,-0.2873042,-15.399506,28.711267,34.5,0,0,0,0
654352041,654351989,4259850,-8.37013,-14.863204,-14.978126,34.5,0,0,0,0
655350936,655350889,4259850,-7.9104424,-12.871228,-15.725117,34.5,0,0,0,0
656350796,656350750,4259850,3.1028855,11.798626,-25.359385,34.5,0,0,0,0
657351618,657351573,4259850,-5.899313,6.6271505,-7.2592196,34.5,0,0,0,0
658352941,658352886,4259850,12.239159,4.8458643,-19.632454,34.0,0,0,0,0
659353711,659353666,4259850,-11.87524,6.8761473,-32.139763,34.5,0,0,0,0
660351622,660351575,4259850,-4.3287168,-12.717999,-12.966996,34.0,0,0,0,0
661352384,661352336,4259850,-4.3287168,-8.408437,-19.996372,34.0,0,0,0,0
662353221,662353178,4259850,-8.599973,10.055647,-6.531382,34.0,0,0,0,0
