timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
615353587,615353198,3932170,3932170,4.3585398e-05,3.0241386e-06,-1.362258e-06,0.0010796426,-0.0001619034,-0.048201267,4999,4999,0
615358558,615358202,3932170,3932170,5.341724e-05,-3.0836176e-07,-6.5817875e-07,0.0010369159,-0.00020121317,-0.04840151,5004,5004,0
615858526,615858110,3932170,3932170,0.0002171593,-0.00010565283,3.0912823e-05,0.0034154986,0.0037436082,-0.04669084,5001,5001,0
616358363,616358021,3932170,3932170,-0.00017799792,-0.00024008617,2.2126904e-05,0.005799715,0.004232679,-0.057226248,4998,4998,0
616858262,616857934,3932170,3932170,1.8228342e-06,-0.00038164915,-0.00046319893,-0.0063336473,0.016846692,-0.044560365,5000,5000,0
617358261,617357848,3932170,3932170,-0.001181576,-0.0010239312,0.0004284168,-0.0018023311,0.018209126,-0.04147998,5001,5001,0
617858111,617857759,3932170,3932170,0.0009977866,0.0004897575,0.00040303788,0.013236342,0.023676118,-0.055916123,4998,4998,0
618357994,618357672,3932170,3932170,9.584873e-06,0.0002048468,-0.00028031744,-0.008465024,0.027474778,-0.040221255,4999,4999,0
618857886,618857585,3932170,3932170,0.0028425136,-0.00036248472,0.00056272536,0.013171416,-0.014943409,-0.051580403,4999,4999,0
619357882,619357497,3932170,3932170,0.0018955948,-0.00076141645,-0.00072876207,-0.0034908182,0.014775577,-0.024808202,4990,4990,0
619857712,619857411,3932170,3932170,-0.0015623912,0.00055828184,0.0010878353,-0.0048722476,-0.018304756,-0.057154197,5000,5000,0
620357667,620357323,3932170,3932170,0.00053924747,0.0007190335,0.0017533628,-0.013920953,0.0025760978,-0.06032595,4948,4948,0
620857544,620857236,3932170,3932170,-0.0019122701,-0.000728216,0.0010224006,0.015325872,-0.021739962,-0.043416403,5000,5000,0
621357498,621357152,3932170,3932170,0.0027336504,0.00029751626,-0.00040317216,-0.011011949,0.035749696,-0.05165469,5003,5003,0
621857420,621857061,3932170,3932170,-0.004456557,-0.0020751748,-0.00022851051,-0.0027698395,-0.021089071,-0.039465677,4999,4999,0
622357277,622356974,3932170,3932170,0.002223622,0.0032099457,-0.00043243592,0.017022826,-0.03269223,-0.040390503,4988,4988,0
622857277,622856886,3932170,3932170,8.989449e-05,-0.0038144565,0.0006951302,0.017403355,0.02002316,-0.06712494,4999,4999,0
