timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
615349802,615349757,4325386,0.011717908,-0.01225054,0.02450108,nan,0
615350729,615350678,4325386,-0.026631609,0.009587379,-0.011185275,nan,0
616352984,616352938,4325386,-0.018642126,-0.035153724,-0.053795848,nan,0
617353232,617353188,4325386,-0.05858954,-0.18748653,0.06764428,nan,0
618351724,618351678,4325386,-0.37337515,0.023968447,-0.10333064,nan,0
619351754,619351701,4325386,-0.47777104,-0.07669903,-0.08096009,nan,0
620353010,620352959,4325386,-0.070840076,0.20985708,0.11824434,nan,0
621350259,621350214,4325386,0.42770362,0.18162757,0.27217504,nan,0
622351520,622351470,4325386,1.1281149,0.53423005,0.06764428,nan,0
623352821,623352777,4325386,-1.4737933,-0.41918153,-0.22370552,nan,0
624351072,624351028,4325386,-0.7994809,-0.23222762,0.15872438,nan,0
625351283,625351237,4325386,0.028229505,0.24288027,-0.13102752,nan,0
626352543,626352495,4325386,0.32170984,-0.10226537,0.0090547465,nan,0
627352796,627352749,4325386,0.6902913,0.27963188,0.0745685,nan,0
628351269,628351224,4325386,-0.4868258,0.021837918,-0.09906958,nan,0
629351313,629351266,4325386,-1.146757,-0.616788,0.16831176,nan,0
630352562,630352515,4325386,2.1166801,0.334493,0.231695,nan,0
631353819,631353771,4325386,0.21891183,-0.0090547465,-0.013315804,nan,0
632351073,632351027,4325386,0.09001484,-0.033023193,-0.19760653,nan,0
633352327,633352280,4325386,-0.1704423,0.02450108,-0.33822143,nan,0
634353626,634353581,4325386,-0.39201728,0.20985708,0.091612734,nan,0
635350838,635350790,4325386,-1.6676713,0.14381069,-0.12836435,nan,0
636352324,636352269,4325386,1.1712581,-0.07243797,0.16618124,nan,0
637352341,637352296,4325386,0.39521307,0.33236247,-0.031425297,nan,0
638350717,638350670,4325386,-0.8159925,-0.18801916,-0.052730586,nan,0
639350849,639350803,4325386,0.21784656,-1.0231864,-0.2631203,nan,0
640352101,640352056,4325386,0.12037487,-0.20559601,0.40213728,nan,0
641353396,641353352,4325386,0.16192017,-0.07510114,0.023968447,nan,0
642350608,642350561,4325386,0.34834144,0.16032228,-0.054328483,nan,0
643351912,643351859,4325386,-0.21944445,-0.12783173,-0.060720067,nan,0
644353115,644353068,4325386,0.6796386,-0.29774138,0.26365292,nan,0
