timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
617542817,0.037598327,3.553383,-2.4956474,-1.2390108,0.017605191,1.2742298,2.5308805,-0.08475822,-0.073735625,-0.06722429,-0.07422267,-0.085059226,-0.021953154,-0.025218131,-0.015743945,-0.0066236285,-0.010461142,0.1999926,0.2000011,0.20000806,0.20000392,0.19999439
617552813,0.026044093,3.553033,-2.494153,-1.2375174,0.019098166,1.2757235,2.5323749,-0.08475822,-0.073735625,-0.06722429,-0.07422267,-0.085059226,-0.021953154,-0.025218131,-0.015743945,-0.0066236285,-0.010461142,0.1999926,0.2000011,0.20000806,0.20000392,0.19999439
617742779,3.0707667,3.808167,-2.4611342,-1.2045147,0.05215599,1.3088312,2.5654585,-0.009506989,0.038848132,0.085379854,0.0657849,0.007140724,-0.031663757,-0.064878866,-0.029155554,0.026138596,0.024589432,0.20001404,0.19998978,0.19997954,0.19999766,0.20001896
617942749,0.93931216,3.7090662,-2.4346757,-1.1779569,0.078663334,1.3352078,2.5918052,-0.14954594,-0.096206814,0.052778933,0.09150326,-0.033541348,0.041960474,-0.09735384,-0.08967149,0.05439715,0.1357402,0.1999565,0.19997528,0.2000281,0.2000422,0.19999796
618142714,1.4384831,3.5597513,-2.4210062,-1.1642075,0.09248948,1.3490012,2.605502,-0.11484024,-0.02547378,0.0918742,0.07503987,-0.052709382,-0.03656538,-0.13092434,-0.075088896,0.053763635,0.07757931,0.1999413,0.19993229,0.2000167,0.20007813,0.20003155
618342675,2.4324615,3.582091,-2.4159865,-1.1591741,0.097849734,1.3545499,2.6108398,-0.04833454,0.058183625,0.16420488,0.12321695,-0.008122653,-0.080622315,-0.15750541,-0.07995176,0.044831473,0.04442594,0.2000219,0.19984119,0.19987977,0.2000846,0.20017248
618542640,2.0161822,3.900572,-2.4184372,-1.1614355,0.09557768,1.3520828,2.6082625,-0.08552027,0.001985969,0.041264128,-0.0219803,-0.10030627,-0.09583961,-0.1087241,-0.029461678,0.03236122,-0.008661542,0.199949,0.19981098,0.19993398,0.20014837,0.20015764
618742604,2.4039512,3.5894165,-2.4244437,-1.1675805,0.08948534,1.3461616,2.6023943,0.00878609,0.065719984,0.12008236,0.09673113,0.027973503,0.0031843781,-0.035490446,0.006724789,0.07144872,0.06925931,0.2000231,0.19983386,0.19987407,0.20008844,0.20018058
618942570,2.0707278,3.8254645,-2.4307232,-1.1736852,0.08340643,1.339924,2.596033,0.013550989,0.075475305,0.06310986,-0.006436538,-0.03704664,-0.123066545,-0.08996838,-0.020843811,-0.011259243,-0.07441753,0.1999549,0.19978023,0.19990908,0.20016377,0.20019203
619142570,2.2298198,3.67753,-2.4371881,-1.1800798,0.07728177,1.3338954,2.5897949,0.16211897,0.20350058,0.20862006,0.17041764,0.14169207,-0.07115352,-0.06310848,-0.02126421,-0.0034760572,-0.034295514,0.19998217,0.1996732,0.19981559,0.20021302,0.20031601
619342500,2.3183029,3.6197305,-2.4412513,-1.1841862,0.073171146,1.3298261,2.5857546,0.011492059,0.04121559,0.05836145,0.039227873,0.010283064,0.056043066,0.047658794,0.073350154,0.09757748,0.08688336,0.20001762,0.19970189,0.1997979,0.20017336,0.20030923
619542465,2.3826213,3.590129,-2.4393728,-1.1823782,0.07501412,1.3317602,2.5877113,0.008236125,0.043915927,0.03424039,-0.0073934942,-0.02344649,-0.01686896,0.004871134,0.04552374,0.048868746,0.010330037,0.20003098,0.1996997,0.19978322,0.20016643,0.20031966
619742459,1.719727,3.8763957,-2.6252167,-1.3677287,-0.11036892,1.1458641,2.40153,0.12822746,0.032151543,-0.022432141,0.039966952,0.13300705,0.13094357,0.15714714,0.07381354,-0.0037878305,0.031533904,0.19987041,0.19961585,0.19989187,0.20031764,0.20030428
