timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
615353198,0.12697126,0.12697114,0.27080724,3.1862903,3.1862903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.413149,0.0,0.0,nan,0.0,0.0,0.09015106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615363196,0.12697126,0.12697114,0.27080724,3.1862903,3.1862903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.413149,0.0,0.0,nan,0.0,0.0,0.09015106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615553162,0.124996096,0.12499598,0.26631898,3.1861484,3.1861484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.410842,0.0,0.0,nan,0.0,0.0,0.09015106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615753127,0.10529049,0.10529036,0.22168325,3.1826096,3.1826096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.41046,0.0,0.0,nan,0.0,0.0,0.09015114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615953094,0.10689341,0.1068933,0.22568308,3.1819437,3.1819437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.413262,0.0,0.0,nan,0.0,0.0,0.09015111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616153062,0.10926466,0.10926454,0.23119229,3.1782413,3.1782413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.413545,0.0,0.0,nan,0.0,0.0,0.09015108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616353023,0.13373056,0.13373046,0.28621468,3.179033,3.179033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.413342,0.0,0.0,nan,0.0,0.0,0.09015106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616552987,0.10576475,0.10576464,0.22298847,3.17867,3.17867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.41314,0.0,0.0,nan,0.0,0.0,0.09015113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616752952,0.1156716,0.1156715,0.24551202,3.1751478,3.1751478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.413939,0.0,0.0,nan,0.0,0.0,0.09015111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616952917,0.1156716,0.1156715,0.24551202,3.1751478,3.1751478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.413933,0.0,0.0,nan,0.0,0.0,0.09015109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
