timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
617413972,617412837,0.2095902,9.582413e-05,0.31506634,5.963904,0.0018494,5.5784016,0
617434488,617432834,0.20897473,9.059665e-05,0.653568,5.900586,0.008043479,5.531206,0
617513933,617512823,0.208286,7.286794e-05,-0.94025874,5.702376,0.017226474,5.3675117,0
617614157,617612802,0.21362934,5.9074162e-05,-0.9329307,5.463999,0.017698877,5.227068,0
617713857,617712785,0.21369384,5.07179e-05,-1.8655807,5.267211,0.07341839,5.0975423,0
617814061,617812767,0.21687685,4.466736e-05,-2.5681896,5.1188354,0.1431662,4.993591,0
617913957,617912750,0.2206844,3.9946408e-05,-0.38517416,5.097782,0.0032336314,4.9405475,0
618014043,618012750,0.2218348,3.6020963e-05,-0.13365293,4.905634,0.00040459388,4.7608695,0
618113789,618112714,0.2274239,3.2898428e-05,-0.20589328,5.2694936,0.0008938671,5.1377316,0
618213938,618212697,0.22858205,3.0519575e-05,-0.72188425,5.192738,0.011150547,5.068033,0
618313781,618312680,0.22941162,2.85328e-05,-0.67718047,5.064627,0.010060484,4.948289,0
618413823,618412662,0.22922115,2.6714624e-05,-3.1224446,4.9567604,0.21854912,4.904588,0
618514271,618512645,0.23265384,2.515863e-05,-3.414241,4.9971733,0.25919193,4.9572616,0
618613863,618612627,0.23286858,2.3827102e-05,-1.6704195,4.9467006,0.0626748,4.8527822,0
618713839,618712610,0.2331284,2.2574694e-05,-1.2863055,4.825719,0.038096383,4.7294164,0
618813737,618812595,0.23494358,2.138382e-05,-6.2996583,4.670584,0.9441049,4.868124,0
618913812,618912575,0.23674074,2.039398e-05,0.37284613,4.9504666,0.003120115,4.87113,0
619013627,619012557,0.23690142,1.9522258e-05,1.71316,5.0538573,0.06452535,5.0225663,0
619114577,619112570,0.23621617,1.873274e-05,2.2113557,4.9370513,0.11005431,4.927731,0
619213693,619212525,0.236805,1.804266e-05,-0.5911134,4.8156066,0.008062098,4.7334886,0
619313940,619312505,0.23603314,1.759925e-05,2.3523812,4.709668,0.13055173,4.728821,0
619413566,619412490,0.23674734,1.7399021e-05,-3.1868496,4.7503624,0.23754938,4.7579045,0
619513555,619512470,0.23767306,1.7236138e-05,-1.8140402,5.579598,0.06553124,5.5114794,0
619613830,619612453,0.23839219,1.6891076e-05,-1.5177162,5.345329,0.047881104,5.270975,0
619713612,619712481,0.23719963,1.6591046e-05,4.842572,5.8282123,0.44706878,6.0510283,0
619813765,619812419,0.23660833,1.6341335e-05,-1.114042,6.2257175,0.022149874,6.146097,0
619913605,619912407,0.23626825,1.6030292e-05,0.6654024,6.3069043,0.0078002764,6.227578,0
620013779,620012383,0.23614736,1.56927e-05,3.1109748,6.2259264,0.17272155,6.254333,0
620113648,620112365,0.23532969,1.5400045e-05,2.4908137,6.2760644,0.109837994,6.257507,0
620213696,620212348,0.23521611,1.5126142e-05,0.8406577,6.5498614,0.01198847,6.4700613,0
620313538,620312330,0.23559712,1.4866386e-05,-1.1334952,6.372823,0.022400877,6.2947826,0
