timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
615353198,3932170,0.010084587,-0.00060821435,-0.0006025549,3932170,0.0,0.0,0.13035913,396809,0.0,0.0,0.0
615363196,3932170,0.010084591,-0.0006082145,-0.00060255505,3932170,0.0,0.0,0.13035917,396809,0.0,0.0,0.0
616353023,3932170,0.010093196,-0.0006050035,-0.00058457867,3932170,0.0,0.0,0.13113143,396809,0.0,0.0,0.0
617352847,3932170,0.010088962,-0.0006063842,-0.0005714523,3932170,0.004244664,-0.002121094,0.12930442,396809,0.0,0.0,0.0
618352673,3932170,0.010072246,-0.0006411906,-0.00064178434,3932170,0.07960392,-0.034114376,0.12137728,396809,0.0,0.0,0.0
619352507,3932170,0.010069612,-0.0006404877,-0.00052858185,3932170,0.060840283,-0.013661687,0.10518134,396809,0.0,0.0,0.0
620352375,3932170,0.010062279,-0.00063717493,-6.3936786e-05,3932170,0.029590815,-0.082126044,0.105556235,396809,0.0,0.0,0.0
621352149,3932170,0.010063785,-0.0006351811,0.00025872723,3932170,-0.025607288,-0.04028121,0.11690391,396809,0.0,0.0,0.0
622351986,3932170,0.010080467,-0.0006232315,0.0004452165,3932170,-0.03045094,-0.008459626,0.12936147,396809,0.0,0.0,0.0
623351843,3932170,0.01017714,-0.0005601023,0.00036308754,3932170,-0.050875273,0.055109404,0.13476077,396809,0.0,0.0,0.0
624356638,3932170,0.010154544,-0.0005870626,-0.0006826239,3932170,-0.047214486,0.042763986,0.13441874,396809,0.0,0.0,0.0
625356449,3932170,0.010179491,-0.00058396993,-0.0011914533,3932170,-0.048462033,0.04263794,0.13692543,396809,0.0,0.0,0.0
626356278,3932170,0.010200658,-0.00061323546,-0.0011906724,3932170,-0.04774335,0.04313216,0.1378932,396809,0.0,0.0,0.0
627356099,3932170,0.010187717,-0.0006620914,-0.0011872903,3932170,-0.048305105,0.043449607,0.13851346,396809,0.0,0.0,0.0
628355924,3932170,0.010174754,-0.00070387404,-0.0011851202,3932170,-0.0485743,0.043422017,0.13858908,396809,0.0,0.0,0.0
629355751,3932170,0.010036893,-0.00082477723,-0.0011929643,3932170,-0.052767575,0.046767157,0.139559,396809,0.0,0.0,0.0
630355618,3932170,0.009859714,-0.0009130742,-0.0011922319,3932170,-0.056451116,0.05358242,0.14009023,396809,0.0,0.0,0.0
631355398,3932170,0.009828154,-0.00094138354,-0.0014825691,3932170,-0.057671864,0.054040056,0.1387808,396809,0.0,0.0,0.0
632355220,3932170,0.009876865,-0.0010241751,-0.0032055636,3932170,-0.06375377,0.049431168,0.13563131,396809,0.0,0.0,0.0
633355043,3932170,0.009886778,-0.0010523378,-0.0039216094,3932170,-0.06584264,0.047860958,0.13233893,396809,0.0,0.0,0.0
634354865,3932170,0.009915748,-0.0010218296,-0.004011144,3932170,-0.06448767,0.045645427,0.12987205,396809,0.0,0.0,0.0
635354688,3932170,0.010020419,-0.000942347,-0.003952203,3932170,-0.06171299,0.03854477,0.12932438,396809,0.0,0.0,0.0
636354509,3932170,0.010170186,-0.00084687356,-0.0038367163,3932170,-0.058813535,0.029209156,0.13527294,396809,0.0,0.0,0.0
637354353,3932170,0.010171103,-0.0007799464,-0.003664911,3932170,-0.05498737,0.028484652,0.14060281,396809,0.0,0.0,0.0
638354151,3932170,0.010153726,-0.00070314435,-0.0034384218,3932170,-0.050768606,0.028921513,0.14536414,396809,0.0,0.0,0.0
