timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
615354353,615353516,396825,-0.17241856,0.050949346,1.0098346,nan,0,0
615365635,615364799,396825,-0.12360454,0.050949346,1.0038648,nan,0,0
616355401,616354564,396825,-0.14801155,0.047972977,0.99789494,nan,0,0
617356862,617355981,396825,-0.06868876,0.036067512,0.8844681,nan,0,0
618357619,618356752,396825,-0.15716419,0.2533423,0.67850876,nan,0,0
619358661,619357822,396825,-0.20902908,0.15809855,0.5650819,nan,0,0
620360158,620359162,396825,-0.2212326,0.15512218,0.46956453,nan,0,0
621349546,621348710,396825,-0.15716419,0.14321671,0.5143383,nan,0,0
622350694,622349830,396825,-0.17546944,0.3247751,0.5083685,nan,0,0
623352114,623351185,396825,0.11741471,0.030114777,0.7829809,nan,0,0
624353163,624352212,396825,0.03504104,0.1610749,0.7919356,nan,0,0
625354222,625353330,396825,0.14487259,0.083689384,0.72925234,nan,0,0
626356167,626355332,396825,0.14487259,0.095594846,0.6397049,nan,0,0
627357218,627356368,396825,0.24250065,0.083689384,0.5501573,nan,0,0
628347640,628346801,396825,0.3492813,0.033091143,0.5083685,nan,0,0
629348208,629347341,396825,0.16622873,0.053925715,0.63671994,nan,0,0
630349203,630348366,396825,0.26690763,0.2354841,0.7650714,nan,0,0
631350688,631349728,396825,-0.0046203523,0.14321671,0.80984515,nan,0,0
632351767,632350806,396825,0.022837538,0.17298038,0.74716187,nan,0,0
633352870,633351925,396825,-0.12055366,0.24738957,0.6844786,nan,0,0
634353902,634353029,396825,-0.10529928,0.29203507,0.59791607,nan,0,0
635354556,635353718,396825,-0.09919753,0.19381495,0.63671994,nan,0,0
636354807,636353842,396825,-0.10529928,0.17595674,0.6516445,nan,0,0
637355887,637354983,396825,-0.15106243,0.23846047,0.69343334,nan,0,0
638356923,638356047,396825,-0.117502786,0.2801296,0.7829809,nan,0,0
639357688,639356828,396825,-0.2334361,0.3069169,0.80984515,nan,0,0
640358686,640357851,396825,-0.2578431,0.26822415,0.8755133,nan,0,0
641359743,641358896,396825,-0.19987646,0.24738957,0.82476974,nan,0,0
642349689,642348814,396825,-0.07173964,0.17595674,1.0008799,nan,0,0
643350778,643349906,396825,-0.13275717,0.22655499,1.0217742,nan,0,0
644351749,644350910,396825,-0.007671229,0.18786222,0.8367094,nan,0,0
645352770,645351933,396825,-0.035129115,0.21167314,0.7859658,nan,0,0
646354247,646353308,396825,-0.044281743,0.21762589,0.7710412,nan,0,0
647355315,647354471,396825,-0.022925612,0.18190947,0.72925234,nan,0,0
648356411,648355526,396825,-0.0503835,0.19976768,0.73522216,nan,0,0
649347037,649346202,396825,-0.117502786,0.17893311,0.5770216,nan,0,0
650348137,650347292,396825,-0.12055366,0.06285481,0.72925234,nan,0,0
651349191,651348336,396825,-0.22428347,0.1253585,0.6994032,nan,0,0
652350299,652349463,396825,-0.11445191,0.21464951,0.7531317,nan,0,0
653351374,653350527,396825,-0.2456396,0.24738957,0.72626746,nan,0,0
654352789,654351838,396825,-0.19682558,0.27417687,0.80984515,nan,0,0
655353862,655352859,396825,-0.14801155,0.27417687,0.84267926,nan,0,0
656354451,656353613,396825,-0.1815712,0.27715322,0.815815,nan,0,0
657355917,657355057,396825,-0.20292734,0.25036594,0.8008904,nan,0,0
658357024,658356102,396825,-0.16326593,0.24143682,0.8725284,nan,0,0
659357792,659356911,396825,-0.19072384,0.2622714,0.8755133,nan,0,0
