timestamp,timestamp_sample,device_id,error_count,pressure,temperature
615348285,615348277,3997730,0,1005.49,40.62
615368355,615368345,3997730,0,1005.44995,40.62
616353049,616353009,3997730,0,1005.54,40.629997
617357804,617357795,3997730,0,1005.44995,40.629997
618352513,618352505,3997730,0,1005.48,40.629997
619357099,619357091,3997730,0,1005.32996,40.64
620351650,620351642,3997730,0,1005.36,40.64
621356389,621356381,3997730,0,1005.35,40.64
622341166,622341131,3997730,0,1005.37,40.64
623345678,623345670,3997730,0,1005.39996,40.649998
624350341,624350332,3997730,0,1005.43,40.649998
625355005,625354995,3997730,0,1005.48,40.649998
626349722,626349714,3997730,0,1005.43,40.649998
627354284,627354276,3997730,0,1005.47,40.66
628348942,628348933,3997730,0,1005.44995,40.66
629353688,629353680,3997730,0,1005.50995,40.66
630358653,630358645,3997730,0,1005.49,40.66
631343064,631343056,3997730,0,1005.44995,40.649998
632347835,632347827,3997730,0,1005.43,40.649998
633352583,633352575,3997730,0,1005.44,40.649998
634357285,634357277,3997730,0,1005.45996,40.649998
635351899,635351890,3997730,0,1005.41,40.64
636356736,636356699,3997730,0,1005.39996,40.64
637351193,637351182,3997730,0,1005.43,40.629997
638355994,638355985,3997730,0,1005.44,40.629997
639340676,639340668,3997730,0,1005.44995,40.62
640345500,640345492,3997730,0,1005.5,40.61
641350261,641350252,3997730,0,1005.49,40.61
642355058,642355049,3997730,0,1005.44,40.6
643349385,643349377,3997730,0,1005.50995,40.59
644354023,644354014,3997730,0,1005.47,40.59
645358927,645358919,3997730,0,1005.44995,40.579998
646353508,646353496,3997730,0,1005.38995,40.57
647358128,647358119,3997730,0,1005.42,40.559998
648342740,648342732,3997730,0,1005.38,40.559998
649347500,649347492,3997730,0,1005.44,40.55
650352333,650352323,3997730,0,1005.41,40.54
651357168,651357160,3997730,0,1005.43,40.52
652351908,652351872,3997730,0,1005.44995,40.51
653356256,653356248,3997730,0,1005.45996,40.5
654350959,654350950,3997730,0,1005.41,40.489998
655355568,655355560,3997730,0,1005.42,40.469997
656340185,656340150,3997730,0,1005.47,40.469997
657344974,657344966,3997730,0,1005.44,40.45
658349616,658349578,3997730,0,1005.44,40.44
659354105,659354097,3997730,0,1005.48,40.42
660358636,660358628,3997730,0,1005.48,40.41
661353223,661353214,3997730,0,1005.45996,40.399998
662357863,662357855,3997730,0,1005.43,40.379997
663352510,663352502,3997730,0,1005.48,40.37
664357347,664357281,3997730,0,1005.49,40.36
665341652,665341641,3997730,0,1005.42,40.34
666346434,666346427,3997730,0,1005.44,40.32
667351322,667351313,3997730,0,1005.47,40.309998
668355908,668355899,3997730,0,1005.44,40.29
669350659,669350650,3997730,0,1005.47,40.28
670355251,670355242,3997730,0,1005.42,40.26
671349927,671349918,3997730,0,1005.43,40.25
