timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
615353198,36.20481548334865,138.252921651707,51.842552,78.01274,-0.0,2.7943752,4.169183,51.755676,2,0,1,0
615363196,36.2048154809129,138.25292165586208,51.84325,78.013435,-0.0,2.7944992,4.1692495,51.75586,2,0,1,0
615553162,36.20481544422702,138.2529217125975,51.855705,78.02713,-0.0,2.794452,4.169151,51.76711,2,0,1,0
615753127,36.20481537367056,138.2529217296224,51.86635,78.03894,-0.0,2.794315,4.169039,51.76957,2,0,1,0
615953094,36.204815307650584,138.25292182273947,51.872658,78.04694,-0.0,2.7942147,4.169186,51.771595,2,0,1,0
616153062,36.20481528044533,138.25292185283448,51.878586,78.054565,-0.0,2.7941463,4.169097,51.773632,2,0,1,0
616353023,36.20481528401106,138.25292189835153,51.883736,78.06197,-0.0,2.794289,4.169092,51.778584,2,0,1,0
616552987,36.20481526900362,138.25292192018685,51.88801,78.06876,-0.0,2.7941682,4.1692324,51.77801,2,0,1,0
616752952,36.2048152639496,138.25292191280954,51.888428,78.07164,-0.0,2.7941594,4.1691666,51.770477,2,0,1,0
616952917,36.20481526366629,138.25292186121553,51.88693,78.07321,-0.0,2.7967818,4.169514,51.7767,2,0,1,0
617152883,36.204815263941555,138.25292187818562,51.882385,78.07147,-0.0,2.7939937,4.16922,51.75683,2,0,1,0
617352847,36.2048151927346,138.25292188822766,51.87783,78.069954,-0.0,2.7938547,4.1690946,51.75641,2,0,1,0
617552813,36.20481507256223,138.2529219324028,51.89615,78.09109,-0.0,2.7939775,4.1690817,51.75641,2,0,1,0
617752778,36.2048148449192,138.25292196049259,51.95528,78.15191,-0.0,2.7941117,4.169072,51.75426,2,0,1,0
617952748,36.20481471430027,138.2529219002473,52.0091,78.206314,-0.0,2.7942095,4.169296,51.75426,2,0,1,0
618152708,36.204814722902064,138.25292185686382,52.05899,78.256134,-0.0,2.7943707,4.1692905,51.75426,2,0,1,0
618352673,36.204814789548145,138.25292190184214,52.127884,78.32308,-0.0,2.794446,4.169252,51.75426,2,0,1,0
618552638,36.20481496011632,138.25292203458838,52.211243,78.40352,-0.0,2.7945063,4.1692076,51.75426,2,0,1,0
618752606,36.204815089501835,138.25292210120406,52.299923,78.48711,-0.0,2.7948022,4.169492,51.75426,2,0,1,0
618952568,36.20481516537927,138.25292224717782,52.411465,78.59005,-0.0,2.7954447,4.169607,51.75426,2,0,1,0
619152533,36.20481506894639,138.2529223818969,52.545227,78.71225,-0.0,2.7956316,4.169596,51.75426,2,0,1,0
619352507,36.204814971384096,138.2529223779964,52.667618,78.82126,-0.0,2.7963123,4.16997,51.75426,2,0,1,0
619552463,36.204815115922294,138.25292287801028,52.634403,78.771034,-0.0,2.7970457,4.170078,51.75426,2,0,1,0
619752453,36.20481536807134,138.25292345213475,52.499382,78.621796,-0.0,2.798674,4.1703396,51.75426,2,0,1,0
619952393,36.20481608793171,138.25292320129196,52.43607,78.5451,-0.0,2.8006256,4.170909,51.75426,2,0,1,0
620152358,36.20481715848454,138.25292289318216,52.3987,78.49565,-0.0,2.8026023,4.171171,51.75426,2,0,1,0
620352375,36.20481823518547,138.25292270784718,52.36633,78.451645,-0.0,2.8047266,4.1714354,51.75426,2,0,1,0
620552289,36.20481922623051,138.25292270142634,52.319447,78.3916,-0.0,2.811331,4.1718664,51.75426,2,0,1,0
620752254,36.20481986115067,138.25292249986757,52.267952,78.32824,-0.0,2.8076556,4.172143,51.75426,2,0,1,0
620952220,36.204820134142224,138.2529215180928,52.21672,78.26487,-0.0,2.8065298,4.1720495,51.75426,2,0,1,0
621152184,36.20481970164954,138.25292049370984,52.16499,78.20201,-0.0,2.807019,4.1721177,51.75426,2,0,1,0
621352149,36.20481910431647,138.25291987845117,52.101547,78.12656,-0.0,2.8075724,4.172187,51.75426,2,0,1,0
621552119,36.204818359645685,138.25292008157564,52.05364,78.06839,-0.0,2.8084497,4.172635,51.75426,2,0,1,0
621752079,36.20481837762414,138.25292016959068,52.090706,78.096855,-0.0,2.8080828,4.1725683,51.75426,2,0,1,0
621952049,36.20481857649628,138.25292003926617,52.096176,78.092316,-0.0,2.8071272,4.1723857,51.75426,2,0,1,0
622152015,36.2048185038942,138.25291983481947,52.074413,78.05983,-0.0,2.805985,4.1724663,0.0,2,0,0,0
622351986,36.20481822877797,138.2529195671152,52.068016,78.04313,-0.0,2.8064597,4.1724863,0.0,2,0,0,0
622551940,36.204818335039256,138.25291921427046,52.05523,78.02019,-0.0,2.8061187,4.1723466,0.0,2,0,0,0
622751904,36.20481910063162,138.25291908234868,52.042767,77.99807,-0.0,2.8075254,4.172542,0.0,2,0,0,0
622951870,36.204820524854576,138.2529187689942,52.043495,77.98957,-0.0,2.8091543,4.173116,0.0,2,0,0,0
623151835,36.204821681918204,138.25291851431288,52.097633,78.03245,-0.0,2.8093255,4.1730695,0.0,2,0,0,0
623351843,36.20482147956917,138.25291876548977,52.104263,78.023766,-0.0,2.8086355,4.1728525,0.0,2,0,0,0
623556765,36.20481977985097,138.25291931427006,52.095963,77.99962,-0.0,2.8091624,4.173225,0.0,2,0,0,0
623756729,36.20481827261581,138.25291982270704,52.075993,77.965355,-0.0,2.8094392,4.1731935,0.0,2,0,0,0
623956694,36.204817418151244,138.2529200781162,52.0553,77.93102,-0.0,2.8092341,4.1730633,0.0,2,0,0,0
624156659,36.204817250425066,138.25291997320915,52.044533,77.90846,-0.0,2.8084815,4.1731687,0.0,2,0,0,0
624356638,36.204817502271545,138.25291983751617,52.038067,77.890274,-0.0,2.8074389,4.1728253,0.0,2,0,0,0
624556591,36.20481781114913,138.2529197763602,52.022667,77.86372,-0.0,2.806099,4.17238,0.0,2,0,0,0
624756554,36.20481800043036,138.252919735078,52.018997,77.84971,-0.0,2.805021,4.1719747,0.0,2,0,0,0
624956520,36.204818071662096,138.2529195855661,52.025352,77.84566,-0.0,2.8049614,4.1721854,0.0,2,0,0,0
625156484,36.20481810539658,138.25291948289234,52.0254,77.83498,-0.0,2.8047478,4.1720166,0.0,2,0,0,0
625356449,36.20481811856442,138.25291941037614,52.034676,77.83396,-0.0,2.8053987,4.172105,0.0,2,0,0,0
625556414,36.20481812465012,138.25291935944423,52.051346,77.84063,-0.0,2.8054335,4.172345,0.0,2,0,0,0
625756379,36.204818155036484,138.2529193342868,52.04556,77.82522,-0.0,2.8062522,4.1724725,0.0,2,0,0,0
625956388,36.20481806257368,138.25291919377858,52.039,77.80978,-0.0,2.8071363,4.172597,0.0,2,0,0,0
626156309,36.204817773995,138.25291897609785,52.040146,77.802826,-0.0,2.80805,4.1727123,0.0,2,0,0,0
626356278,36.20481753133381,138.25291883841186,52.038532,77.79417,-0.0,2.8090446,4.173194,0.0,2,0,0,0
626556239,36.20481740224963,138.25291886215425,52.036205,77.78548,-0.0,2.8103898,4.17338,0.0,2,0,0,0
626756241,36.20481720819409,138.25291897806275,52.035915,77.7793,-0.0,2.8121748,4.1736255,0.0,2,0,0,0
626956169,36.204816721346724,138.2529189935403,52.040276,77.77772,-0.0,2.8141131,4.1738634,0.0,2,0,0,0
627156136,36.204815761997146,138.2529191019677,52.038578,77.76994,-0.0,2.8162816,4.1745067,0.0,2,0,0,0
627356099,36.20481476634819,138.2529193977055,52.029373,77.75559,-0.0,2.818507,4.1747327,0.0,2,0,0,0
627556064,36.204814281126026,138.25291975809108,52.038746,77.75956,-0.0,2.8204825,4.174893,0.0,2,0,0,0
627756030,36.204814396552045,138.25291993711443,52.037266,77.75218,-0.0,2.8225608,4.175046,0.0,2,0,0,0
627955994,36.20481479485413,138.25292018143494,52.032726,77.741684,-0.0,2.8249052,4.1756573,0.0,2,0,0,0
628155959,36.20481493680167,138.25292038743152,52.03461,77.73833,-0.0,2.8277328,4.175865,0.0,2,0,0,0
628355924,36.20481450725101,138.25292017610533,52.0363,77.7321,-0.0,2.8303313,4.17648,0.0,2,0,0,0
628555903,36.20481347378447,138.25291946435178,52.03702,77.72327,-0.0,2.8332217,4.176638,0.0,2,0,0,0
628755865,36.20481229631818,138.25291860620553,52.030327,77.70685,-0.0,2.8361483,4.176777,0.0,2,0,0,0
628955819,36.20481159459583,138.25291779700427,52.033436,77.70038,-0.0,2.8393333,4.1774225,0.0,2,0,0,0
629155783,36.204811685194734,138.2529174031927,52.04227,77.70238,-0.0,2.8425827,4.177556,0.0,2,0,0,0
629355751,36.20481237350917,138.25291749698886,52.04393,77.69959,-0.0,2.8453593,4.1776323,0.0,2,0,0,0
629555714,36.20481298258012,138.25291794070606,52.05186,77.70316,-0.0,2.848628,4.1777325,0.0,2,0,0,0
629755678,36.20481281602203,138.2529185537286,52.053032,77.70152,-0.0,2.851532,4.178324,0.0,2,0,0,0
629955643,36.20481190526976,138.25291926605576,52.051586,77.69591,-0.0,2.8551059,4.178425,0.0,2,0,0,0
630155607,36.20481081043363,138.2529197462783,52.049664,77.69057,-0.0,2.8588614,4.1785183,0.0,2,0,0,0
630355618,36.204810160193944,138.25291949680587,52.052177,77.69265,-0.0,2.8621387,4.178564,0.0,2,0,0,0
630555537,36.20481033388668,138.25291856227568,52.057304,77.694466,-0.0,2.864907,4.179132,0.0,2,0,0,0
630755510,36.204811184814496,138.25291770561603,52.051582,77.68458,-0.0,2.8685784,4.1791773,0.0,2,0,0,0
630955463,36.2048120567464,138.25291720456948,52.05473,77.68506,-0.0,2.8718622,4.1791873,0.0,2,0,0,0
631155431,36.20481255782349,138.2529169932819,52.11348,77.73715,-0.0,2.8740573,4.179713,0.0,2,0,0,0
631355398,36.204812706695016,138.25291658380527,52.14805,77.75956,-0.0,2.8758223,4.179614,0.0,2,0,0,0
631555361,36.204812743871884,138.25291600644468,52.130527,77.73186,-0.0,2.8705535,4.1790643,0.0,2,0,0,0
631755326,36.20481285597124,138.25291568021515,52.13305,77.72422,-0.0,2.8653436,4.17845,0.0,2,0,0,0
631955290,36.20481300691187,138.25291565004926,52.15028,77.73133,-0.0,2.8629546,4.1785645,0.0,2,0,0,0
632155267,36.204813094728216,138.25291572504,52.15369,77.72305,-0.0,2.8614988,4.1781955,0.0,2,0,0,0
632355220,36.204813177473625,138.2529156918316,52.161526,77.71748,-0.0,2.8531923,4.177054,0.0,2,0,0,0
632555184,36.20481344329621,138.25291566810776,52.165833,77.70962,-0.0,2.849428,4.176326,0.0,2,0,0,0
632755148,36.20481357681912,138.2529156885469,52.168068,77.70031,-0.0,2.8450825,4.1758876,0.0,2,0,0,0
632955113,36.2048138896412,138.2529157390582,52.17405,77.69625,-0.0,2.8428864,4.1752934,0.0,2,0,0,0
633155078,36.2048140964616,138.2529157405386,52.172028,77.68606,-0.0,2.841559,4.174858,0.0,2,0,0,0
633355043,36.204814349727755,138.2529157086837,52.17015,77.67744,-0.0,2.841677,4.17472,0.0,2,0,0,0
633555050,36.204814640747855,138.25291574535382,52.178257,77.678246,-0.0,2.8425088,4.1751456,0.0,2,0,0,0
633754977,36.20481506812408,138.25291570318285,52.20662,77.69884,-0.0,2.8435981,4.1751876,0.0,2,0,0,0
633954936,36.2048154437869,138.2529158175641,52.226215,77.70669,-0.0,2.8444498,4.1751714,0.0,2,0,0,0
634154901,36.204815528790114,138.2529162177836,52.232563,77.69849,-0.0,2.8449833,4.1755266,0.0,2,0,0,0
634354865,36.204815710655026,138.2529162836016,52.241203,77.69182,-0.0,2.845885,4.175505,0.0,2,0,0,0
634554832,36.204816262948206,138.25291602599611,52.2475,77.681206,-0.0,2.8467994,4.17548,0.0,2,0,0,0
634754794,36.20481694662652,138.2529158236295,52.246944,77.66513,-0.0,2.847801,4.17546,0.0,2,0,0,0
634954759,36.20481728464274,138.2529156265292,52.228664,77.6302,-0.0,2.8488505,4.175894,0.0,2,0,0,0
635154723,36.20481731090991,138.25291536544805,52.225964,77.61148,-0.0,2.849211,4.175786,0.0,2,0,0,0
635354688,36.20481726080756,138.25291515709338,52.21851,77.58884,-0.0,2.848366,4.1755056,0.0,2,0,0,0
635554697,36.204817213213595,138.25291505531973,52.19432,77.55076,-0.0,2.8467333,4.1751065,0.0,2,0,0,0
635754616,36.20481701058272,138.25291499916742,52.203693,77.54537,-0.0,2.8433754,4.174792,0.0,2,0,0,0
635954580,36.20481678867683,138.25291507881798,52.21562,77.5427,-0.0,2.8421624,4.174435,0.0,2,0,0,0
