timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
615353585,3932170,3932170,0,0,0,0,0,0.00015234514,8.286637e-06,3.3254188e-10,800,800
615458481,3932170,3932170,0,0,0,0,0,0.0024767711,9.054107e-05,2.436575e-08,800,800
616293378,3932170,3932170,0,0,0,0,0,0.007187326,0.0002283337,2.5498153e-08,800,800
617333161,3932170,3932170,0,0,0,0,0,0.031345095,0.0013923978,7.1133286e-07,800,800
618268011,3932170,3932170,0,0,0,0,0,0.052452117,0.0022737272,1.0050569e-06,800,800
619302881,3932170,3932170,0,0,0,0,0,0.06340734,0.002765782,1.2631618e-06,800,800
620337665,3932170,3932170,0,0,0,0,0,0.059963908,0.00255004,6.4548967e-06,800,800
621257604,3932170,3932170,0,0,0,0,0,0.05250958,0.002014795,5.1264196e-06,800,800
622292322,3932170,3932170,0,0,0,0,0,0.052855868,0.0021986293,3.817587e-06,800,800
623337136,3932170,3932170,0,0,0,0,0,0.060638927,0.0030648946,8.04353e-06,800,800
624257005,3932170,3932170,0,0,0,0,0,0.05253848,0.0026651842,3.054102e-06,800,800
625286804,3932170,3932170,0,0,0,0,0,0.048390042,0.002181256,9.1569405e-07,800,800
626311691,3932170,3932170,0,0,0,0,0,0.04824753,0.0022152022,4.6658033e-06,800,800
627356431,3932170,3932170,0,0,0,0,0,0.056916352,0.0026934796,4.2076704e-06,800,800
628286368,3932170,3932170,0,0,0,0,0,0.054959953,0.002377674,5.807215e-06,800,800
629326076,3932170,3932170,0,0,0,0,0,0.056380227,0.0021477768,6.2580243e-06,800,800
630355953,3932170,3932170,0,0,0,0,0,0.068605304,0.002231303,4.409656e-06,800,800
631290809,3932170,3932170,0,0,0,0,0,0.06517532,0.0020406707,5.133928e-06,800,800
632330561,3932170,3932170,0,0,0,0,0,0.053099092,0.0019892957,1.8414371e-06,800,800
633265424,3932170,3932170,0,0,0,0,0,0.05649463,0.002081312,1.2552281e-06,800,800
