timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
615352218,-0.15968037,0.15416884,0.98485875
615363480,-0.15671997,0.15707135,0.95283663
615554294,-0.15375958,0.15416884,0.988061
615745547,-0.16264075,0.1512663,0.98165655
615947969,-0.15968037,0.1512663,0.988061
616150435,-0.15375958,0.1512663,0.97845435
616352993,-0.15375958,0.15416884,0.96244323
616555395,-0.1507992,0.1483638,0.9688477
616757887,-0.15671997,0.1483638,0.9720499
616949512,-0.14783882,0.14546129,0.9720499
617151901,-0.14487843,0.13965626,0.98165655
617354399,-0.1271161,0.1280462,0.9976676
617556833,-0.115274556,0.1512663,0.9976676
617748076,-0.14783882,0.18609649,0.93042105
617950524,-0.15375958,0.22382918,0.8759834
618152978,-0.16560113,0.2296342,0.80873686
618355476,-0.16560113,0.2296342,0.7478947
618557916,-0.17152192,0.21802415,0.69345707
618749124,-0.16856152,0.20060904,0.6518283
618951581,-0.16264075,0.17448644,0.6166039
619153765,-0.16560113,0.15997386,0.5557618
619356116,-0.16264075,0.12224116,0.52694184
619547354,-0.12119533,0.055483337,0.54615515
619750217,-0.16856152,0.119338654,0.514133
619952700,-0.18632385,0.10772859,0.5077286
620155190,-0.21296732,0.09611855,0.4949197
620357600,-0.21888812,0.10772859,0.49171746
620548889,-0.15375958,0.119338654,0.52694184
620751270,-0.09455185,0.188999,0.5301441
620953818,-0.067908354,0.17738895,0.55255955
621156201,-0.12415571,0.12224116,0.5557618
621347487,-0.16856152,0.110631116,0.55896395
621549923,-0.19520502,0.2093166,0.5365485
621752353,-0.20408617,0.27897695,0.49812192
621954882,-0.15968037,0.2296342,0.5557618
622157328,-0.14783882,0.19770655,0.58778393
622348561,-0.18336345,0.290587,0.54615515
622550955,-0.2840166,0.3283197,0.4949197
622753456,-0.26329392,0.3254172,0.5653685
622955885,-0.14487843,0.2296342,0.7062659
623147125,-0.053106423,0.10192357,0.7639059
623349573,0.059388287,-0.0025669478,0.80873686
623552067,0.020903254,0.023555681,0.795928
623754513,-0.029423328,0.13385123,0.7703103
623956967,-0.029423328,0.1512663,0.7767147
624148220,-0.032383714,0.15997386,0.767108
624350647,-0.014621392,0.14546129,0.7703103
624553211,0.00314093,0.1280462,0.767108
624755575,0.029784415,0.10192357,0.7703103
624946861,0.04458635,0.087410994,0.767108
625148919,0.06234868,0.078703456,0.7607036
625351354,0.07419022,0.067093395,0.7478947
625554203,0.080111,0.06419089,0.72547925
625756645,0.1037941,0.058385853,0.71907485
625947895,0.16300184,0.06419089,0.6998615
626150329,0.1481999,0.052580826,0.69025487
626352441,0.04754674,0.049678314,0.677446
626554886,0.1037941,0.040970765,0.66783935
626746174,0.15412068,0.03516574,0.6518283
626948586,0.17780378,-0.04320215,0.6614349
627151039,0.1481999,-0.054812208,0.6614349
627353474,0.13339797,0.058385853,0.6550305
627555999,0.080111,0.1483638,0.6198061
627747233,0.07715061,0.104826085,0.6262106
627949641,0.13635837,0.043873284,0.63581717
628152125,0.19852649,0.02936071,0.603795
628355143,0.2666154,-0.025787063,0.603795
628546178,0.18964532,-0.028689576,0.63581717
628748675,0.09491293,0.006140595,0.66463715
628951092,0.009061705,0.08160597,0.67104155
629153606,0.00018054433,0.104826085,0.66463715
629356023,0.086031765,0.03516574,0.69345707
629547304,0.15708107,-0.057714723,0.69345707
629749330,0.21628882,-0.1128625,0.67104155
629951821,0.21924919,-0.060617235,0.69345707
630154255,0.21332842,0.09031351,0.7062659
630345481,0.12451681,0.20351158,0.7350859
630547946,0.0061013177,0.27026942,0.7478947
630750428,-0.061987583,0.1715839,0.79272574
630952892,0.0061013177,0.08160597,0.83755684
631155339,-0.005740231,0.110631116,0.8151413
631358167,-0.017581778,0.12514369,0.78311914
631560706,-0.005740231,0.12224116,0.7895236
631751851,-0.0027798433,0.13675375,0.77991694
631954312,-0.017581778,0.13965626,0.7639059
632145551,-0.029423328,0.14546129,0.7607036
632348006,-0.03830449,0.1483638,0.7607036
632550457,-0.050146036,0.15416884,0.74469256
632752987,-0.06494798,0.15416884,0.7414903
632955406,-0.073829144,0.16577889,0.72547925
633146662,-0.08863108,0.16287638,0.722277
633349116,-0.13303687,0.1919015,0.69665927
633551526,-0.13599727,0.22382918,0.6838504
633753994,-0.091591455,0.13385123,0.7062659
633945212,-0.091591455,0.1280462,0.69665927
634159854,-0.12119533,0.188999,0.6614349
634350993,-0.13303687,0.2296342,0.6390194
634553509,-0.15375958,0.19770655,0.6294128
634744692,-0.10935379,0.110631116,0.6582327
634947211,-0.053106423,0.13094871,0.67424375
635149648,-0.091591455,0.1686814,0.6614349
635352089,-0.115274556,0.16287638,0.6582327
635554545,-0.10047262,0.1512663,0.67424375
635757044,-0.115274556,0.16287638,0.67104155
635959486,-0.14487843,0.1686814,0.6614349
636150709,-0.1300765,0.1686814,0.67424375
636353176,-0.10639339,0.14546129,0.69665927
636544433,-0.13303687,0.17738895,0.6838504
636746864,-0.13895765,0.18319398,0.6870526
636949342,-0.13895765,0.16577889,0.6998615
637152134,-0.13303687,0.18029144,0.7062659
637354677,-0.15671997,0.19770655,0.7094682
637556717,-0.17744268,0.20351158,0.7062659
637747925,-0.1744823,0.20351158,0.72868145
637950384,-0.17744268,0.21512164,0.7414903
638152850,-0.1744823,0.22382918,0.7478947
638344038,-0.17744268,0.23253673,0.7607036
638557814,-0.18928424,0.23543924,0.7767147
638748951,-0.19224462,0.24704929,0.78311914
638951483,-0.20408617,0.23834175,0.795928
639153930,-0.20408617,0.25865933,0.80553466
639345144,-0.23369004,0.2673669,0.80873686
639547598,-0.22184849,0.27317193,0.8311524
639750058,-0.22776926,0.2876845,0.85036564
