timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
615357171,615356948,-0.0042442875,-0.02034588,5.2642874e-05,0.001,0.0,0.0,0.0,-1.0
615358430,615358202,-0.0041570147,-0.020476904,3.5932946e-05,0.001,0.0,0.0,0.0,-1.0
615459658,615459429,0.0038697345,-0.016962836,-0.014907463,0.001,0.0,0.0,0.0,-1.0
615558383,615558161,-0.0054330453,-0.025272585,-0.0061669764,0.001,0.0,0.0,0.0,-1.0
615659624,615659393,-0.0062113204,-0.021885728,0.0011079194,0.001,0.0,0.0,0.0,-1.0
615757104,615756879,-0.00070874713,-0.014717437,0.000110034205,0.001,0.0,0.0,0.0,-1.0
615858345,615858110,-0.012927231,-0.018791765,-0.000436558,0.001,0.0,0.0,0.0,-1.0
615960811,615960590,-0.013571523,-0.031363275,0.0028312623,0.001,0.0,0.0,0.0,-1.0
616058294,616058074,0.009990596,-0.016949106,-0.0017223677,0.001,0.0,0.0,0.0,-1.0
616159577,616159349,-0.0045036618,-0.01096739,0.00055422314,0.001,0.0,0.0,0.0,-1.0
616258269,616258050,-0.012522643,-0.012055601,0.00078520336,0.001,0.0,0.0,0.0,-1.0
616359495,616359272,0.0042501977,-0.002421503,0.0004911798,0.019478539,0.0,0.0,0.0,-1.0
616456978,616456754,0.005154649,-0.025533367,0.0013362442,0.03171519,0.0,0.0,0.0,-1.0
616559471,616559238,-0.018454215,0.048738573,0.00015020269,0.051127225,0.0,0.0,0.0,-1.0
616660691,616660470,0.0044455947,-0.04423008,0.0026947947,0.06820181,0.0,0.0,0.0,-1.0
616758179,616757952,0.01097366,-0.01956439,0.0033787915,0.08300378,0.0,0.0,0.0,-1.0
616859411,616859186,-0.032405034,-0.0024210752,0.0066454313,0.1112565,0.0,0.0,0.0,-1.0
616958145,616957916,-0.0065804687,-0.046208695,0.0052932063,0.12869558,0.0,0.0,0.0,-1.0
617059371,617059149,-0.00941153,0.009776443,0.0004745828,0.16318916,0.0,0.0,0.0,-1.0
617156856,617156632,0.028258484,0.012142167,0.00042149684,0.1837926,0.0,0.0,0.0,-1.0
617259348,617259117,0.01389751,0.016980309,-0.01880948,0.21387689,0.0,0.0,0.0,-1.0
617360569,617360346,0.0451168,0.068225406,-0.03496092,0.24473424,0.0,0.0,0.0,-1.0
617458058,617457829,0.097140364,0.03788898,-0.054264665,0.2597794,0.0,0.0,0.0,-1.0
617559339,617559106,0.13108262,0.07433842,-0.067991495,0.27099976,0.0,0.0,0.0,-1.0
617658032,617657794,-0.018685099,0.11131909,-0.07427939,0.25203705,0.0,0.0,0.0,-1.0
617759252,617759028,-0.025082663,0.06451112,-0.079352655,0.2464259,0.0,0.0,0.0,-1.0
617857985,617857759,0.03749982,0.05375941,-0.073167674,0.2526545,0.0,0.0,0.0,-1.0
617959221,617958992,0.07719288,0.06455556,-0.07716076,0.25900483,0.0,0.0,0.0,-1.0
618060444,618060224,0.04704955,0.027684135,-0.07900802,0.26662156,0.0,0.0,0.0,-1.0
618157927,618157707,0.09246698,0.068214916,-0.07737401,0.26670048,0.0,0.0,0.0,-1.0
618260416,618260189,0.06615413,0.061051954,-0.080638334,0.25876716,0.0,0.0,0.0,-1.0
618357899,618357672,0.1043785,0.05999369,-0.07546453,0.2594097,0.0,0.0,0.0,-1.0
618459133,618458905,-0.03350831,0.06720372,-0.076714285,0.26382822,0.0,0.0,0.0,-1.0
618557865,618557637,0.021239305,0.06449703,-0.078004874,0.26124683,0.0,0.0,0.0,-1.0
618659100,618658870,0.036169186,0.056506023,-0.08076829,0.26253667,0.0,0.0,0.0,-1.0
618760328,618760102,0.07612228,0.12039609,-0.07898283,0.26627803,0.0,0.0,0.0,-1.0
618857809,618857585,-0.04221452,0.10018086,-0.0816124,0.27335772,0.0,0.0,0.0,-1.0
618960304,618960085,0.04829903,0.1000254,-0.07543148,0.26711836,0.0,0.0,0.0,-1.0
