timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
258827957,3932170,3932170,0,0,0,0,0,0.00021456824,8.542724e-06,3.308423e-10,801,801
258932936,3932170,3932170,0,0,0,0,0,0.00040902515,1.9145215e-05,1.2302959e-09,801,801
259757782,3932170,3932170,0,0,0,0,0,0.0039976295,0.00015717869,1.4139587e-08,801,801
260797624,3932170,3932170,0,0,0,0,0,0.02758254,0.0008377971,1.6451436e-07,801,801
261837381,3932170,3932170,0,0,0,0,0,0.06329017,0.0022460874,9.430526e-07,801,801
262762296,3932170,3932170,0,0,0,0,0,0.0553922,0.001884938,3.3315541e-06,801,801
263802153,3932170,3932170,0,0,0,0,0,0.051737223,0.0021164129,4.092946e-06,801,801
264841896,3932170,3932170,0,0,0,0,0,0.055441525,0.0019739433,2.5941256e-06,801,801
265781730,3932170,3932170,0,0,0,0,0,0.05640171,0.0019919565,1.42806e-06,801,801
266816570,3932170,3932170,0,0,0,0,0,0.048702516,0.0018907121,2.1080791e-06,801,801
267756397,3932170,3932170,0,0,0,0,0,0.049949054,0.0029128352,5.3710337e-06,801,801
268796209,3932170,3932170,0,0,0,0,0,0.05188235,0.0026387249,3.1923769e-06,801,801
269830978,3932170,3932170,0,0,0,0,0,0.05762252,0.0023511793,2.4571975e-06,801,801
270775845,3932170,3932170,0,0,0,0,0,0.054239176,0.0022719547,7.890533e-07,801,801
271815630,3932170,3932170,0,0,0,0,0,0.055571582,0.0022165154,1.7957018e-06,801,801
272850594,3932170,3932170,0,0,0,0,0,0.053272557,0.0019467275,1.2201549e-06,801,801
273780291,3932170,3932170,0,0,0,0,0,0.056773722,0.0023707785,6.458454e-07,801,801
274815209,3932170,3932170,0,0,0,0,0,0.05101389,0.0021858274,4.705789e-07,801,801
275844968,3932170,3932170,0,0,0,0,0,0.058570717,0.0019970522,3.3984625e-07,801,801
276779867,3932170,3932170,0,0,0,0,0,0.070842914,0.0016257945,3.8976356e-07,801,801
