timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
258850643,258850532,4259850,4325386,-2.174536e-05,-9.960254e-06,9.427577e-06,-0.0003238081,0.0006240499,-0.04537119,4997,4621,0
258855646,258855529,4259850,4325386,-1.9238623e-05,1.9340143e-05,-1.6929805e-05,-0.00037313133,0.0004686641,-0.047551427,4997,4834,0
259350435,259350324,4259850,4325386,-2.2567892e-05,-9.300939e-05,-4.7082067e-06,-0.0013655914,-0.0038124032,-0.050596062,5048,4940,0
259849921,259849809,4259850,4325386,8.776656e-06,2.6920748e-05,-1.5608983e-05,0.0007612152,0.002779658,-0.049539685,4996,4836,0
260349554,260349447,4259850,4325386,9.9850266e-05,-0.00066900207,-1.3029628e-05,0.012123887,0.0129149305,-0.044510465,4997,4836,0
260854207,260854085,4259850,4325386,-0.0012813468,-0.00014959584,0.000505823,-0.0018681069,-0.006879911,-0.0382657,4998,4961,0
261353895,261353772,4259850,4325386,0.00023051276,0.00088750705,0.00048587387,-0.0122257415,0.033341937,-0.03856014,5046,5805,0
261848744,261848586,4259850,4325386,-0.0013436863,0.00049897545,-0.00030454472,-0.004370424,-0.031007322,-0.057544958,4995,4993,0
262353218,262353004,4259850,4325386,-0.00038522063,0.0018501129,-0.0001446914,-0.0011789954,0.028117614,-0.038767986,5000,4838,0
262852969,262852643,4259850,4325386,-0.0018900841,-0.0032302686,-0.00029646824,0.014079846,-0.00033891463,-0.058139343,4999,4908,0
263352761,263352280,4259850,4325386,0.0056364383,0.0014093523,-0.00046516926,0.008145827,0.025177302,-0.043407217,4996,4837,0
263852219,263852048,4259850,4325386,-0.002320255,0.0005133454,-0.001006153,-0.013859671,-0.021227863,-0.07527872,5057,5495,0
264351702,264351557,4259850,4325386,-0.0012795255,-0.00037691917,-0.00015119539,0.016117377,-0.012450875,-0.05648156,4995,4826,0
264851319,264851198,4259850,4325386,-0.0015492537,-0.00022371147,-0.00035045185,-0.024179626,0.02572459,-0.05789603,4954,4838,0
