timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
258844221,258844173,4259850,0.4405331,0.19153613,-9.5385,35.0,0,0,0,0
258845401,258845355,4259850,0.4405331,0.17238252,-9.576807,35.0,0,0,0,0
259846500,259846454,4259850,1.2258313,0.7469909,-8.389283,35.0,0,0,0,0
260846910,260846863,4259850,-2.27928,-5.650316,-26.163836,35.0,0,0,0,0
261844888,261844842,4259850,-6.8569937,-10.093954,-15.8783455,35.0,0,0,0,0
262846344,262846293,4259850,-0.6512229,-0.80445176,-1.2066777,35.0,0,0,0,0
263845780,263845729,4259850,10.553641,2.6623523,20.590134,35.0,0,0,0,0
264847209,264847156,4259850,-9.193734,-4.1180267,-12.966996,35.0,0,0,0,0
265845902,265845857,4259850,2.7964275,6.033388,-0.63206923,35.0,0,0,0,0
266845565,266845518,4259850,-4.098873,-0.91937345,-17.927782,35.0,0,0,0,0
267846721,267846671,4259850,10.247183,5.861006,19.057846,35.0,0,0,0,0
268844433,268844388,4259850,-2.528277,-19.34515,-20.30283,35.0,0,0,0,0
269846028,269845973,4259850,5.93762,12.98615,-19.479225,35.0,0,0,0,0
270846775,270846722,4259850,3.5625722,5.5162406,-15.610195,35.0,0,0,0,0
271847483,271847422,4259850,-3.2561142,1.4939818,6.9527617,35.0,0,0,0,0
272844772,272844721,4259850,-1.532289,1.2066777,-8.542512,35.0,0,0,0,0
273846535,273846488,4259850,-1.4748282,-0.2873042,-14.365211,35.0,0,0,0,0
274847108,274847059,4259850,-15.495274,-3.7349546,2.6048915,35.0,0,0,0,0
275843952,275843899,4259850,-4.003105,8.101978,-26.60437,35.0,0,0,0,0
276845631,276845584,4259850,-4.9224787,0.1340753,-33.825283,35.0,0,0,0,0
277846291,277846244,4259850,-8.331821,-19.172768,-2.2218192,34.5,0,0,0,0
278848473,278848416,4259850,0.8810662,13.311762,-35.223495,34.5,0,0,0,0
279845482,279845430,4259850,4.003105,-4.1180267,-0.93852705,35.0,0,0,0,0
280846540,280846488,4259850,3.1411927,18.885464,-15.073894,35.0,0,0,0,0
281848059,281848014,4259850,2.1068976,-3.964798,-15.725117,35.0,0,0,0,0
282844934,282844887,4259850,7.776367,4.903325,-3.0262709,34.5,0,0,0,0
283845636,283845589,4259850,6.703765,-14.537593,-12.909535,34.5,0,0,0,0
284847367,284847312,4259850,-1.8387469,4.7309427,-31.048008,34.5,0,0,0,0
285847150,285847100,4259850,-5.9567738,-1.5897499,5.1906295,34.5,0,0,0,0
286844935,286844890,4259850,0.51714754,10.821792,-11.128249,34.5,0,0,0,0
287846596,287846547,4259850,0.63206923,4.2521024,-9.174581,34.5,0,0,0,0
288846792,288846745,4259850,13.982138,3.6008794,6.6271505,34.5,0,0,0,0
289844524,289844475,4259850,6.703765,10.323798,0.076614454,34.5,0,0,0,0
290846124,290846077,4259850,4.5202527,-12.717999,19.843143,34.5,0,0,0,0
291847045,291846998,4259850,1.532289,0.40222588,-18.483236,34.5,0,0,0,0
292847482,292847429,4259850,-13.618219,-10.649409,-22.716187,34.5,0,0,0,0
293845092,293845045,4259850,-2.3558946,7.335834,-0.8810662,34.5,0,0,0,0
294845618,294845573,4259850,7.795521,18.962078,28.998571,34.5,0,0,0,0
295847152,295847101,4259850,7.201759,-2.183512,-17.295713,34.5,0,0,0,0
296844296,296844251,4259850,-6.0142345,-5.4779334,-10.745177,34.5,0,0,0,0
297845917,297845871,4259850,3.2944214,-15.667656,6.9527617,34.5,0,0,0,0
298846985,298846938,4259850,-6.0716953,1.5514427,-32.522835,34.5,0,0,0,0
299847262,299847217,4259850,8.101978,7.8146744,-5.171476,34.5,0,0,0,0
300844868,300844822,4259850,-3.9073372,7.52737,-25.416845,34.5,0,0,0,0
301846487,301846441,4259850,-1.1300632,12.162544,-13.867216,34.5,0,0,0,0
302846903,302846858,4259850,-6.7612257,21.873426,-18.330008,34.5,0,0,0,0
303844786,303844740,4259850,-7.297527,-17.06587,-11.836933,34.5,0,0,0,0
304845851,304845804,4259850,9.136273,7.1251445,-12.5264635,34.5,0,0,0,0
305846347,305846301,4259850,-11.990162,-0.80445176,-37.00478,34.5,0,0,0,0
306848005,306847961,4259850,-0.7278373,-2.9879637,-18.195932,34.5,0,0,0,0
307845452,307845405,4259850,2.0111294,-13.924677,3.1794999,34.5,0,0,0,0
308845940,308845894,4259850,5.3438582,-10.055647,-5.9759274,34.5,0,0,0,0
309846893,309846850,4259850,0.51714754,13.809755,7.73806,34.5,0,0,0,0
310844690,310844643,4259850,-8.6574335,11.089942,-0.038307227,34.0,0,0,0,0
311845938,311845892,4259850,6.129156,-21.930887,-23.15672,34.0,0,0,0,0
312846860,312846812,4259850,1.1300632,0.38307226,-28.117504,34.5,0,0,0,0
