timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
258842609,208731597,36.2048055,138.2529121,0.6761299,0.31770122,0.3620774,-0.015382085,0.016268428,0.0,0.005889217,0.0051052393,0.06879349,-0.00041353144,-0.031618506,-0.00430735,-0.337511,0.036738064,0.019048331,0.022897149,-2.478927,0.0064747804,51.69883,0.100087196,0.5067431,0.3762028,0.14663771,0.08083571,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
258852607,208731597,36.2048055,138.2529121,0.67631966,0.31755957,0.36234534,-0.015382085,0.016268428,0.0,0.0059827017,0.0050666174,0.068947874,5.768321e-06,-0.031618506,-0.00430735,-0.337511,0.005205773,0.013831289,0.024091717,-2.4789333,0.0064747804,51.69883,0.100510985,0.50743484,0.37671766,0.14707896,0.08093026,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
258952588,208731597,36.2048055,138.2529121,0.6780701,0.31633067,0.36419794,-0.015382085,0.016268428,0.0,0.005196087,-0.0020266434,0.07184844,0.004536773,-0.031618506,-0.00430735,-0.337511,-0.7831302,-0.78197414,0.60399777,-2.4794917,0.0064747804,51.69883,0.1,0.51457596,0.37753898,0.15152714,0.08149264,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259042573,208731597,36.2048055,138.2529121,0.6794467,0.31562787,0.36583546,-0.015382085,0.016268428,0.0,0.007920517,0.0053807944,0.07107644,0.0049870145,-0.031618506,-0.00430735,-0.337511,-0.09138715,0.288339,-0.01258067,-2.4782848,0.0064747804,51.69883,0.1,0.50670993,0.3756619,0.1470263,0.080813944,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259152553,208731597,36.2048055,138.2529121,0.680844,0.31502652,0.36748704,-0.015382085,0.016268428,0.0,0.009832115,0.00433699,0.07126504,0.0060692006,-0.031618506,-0.00430735,-0.337511,0.24169934,0.2367621,-0.15134345,-2.4789982,0.0064747804,51.69883,0.1,0.51458037,0.37698695,0.15193471,0.08146721,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259252537,208731597,36.2048055,138.2529121,0.6826887,0.31425783,0.36810356,-0.015382085,0.016268428,0.0,0.0077714953,-0.0007057731,0.07139272,0.0059453915,-0.031618506,-0.00430735,-0.337511,-0.8254936,-0.16017026,-0.3001541,-2.4784713,0.0064747804,51.69883,0.1,0.50651115,0.3753192,0.14674045,0.08072119,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259342521,208731597,36.2048055,138.2529121,0.68426996,0.3135764,0.36857298,-0.015382085,0.016268428,0.0,0.009531707,0.00037100416,0.072337344,0.0066039576,-0.031618506,-0.00430735,-0.337511,-0.39548558,0.4631815,-0.22059622,-2.4786625,0.0064747804,51.69883,0.1,0.5128947,0.37560812,0.15073024,0.08118761,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259452501,208731597,36.2048055,138.2529121,0.6830491,0.3140849,0.36916038,-0.015382085,0.016268428,0.0,0.007434743,0.00017045581,0.0745609,0.008521831,-0.031618506,-0.00430735,-0.337511,-0.46946713,0.5210475,0.59600306,-2.4786098,0.0064747804,51.69883,0.1,0.5056458,0.37447444,0.14612347,0.08054571,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259542485,208731597,36.2048055,138.2529121,0.6815742,0.31464988,0.37030154,-0.015382085,0.016268428,0.0,0.0066961586,-0.0028289026,0.07175099,0.00607438,-0.031618506,-0.00430735,-0.337511,0.088585705,-0.22279774,-0.104426794,-2.478412,0.0064747804,51.69883,0.1,0.5119798,0.37693477,0.15010634,0.08120503,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259652466,208731597,36.2048055,138.2529121,0.6844963,0.31163782,0.37239677,-0.015382085,0.016268428,0.0,0.0076433457,-0.0063798833,0.07316145,0.00847236,-0.031618506,-0.00430735,-0.337511,0.054152615,-0.05151107,-0.3608979,-2.4783065,0.0064747804,51.69883,0.1,0.5050966,0.37590453,0.14595805,0.08062384,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259742450,208731597,36.2048055,138.2529121,0.6876163,0.30854604,0.37449667,-0.015382085,0.016268428,0.0,0.008290764,-0.008865104,0.07476254,0.011036977,-0.031618506,-0.00430735,-0.337511,-0.2566829,-0.27012482,-0.33987713,-2.4781811,0.0064747804,51.69883,0.1,0.5114157,0.3761973,0.14995223,0.081095606,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259852431,208731597,36.2048055,138.2529121,0.6891502,0.30717427,0.37782907,-0.015382085,0.016268428,0.0,0.009487007,-0.007410474,0.07605108,0.014074101,-0.031618506,-0.00430735,-0.337511,-0.18188012,0.34365946,-0.34592375,-2.478115,0.0064747804,51.69883,0.1,0.5045142,0.3751672,0.14577848,0.08051209,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
259952413,208731597,36.2048055,138.2529121,0.68990815,0.30641168,0.38115647,-0.015382085,0.016268428,0.0,0.011223644,-0.0123423925,0.07962092,0.01920607,-0.031618506,-0.00430735,-0.337511,0.0077989874,-0.58030313,0.5311269,-2.4781032,0.0064747804,51.69883,0.1,0.5115371,0.3759698,0.15021595,0.08107726,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260052395,208731597,36.2048055,138.2529121,0.69253623,0.30600008,0.38399416,-0.015382085,0.016268428,0.0,0.01438935,-0.014984552,0.08131904,0.02169512,-0.031618506,-0.00430735,-0.337511,0.59299445,-1.3426701,1.0334531,-2.478079,0.0064747804,51.69883,0.1,0.50457734,0.37466976,0.1464446,0.08052745,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260152381,208731597,36.2048055,138.2529121,0.6952419,0.30546215,0.38642463,-0.015382085,0.016268428,0.0,0.0081744725,-0.0045667854,0.07479736,0.0154306125,-0.031618506,-0.00430735,-0.337511,-0.07585275,2.438274,-0.7758564,-2.4779959,0.0064747804,51.69883,0.1,0.51165456,0.37546977,0.15088767,0.081089124,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260242363,208731597,36.2048055,138.2529121,0.69794875,0.30255654,0.38821173,-0.015382085,0.016268428,0.0,0.015498063,-0.019418757,0.07221192,0.012613827,-0.031618506,-0.00430735,-0.337511,-0.071281865,-2.2979708,-0.73067415,-2.4779253,0.0064747804,51.69883,0.1,0.50353587,0.37566614,0.14605811,0.08054994,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260352343,208731597,36.2048055,138.2529121,0.70101386,0.29855752,0.39071804,-0.015382085,0.016268428,0.0,0.013895035,-0.01639963,0.08701378,0.027020248,-0.031618506,-0.00430735,-0.337511,0.08483821,2.0244212,-0.9552642,-2.4778748,0.0064747804,51.69883,0.1,0.51130426,0.37699193,0.15094315,0.08120913,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260442327,208731597,36.2048055,138.2529121,0.70235354,0.29632688,0.39346606,-0.015382085,0.016268428,0.0,0.022092072,-0.011538307,0.07554056,0.016192757,-0.031618506,-0.00430735,-0.337511,2.7594888,1.8754534,-2.3050919,-2.4780188,0.0064747804,51.69883,0.1,0.5034753,0.3751331,0.14647321,0.080538996,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260552351,208731597,36.2048055,138.2529121,0.7036906,0.2937941,0.3963589,-0.015382085,0.016268428,0.0,0.010078267,-0.02525865,0.07845233,0.01948249,-0.031618506,-0.00430735,-0.337511,-2.1974463,-2.6550567,2.0158205,-2.4780502,0.0064747804,51.69883,0.1,0.51128554,0.37645477,0.15140171,0.0811963,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260652291,208731597,36.2048055,138.2529121,0.703184,0.2929664,0.39911145,-0.015382085,0.016268428,0.0,0.016230006,-0.019924728,0.08844377,0.029409168,-0.031618506,-0.00430735,-0.337511,2.367993,-1.6492734,-1.44623,-2.478271,0.0064747804,51.69883,0.1,0.5036351,0.37493622,0.14846775,0.08053208,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260752273,208731597,36.2048055,138.2529121,0.7026184,0.29260954,0.4015369,-0.015382085,0.016268428,0.0,0.015144013,0.0012036384,0.07049486,0.011587983,-0.031618506,-0.00430735,-0.337511,1.4992272,2.0780818,-1.241044,-2.4776056,0.0064747804,51.69883,0.1,0.5107543,0.37573972,0.15946327,0.08109783,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260852255,208731597,36.2048055,138.2529121,0.70399475,0.29142717,0.40345648,-0.015382085,0.016268428,0.0,-0.009782113,-0.0016358991,0.06843389,0.009632271,-0.031618506,-0.00430735,-0.337511,-2.9829328,1.4066827,-1.0874108,-2.4751978,0.0064747804,51.69883,0.1,0.50385493,0.37450552,0.16435568,0.080583826,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
260942239,208731597,36.2048055,138.2529121,0.70373267,0.29069945,0.40368876,-0.015382085,0.016268428,0.0,-0.018504228,0.0069187647,0.05355418,-0.0058576227,-0.031618506,-0.00430735,-0.337511,2.1378782,2.0692394,-2.9129856,-2.4691594,0.0064747804,51.69883,0.1,0.510354,0.37696534,0.18029599,0.081251755,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261052220,208731597,36.2048055,138.2529121,0.6997796,0.29166615,0.40166855,-0.015382085,0.016268428,0.0,-0.082736984,0.03571682,0.006114649,-0.05408894,-0.031618506,-0.00430735,-0.337511,-1.1371655,5.0388193,-2.287063,-2.4546387,0.0064747804,51.69883,0.1,0.5045621,0.37640896,0.18851258,0.080926865,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261142204,208731597,36.2048055,138.2529121,0.6919428,0.29292548,0.3914346,-0.015382085,0.016268428,0.0,-0.13064209,0.014243736,-0.12718415,-0.1877038,-0.031618506,-0.00430735,-0.337511,-3.2937942,-2.4978154,-2.9624448,-2.4395282,0.0064747804,51.69883,0.10572815,0.51130795,0.37671238,0.20731336,0.08142353,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261252193,208731597,36.2048055,138.2529121,0.67930585,0.29455888,0.3637879,-0.015382085,0.016268428,0.0,-0.1865575,0.045293164,-0.24179943,-0.30245018,-0.031618506,-0.00430735,-0.337511,-5.9752145,9.849191,0.974807,-2.4218836,0.0064747804,51.69883,0.13337487,0.5051179,0.37608993,0.21124418,0.081101194,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261352167,208731597,36.2048055,138.2529121,0.66422397,0.29604438,0.3292653,-0.015382085,0.016268428,0.0,-0.1921862,0.02898563,-0.28132248,-0.34282422,-0.031618506,-0.00430735,-0.337511,4.8009295,-1.3899225,2.9552848,-2.4084399,0.0064747804,51.69883,0.16789746,0.5129818,0.3769135,0.23322025,0.08174113,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261452150,208731597,36.2048055,138.2529121,0.65370274,0.2947792,0.2995521,-0.015382085,0.016268428,0.0,-0.18856974,0.008226387,-0.3010194,-0.35709935,-0.031618506,-0.00430735,-0.337511,6.5584474,-2.72303,-5.2718234,-2.3978598,0.0064747804,51.69883,0.19761065,0.5048201,0.375522,0.22506218,0.08115424,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261552134,208731597,36.2048055,138.2529121,0.64432377,0.29266888,0.26790157,-0.015382085,0.016268428,0.0,-0.19468379,0.011169821,-0.33047915,-0.38214213,-0.031618506,-0.00430735,-0.337511,1.0569886,0.07263478,-2.4805772,-2.389357,0.0064747804,51.69883,0.22926119,0.5127841,0.37634093,0.24577735,0.081762455,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261642118,208731597,36.2048055,138.2529121,0.6396538,0.288302,0.24010397,-0.015382085,0.016268428,0.0,-0.1948982,0.014219961,-0.36407033,-0.40838054,-0.031618506,-0.00430735,-0.337511,-5.2553587,2.928743,-1.5631182,-2.3842006,0.0064747804,51.69883,0.2570588,0.50425106,0.37673444,0.23250726,0.081288084,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261752099,208731597,36.2048055,138.2529121,0.6350775,0.2820063,0.20124726,-0.015382085,0.016268428,0.0,-0.1732628,0.021289803,-0.4054779,-0.44217828,-0.031618506,-0.00430735,-0.337511,-7.0411463,9.531451,1.2083772,-2.3802474,0.0064747804,51.69883,0.29591548,0.51317245,0.37806937,0.2537851,0.08195803,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261842085,208731597,36.2048055,138.2529121,0.62845016,0.2813784,0.16631497,-0.015382085,0.016268428,0.0,-0.12679285,-0.025198506,-0.4352032,-0.46593928,-0.031618506,-0.00430735,-0.337511,4.741456,-9.802467,-0.58882165,-2.3789632,0.0064747804,51.69883,0.3308478,0.50750136,0.37712252,0.24906933,0.08172688,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
261952064,208731597,36.2048055,138.2529121,0.61813754,0.2838916,0.11748493,-0.015382085,0.016268428,0.0,-0.12711908,0.006077543,-0.46196657,-0.48911288,-0.031618506,-0.00430735,-0.337511,-1.9356508,2.373047,0.33459964,-2.3790681,0.0064747804,51.69883,0.37967783,0.51757175,0.37846148,0.26949382,0.08236373,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262052046,208731597,36.2048055,138.2529121,0.6159381,0.28698352,0.07157411,-0.015382085,0.016268428,0.0,-0.07389539,-0.010025094,-0.506805,-0.5290571,-0.031618506,-0.00430735,-0.337511,3.5806713,0.4365859,-0.08571903,-2.3701243,0.0064747804,51.69883,0.42558867,0.51207477,0.37800023,0.26154605,0.08218681,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262152034,208731597,36.2048055,138.2529121,0.61951315,0.28926975,0.020960554,-0.015382085,0.016268428,0.0,0.0007116427,0.003119934,-0.5142368,-0.5339423,-0.031618506,-0.00430735,-0.337511,7.46416,0.65964,-0.23991317,-2.3557272,0.0064747804,51.69883,0.4762022,0.5222686,0.37883216,0.27901065,0.082711905,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262252011,208731597,36.2048055,138.2529121,0.62777805,0.29560795,-0.021438234,-0.015382085,0.016268428,0.0,0.08108853,0.009225648,-0.4177829,-0.43170425,-0.031618506,-0.00430735,-0.337511,2.9330113,-0.8176016,0.6482933,-2.3429277,0.0064747804,51.69883,0.518601,0.51725066,0.38077772,0.27123675,0.08282284,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262351994,208731597,36.2048055,138.2529121,0.64646864,0.3026558,-0.052824296,-0.015382085,0.016268428,0.0,0.20573296,0.03622854,-0.22735779,-0.23937228,-0.031618506,-0.00430735,-0.337511,3.906831,-0.09639618,3.0619106,-2.3347383,0.0064747804,51.69883,0.5499871,0.5285806,0.38163295,0.2876529,0.08330241,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262452033,208731597,36.2048055,138.2529121,0.67867786,0.30836365,-0.05735735,-0.015382085,0.016268428,0.0,0.33436343,0.08031171,0.036583878,0.030267788,-0.031618506,-0.00430735,-0.337511,1.8828732,6.828135,3.6668103,-2.3293855,0.0064747804,51.69883,0.55452013,0.51947856,0.38081822,0.26668727,0.08286177,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262541961,208731597,36.2048055,138.2529121,0.7194279,0.3143637,-0.039491605,-0.015382085,0.016268428,0.0,0.4701332,0.09382293,0.26934627,0.266534,-0.031618506,-0.00430735,-0.337511,1.9166536,2.0551958,-0.13533492,-2.3266985,0.0064747804,51.69883,0.53665435,0.5297361,0.38112652,0.2799146,0.08321351,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262651939,208731597,36.2048055,138.2529121,0.77641284,0.3207058,0.009242585,-0.015382085,0.016268428,0.0,0.5923214,0.085997164,0.52622384,0.5261661,-0.031618506,-0.00430735,-0.337511,-0.008124065,-2.2646637,0.9447906,-2.3297112,0.0064747804,51.69883,0.48792017,0.524204,0.38122177,0.26829842,0.083112665,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
262751922,208731597,36.2048055,138.2529121,0.838212,0.32661247,0.06800569,-0.015382085,0.016268428,0.0,0.7050446,0.10174688,0.642345,0.6412324,-0.031618506,-0.00430735,-0.337511,4.4888086,1.245774,0.402139,-2.3335898,0.0064747804,51.69883,0.42915708,0.5363257,0.3820649,0.28199115,0.08364604,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
