timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
258842609,0.0,-0.0,-2.478927,0.0,-0.32530373,0.0,0.0,0.94560957,0.0,0.0,-0.001,0,0,0,0,0
258862631,0.0,-0.0,-2.4789305,0.0,-0.32530203,0.0,0.0,0.94561017,0.0,0.0,-0.001,0,0,0,0,0
258942591,0.0,-0.0,-2.4796846,0.0,-0.32494545,0.0,0.0,0.9457328,0.0,0.0,-0.001,0,0,0,0,0
259042573,0.0,-0.0,-2.4782848,0.0,-0.32560727,0.0,0.0,0.9455051,0.0,0.0,-0.001,0,0,0,0,0
259142558,0.0,-0.0,-2.4788742,0.0,-0.32532862,0.0,0.0,0.94560105,0.0,0.0,-0.001,0,0,0,0,0
259242538,0.0,-0.0,-2.4786696,0.0,-0.32542536,0.0,0.0,0.9455678,0.0,0.0,-0.001,0,0,0,0,0
259342521,0.0,-0.0,-2.4786625,0.0,-0.32542872,0.0,0.0,0.9455666,0.0,0.0,-0.001,0,0,0,0,0
259442502,0.0,-0.0,-2.4784834,0.0,-0.32551333,0.0,0.0,0.94553745,0.0,0.0,-0.001,0,0,0,0,0
259542485,0.0,-0.0,-2.478412,0.0,-0.3255472,0.0,0.0,0.94552577,0.0,0.0,-0.001,0,0,0,0,0
259642467,0.0,-0.0,-2.4784186,0.0,-0.32554403,0.0,0.0,0.9455269,0.0,0.0,-0.001,0,0,0,0,0
259742450,0.0,-0.0,-2.4781811,0.0,-0.3256563,0.0,0.0,0.9454882,0.0,0.0,-0.001,0,0,0,0,0
259842439,-0.003003886,-0.0013508246,-2.4789534,0.0,-0.3252898,0.001127247,-0.0012005519,0.9456129,0.0,0.0,-0.013441801,0,0,0,0,0
259942415,0.00023933289,-0.00064773223,-2.4789534,0.0,-0.32529122,0.00026732584,0.00021850901,0.94561386,0.0,0.0,-0.027848596,0,0,0,0,0
260042397,-0.001690714,-0.00109298,-2.4789534,0.0,-0.32529065,0.0007917554,-0.0006216128,0.94561356,0.0,0.0,-0.04424469,0,0,0,0,0
260142380,-0.0075040306,-0.0016060112,-2.4789534,0.0,-0.32528597,0.001979822,-0.0032867393,0.94560796,0.0,0.0,-0.06415081,0,0,0,0,0
260242363,-0.009107794,-0.0006131842,-2.4789534,0.0,-0.3252865,0.001771252,-0.0042064823,0.9456045,0.0,0.0,-0.08211429,0,0,0,0,0
260342346,-4.3659864e-05,-0.0046704854,-2.4789534,0.0,-0.32529026,0.002215337,0.00073899043,0.94561136,0.0,0.0,-0.1082465,0,0,0,0,0
260442327,-0.009273591,-0.00621101,-2.4789534,0.0,-0.32527256,0.0044448674,-0.0033744,0.94560385,0.0,0.0,-0.12913974,0,0,0,0,0
260542359,-0.007860673,0.00028243248,-2.4789534,0.0,-0.3252892,0.0011449654,-0.003762507,0.9456064,0.0,0.0,-0.15580903,0,0,0,0,0
260642289,-0.017858298,-0.0029255764,-2.4789534,0.0,-0.3252655,0.0042877095,-0.007967593,0.9455794,0.0,0.0,-0.1858939,0,0,0,0,0
260742275,-0.007610343,0.0009860868,-2.4789534,0.0,-0.32529056,0.0007715604,-0.0037585958,0.94560635,0.0,0.0,-0.21278815,0,0,0,0,0
260842257,-0.007489185,0.0032112673,-2.4789534,0.0,-0.3252942,-0.00030021966,-0.00406322,0.9456041,0.0,0.0,-0.24539302,0,0,0,0,0
260942239,0.0050299964,0.0010219887,-2.4789534,0.0,-0.32528886,-0.0013013076,0.0022119929,0.9456112,0.0,0.0,-0.27338576,0,0,0,0,0
261042222,0.02135389,0.0047601745,-2.4789534,0.0,-0.3252477,-0.005723553,0.009321869,0.9455656,0.0,0.0,-0.29971537,0,0,0,0,0
261142204,0.020159036,0.0272974,-2.4789534,0.0,-0.32511425,-0.016183762,0.005090845,0.94552255,0.0,0.0,-0.29692015,0,0,0,0,0
261242187,0.04248032,0.028798541,-2.4789534,0.0,-0.32489493,-0.020520607,0.015398658,0.9454021,0.0,0.0,-0.28457868,0,0,0,0,0
261342170,0.019780444,0.031355143,-2.4789534,0.0,-0.3250887,-0.018040352,0.0042517115,0.94550186,0.0,0.0,-0.2799913,0,0,0,0,0
261442153,0.02000276,0.03301302,-2.4789534,0.0,-0.32507446,-0.018860158,0.004087087,0.9454915,0.0,0.0,-0.28541824,0,0,0,0,0
261542134,0.028344557,0.033424206,-2.4789534,0.0,-0.32498917,-0.020410191,0.0079636825,0.94546396,0.0,0.0,-0.2863068,0,0,0,0,0
261642118,0.031232575,0.034079254,-2.4789534,0.0,-0.32495272,-0.02118906,0.009222338,0.94544786,0.0,0.0,-0.28709394,0,0,0,0,0
261742119,0.027528161,0.028853353,-2.4789534,0.0,-0.3250388,-0.018117025,0.008321475,0.94549054,0.0,0.0,-0.28721094,0,0,0,0,0
261842085,0.0049237055,0.030849496,-2.4789534,0.0,-0.32521558,-0.015385956,-0.0026896372,0.9455109,0.0,0.0,-0.28893423,0,0,0,0,0
261942064,0.017991558,0.02716682,-2.4789534,0.0,-0.32513246,-0.015769685,0.0040873843,0.94552815,0.0,0.0,-0.29305962,0,0,0,0,0
262042047,0.0655366,0.035755724,-2.3791106,0.0,-0.37126988,-0.028772565,0.023757411,0.92777497,0.0,0.0,-0.27849412,0,0,0,0,0
262142036,0.07840012,0.13865468,-2.3791106,0.0,-0.368374,-0.07879547,0.010534587,0.92627263,0.0,0.0,-0.25554457,0,0,0,0,0
262242012,0.11298748,0.17672585,-2.3791106,0.0,-0.36540475,-0.10270805,0.01942305,0.92496115,0.0,0.0,-0.23389304,0,0,0,0,0
262341994,0.097701825,0.18555088,-2.3791106,0.0,-0.36583152,-0.10397917,0.0107020475,0.92479247,0.0,0.0,-0.2125435,0,0,0,0,0
262441979,0.08235091,0.1927887,-2.3791106,0.0,-0.36635414,-0.10450421,0.002251193,0.9245855,0.0,0.0,-0.21010624,0,0,0,0,0
262541961,0.08447404,0.12473245,-2.3791106,0.0,-0.36857542,-0.07347946,0.015947651,0.926552,0.0,0.0,-0.22319147,0,0,0,0,0
262641941,0.058350127,0.03720914,-2.3791106,0.0,-0.37134627,-0.02811231,0.020152964,0.92784995,0.0,0.0,-0.25054964,0,0,0,0,0
262741924,-0.0038731578,-0.048178136,-2.3791106,0.0,-0.37192073,0.023077693,0.007164984,0.9279499,0.0,0.0,-0.27107453,0,0,0,0,0
262841906,-0.056273375,-0.09385801,-2.3791106,0.0,-0.37029094,0.053982437,-0.0086366935,0.9273057,0.0,0.0,-0.28841954,0,0,0,0,0
262941889,-0.10539029,-0.15411338,-2.3791106,0.0,-0.3666902,0.09089355,-0.02014155,0.92567325,0.0,0.0,-0.39118168,0,0,0,0,0
263041871,-0.13538842,-0.18400776,-2.3791106,0.0,-0.36388206,0.11014407,-0.028414914,0.9244732,0.0,0.0,-0.35442796,0,0,0,0,0
263141853,-0.07052926,-0.11492894,-2.3791106,0.0,-0.36934802,0.066372864,-0.011316043,0.92684877,0.0,0.0,-0.27735928,0,0,0,0,0
263241836,-0.013495486,-0.07559881,-2.3791106,0.0,-0.37156177,0.037585236,0.0078017013,0.92761433,0.0,0.0,-0.23645377,0,0,0,0,0
263341819,0.07224429,-0.062679626,-2.3791106,0.0,-0.37269777,0.015635451,0.04515613,0.9267215,0.0,0.0,-0.22707216,0,0,0,0,0
263441801,0.14010549,-0.017731803,-2.3791106,0.0,-0.3717215,-0.017833306,0.068258114,0.9256597,0.0,0.0,-0.26063567,0,0,0,0,0
263541787,0.20107785,0.023397226,-2.3791106,0.0,-0.36907858,-0.04814586,0.08882642,0.92389005,0.0,0.0,-0.2692386,0,0,0,0,0
263641766,0.24854618,0.06866262,-2.3791106,0.0,-0.36503652,-0.077707,0.1023135,0.92208564,0.0,0.0,-0.30678624,0,0,0,0,0
