timestamp,main_state
258786295,10
259294208,10
259801128,10
260309090,10
260815325,10
261321384,10
261828091,10
261949366,2
262460093,2
262961133,2
263471100,2
263971126,2
264483228,2
264991252,2
265499094,2
266008089,2
266515452,2
267021127,2
267527128,2
268035229,2
268543095,2
269052502,2
269561912,2
270068091,2
270574151,2
271080124,2
271588266,2
272095183,2
272601110,2
273107089,2
273614311,2
274122231,2
274622250,2
275131130,2
275638175,2
276145710,2
276652462,2
277159103,2
277666065,2
278173092,2
278679088,2
279187277,2
279693139,2
280200126,2
280708189,2
281219312,2
281728249,2
282237088,2
282744721,2
283251231,2
283757114,2
284263088,2
284770100,2
285279133,2
285786279,2
286295165,2
286804337,2
287311089,2
287817127,2
288325296,2
288831126,2
289338124,2
289845125,2
290355089,2
290866089,2
291366238,2
291877358,2
292387373,2
292895092,2
293402807,2
293909288,2
294416142,2
294922872,2
295428184,2
295934109,2
296443102,2
296943157,2
297453184,2
297961402,2
298468100,2
298977211,2
299485094,2
299991135,2
300497086,2
301004261,2
301512191,2
302022188,2
302529125,2
303037087,2
303543089,2
304051321,2
304557231,2
305064121,2
305572229,2
306078346,2
306584861,2
307095201,2
307606090,2
308117091,2
308625130,2
309132301,2
309640086,2
310147118,2
310653254,2
311160121,2
311667432,2
312177200,2
312688532,2
313197181,2
313706146,2
314216111,2
314722275,2
315228093,2
315735253,2
316243172,2
316743359,2
317243799,2
317754089,2
318264184,2
318773244,2
319283431,2
319793243,2
320300098,2
320807127,2
321313211,2
321821088,2
322332156,2
322842400,2
323349090,2
323855197,2
324361090,2
324868204,2
325375134,2
325882260,2
326388222,2
326897089,2
327398121,2
327907318,2
328414124,2
328921154,2
329428180,2
329934191,2
330440089,2
330946089,2
331452190,2
331959509,2
332468086,2
332976115,2
333483114,2
333990228,2
334496145,2
335004368,2
335511088,2
336017342,2
336526111,2
337037122,2
337537190,2
338046090,2
338552410,2
339058203,2
339565087,2
340071415,2
340580089,2
341080149,2
341580193,2
342091094,2
342598396,2
343105132,2
343614193,2
344121188,2
344628123,2
345135203,2
345643089,2
346153093,2
346653371,2
347160086,2
347668316,2
348174178,2
348681150,2
349187205,2
349693088,2
350199146,2
350709185,2
351219127,2
351725818,2
352231151,2
352737221,2
353244086,2
353751135,2
354257089,2
354766260,2
355277171,2
355788231,2
356294914,2
356801089,2
357308371,2
357814241,2
358320144,2
358827281,2
359335124,2
359846129,2
360352330,2
360860121,2
361367189,2
361873436,2
362380119,2
362888151,2
363399089,2
363909156,2
364420088,2
364931117,2
365440106,2
365949254,2
366457438,2
366964087,2
367470190,2
367978149,2
368488145,2
368997946,2
369503179,2
370011127,2
370519159,2
371026357,2
371532227,2
372039163,2
372549097,2
373049124,2
373557087,2
374063153,2
374571244,2
375077088,2
375583266,2
376089132,2
376597206,2
377106238,2
377613090,2
378120152,2
378628089,2
379135093,2
379641089,2
380147295,2
380654133,2
381164441,2
381672223,2
382180156,2
382688089,2
383196131,2
383703473,2
384213175,2
384724217,2
385235192,2
385744130,2
386251090,2
386760085,2
387269148,2
387775397,2
388282885,2
388788089,2
388966491,2
389155188,2
389666396,2
390174185,2
390681891,2
391189092,2
391695123,2
392201091,2
392708087,2
393218214,2
393729096,2
394173275,2
394684088,2
394799132,2
