timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
258847876,258847036,396825,-0.22428347,-0.014530726,1.1799749,nan,0,0
258859134,258858207,396825,-0.2212326,-0.014530726,1.174005,nan,0,0
259848564,259847727,396825,-0.21207997,-0.008577991,1.1620654,nan,0,0
260849686,260848827,396825,-0.14190981,-0.02048346,1.0486386,nan,0,0
261850716,261849880,396825,-0.15411331,0.2354841,0.66656905,nan,0,0
262851819,262850981,396825,-0.047332626,0.25036594,0.64865965,nan,0,0
263853002,263852114,396825,-0.12360454,0.37239698,0.6068707,nan,0,0
264853096,264852139,396825,-0.056485254,0.24738957,0.64865965,nan,0,0
265842561,265841701,396825,-0.062587,0.06880755,0.69044846,nan,0,0
266843646,266842757,396825,-0.03207824,0.11940578,0.77402616,nan,0,0
267844679,267843819,396825,0.0045322776,0.059878446,0.7501468,nan,0,0
268845744,268844904,396825,0.111312956,0.17893311,0.8635736,nan,0,0
269846822,269845957,396825,-0.013772981,0.14916945,0.6814937,nan,0,0
270847945,270847105,396825,0.01978666,0.14321671,0.75910157,nan,0,0
271849414,271848555,396825,0.007583154,0.03904388,0.77402616,nan,0,0
272850046,272849210,396825,-0.022925612,0.1253585,0.7650714,nan,0,0
273851125,273850289,396825,-0.016823858,0.15809855,0.779996,nan,0,0
274852218,274851383,396825,-0.06563788,0.17000401,0.7232826,nan,0,0
275842044,275841203,396825,-0.07173964,0.19083858,0.6994032,nan,0,0
276843083,276842247,396825,-0.11140103,0.27715322,0.6009009,nan,0,0
277844544,277843593,396825,-0.12970631,0.25036594,0.45762488,nan,0,0
278845256,278844420,396825,-0.0503835,0.17595674,0.55314225,nan,0,0
279846438,279845545,396825,-0.13885891,0.17893311,0.6158255,nan,0,0
280847415,280846579,396825,-0.27004662,0.095594846,0.53224784,nan,0,0
281848446,281847608,396825,-0.15106243,0.18488584,0.633735,nan,0,0
282849499,282848662,396825,-0.10835015,0.17000401,0.63671994,nan,0,0
283850980,283850144,396825,-0.074790515,0.25631866,0.59791607,nan,0,0
284851695,284850860,396825,-0.035129115,0.13726398,0.6456747,nan,0,0
285852701,285851865,396825,0.013684906,0.13428761,0.6994032,nan,0,0
286842920,286842024,396825,-0.047332626,0.2801296,0.6814937,nan,0,0
287843989,287843102,396825,-0.016823858,0.1610749,0.6964183,nan,0,0
