timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
258848130,0.12475031,0.1021878,0.00042219055,0.0,0.0,-0.001
258853096,0.12474992,0.10221466,0.00043993964,0.0,0.0,-0.001
258873046,0.12467523,0.10222911,0.0004072173,0.0,0.0,-0.001
258893065,0.1246029,0.10222255,0.0004169122,0.0,0.0,-0.001
258908095,0.12451953,0.10222128,0.00041600317,0.0,0.0,-0.001
258928026,0.12417306,0.10212683,0.00012869017,0.0,0.0,-0.001
258953021,0.12516361,0.103384025,-0.00011147329,0.0,0.0,-0.001
258973059,0.12433694,0.10294651,-0.0012671343,0.0,0.0,-0.001
258987993,0.12329886,0.10355497,0.0009786356,0.0,0.0,-0.001
259013008,0.1259869,0.105010584,0.0011964263,0.0,0.0,-0.001
259033041,0.12545134,0.104562104,-0.001126026,0.0,0.0,-0.001
259048003,0.123362966,0.10309324,0.00050574203,0.0,0.0,-0.001
259068080,0.12478635,0.103022106,0.0007982495,0.0,0.0,-0.001
259093036,0.1255175,0.10522767,0.00010038565,0.0,0.0,-0.001
259113042,0.12397629,0.10611562,-0.00045981054,0.0,0.0,-0.001
259128030,0.1249555,0.10396717,0.0008659349,0.0,0.0,-0.001
259153036,0.12622914,0.1030369,0.00077826617,0.0,0.0,-0.001
259172976,0.12462473,0.1039026,3.0926956e-05,0.0,0.0,-0.001
259188024,0.124287955,0.106602035,0.00021862795,0.0,0.0,-0.001
259208067,0.1250526,0.10601461,0.00026913828,0.0,0.0,-0.001
259232959,0.12493605,0.10557403,-5.8959624e-05,0.0,0.0,-0.001
259253004,0.124702446,0.10464761,-0.00012296674,0.0,0.0,-0.001
259268031,0.12506376,0.10323754,0.0009523707,0.0,0.0,-0.001
259293104,0.12547654,0.10403568,0.0011848902,0.0,0.0,-0.001
259313003,0.12554835,0.10456295,0.00036007896,0.0,0.0,-0.001
259328018,0.12479645,0.105483145,0.00046531312,0.0,0.0,-0.001
