timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
258786286,258557123,305070127,304152591,305070127,17,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
259294199,258557123,305070127,304152591,305070127,17,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
259801119,258557123,305070127,304152591,305070127,17,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
260309081,258557123,305070127,304152591,305070127,17,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
260815266,258557123,305070127,304152591,305070127,17,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
261321375,258557123,305070127,304152591,305070127,17,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
261828082,258557123,305070127,304152591,305070127,17,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
261949358,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
262460082,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
262961122,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
263471092,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
263971117,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
264483219,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
264991243,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
265499086,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
266008080,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
266515443,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
267021119,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
267527119,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
268035220,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
268543086,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
269052494,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
269561868,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
270068079,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
270574143,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
271080115,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
271588257,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
272095174,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
272601100,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
273107080,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
273614303,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
274122222,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
274622241,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
275131120,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
275638167,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
276145701,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
276652453,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
277159094,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
277666057,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
278173083,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
278679079,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
279187268,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
279693131,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
280200080,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
280708181,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
281219275,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
281728241,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
282237080,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
282744711,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
283251222,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
283757103,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
284263080,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
284770092,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
285279126,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
285786271,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
286295157,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
286804302,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
287311081,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
287817118,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
288325288,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
288831115,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
289338115,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
289845081,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
290355080,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
290866081,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
291366229,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
291877350,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
292387364,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
292895083,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
293402798,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
293909279,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
294416133,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
294922866,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
295428175,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
295934101,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
296443093,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
296943147,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
297453176,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
297961393,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
298468091,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
298977164,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
299485086,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
299991126,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
300497077,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
301004252,261949354,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
