timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
258847944,258847608,3932170,3932170,5.1605166e-05,2.7374663e-06,-4.6949317e-06,-0.0008033925,0.00093321345,-0.0483666,4999,4999,0
258852980,258852607,3932170,3932170,4.8813574e-05,-7.569867e-06,-1.1444439e-05,-0.000832032,0.0008999534,-0.04835001,4999,4999,0
259347828,259347519,3932170,3932170,0.000154199,-0.0001311306,9.82164e-05,0.0011917823,-0.0004924567,-0.048598874,4998,4998,0
259852741,259852431,3932170,3932170,0.00011421768,-9.22214e-05,9.002399e-05,-0.0011535956,-0.00094377185,-0.050229732,4999,4999,0
260352685,260352343,3932170,3932170,0.00013500797,-0.0005849085,0.00022543797,-0.0074950014,-0.0066852034,-0.053320896,5003,5003,0
260852556,260852255,3932170,3932170,-0.0008610374,-0.00014224059,0.0004487721,0.00618277,-0.013007776,-0.054513846,4999,4999,0
261352529,261352167,3932170,3932170,-0.00042345413,0.0009798171,0.00030476184,-0.013913669,0.022243919,-0.032691706,4999,4999,0
261847435,261847083,3932170,3932170,0.00026511485,0.00023595366,-0.0003026381,-0.017444944,-0.04239225,-0.05484532,4998,4998,0
262352382,262351994,3932170,3932170,-0.00037974108,0.0018776944,-0.0002346915,-0.008001787,0.010726317,-0.035943095,5001,5001,0
262852280,262851905,3932170,3932170,-0.0019221151,-0.0032331839,-0.00027270295,0.018861301,0.00040591697,-0.050874904,5000,5000,0
263352125,263351817,3932170,3932170,0.0058154394,0.0013352867,-0.00043730155,0.00029041184,0.03497093,-0.042701185,4999,4999,0
263852169,263851729,3932170,3932170,-0.0024332327,0.0005424599,-0.0010467168,-0.007652577,-0.018595606,-0.056002792,4999,4999,0
264352003,264351642,3932170,3932170,-0.001436913,-0.00041866346,-0.00030805022,0.02180498,-0.008812438,-0.058918297,4998,4998,0
264851859,264851554,3932170,3932170,-0.0010193854,-0.0002529083,-0.00020019647,-0.021098383,0.03043438,-0.05452616,4999,4999,0
265346870,265346467,3932170,3932170,-0.0016931439,-5.097229e-05,-0.0005471124,-0.018486977,-0.03550117,-0.051663622,4999,4999,0
265851797,265851379,3932170,3932170,-0.0004481307,-0.00031697014,-0.00058043643,0.016819565,0.03025736,-0.058007207,4999,4999,0
266351606,266351296,3932170,3932170,-0.0011177497,0.00028170965,0.00079286617,0.007751919,-0.012474527,-0.05282806,5003,5003,0
266851554,266851203,3932170,3932170,0.005696264,0.0004074888,-0.00034490472,0.014176053,0.03485995,-0.036014467,4998,4998,0
267351530,267351118,3932170,3932170,-0.002964327,0.0003419683,-5.25251e-05,0.008695415,0.033686582,-0.032478396,4996,4996,0
267851404,267851033,3932170,3932170,0.0052293804,-0.00046754163,-0.00017265406,0.009889886,0.019105876,-0.03911131,5000,5000,0
268351268,268350941,3932170,3932170,0.003821111,-0.0020421634,0.00023590587,-0.012669565,-0.026653621,-0.047420282,5000,5000,0
268851218,268850853,3932170,3932170,-0.0051872544,0.0016544892,-0.00010898943,0.027796932,0.05064254,-0.060275897,4996,4996,0
269351146,269350765,3932170,3932170,0.0016833404,-0.0021133877,-0.0006846852,-0.016502777,0.0053367903,-0.053977985,4999,4999,0
269851020,269850677,3932170,3932170,0.0029923408,2.1944714e-05,-0.00017896514,7.030217e-05,0.02640579,-0.041008525,4999,4999,0
270350933,270350590,3932170,3932170,-0.00013073989,0.00046865005,0.0001005683,0.013199534,0.021259898,-0.042410187,5000,5000,0
270850852,270850502,3932170,3932170,-0.00031286757,-4.067517e-05,-0.00011143152,0.023013055,0.019582918,-0.052314628,5000,5000,0
271350807,271350413,3932170,3932170,0.00038566135,-7.421848e-05,-0.00021963948,0.0037516982,0.0021896155,-0.060936294,4997,4997,0
271850673,271850375,3932170,3932170,0.0060512964,7.617652e-05,0.00011989858,-0.012515524,0.009876649,-0.044617213,5049,5049,0
272350582,272350237,3932170,3932170,-0.0022476763,8.6952154e-05,6.849956e-05,-0.01939628,0.051666282,-0.039077554,4999,4999,0
272850596,272850149,3932170,3932170,-0.00016710257,-2.4973895e-06,-2.5243851e-05,-0.01061754,0.03478168,-0.040674575,4999,4999,0
273350458,273350115,3932170,3932170,0.00024516162,-0.00020024435,-4.4702534e-05,0.023722246,0.006442084,-0.0393561,4998,4998,0
273850354,273849973,3932170,3932170,0.0010350795,-0.00010598309,-0.00033434667,0.0022386122,-0.0043884325,-0.053312097,4999,4999,0
274350199,274349893,3932170,3932170,0.00065339135,-0.00032660028,0.0002105155,0.016334243,-0.033636775,-0.055795465,5007,5007,0
274850219,274849796,3932170,3932170,-0.00026144498,-0.00028772638,-0.00014075634,-0.021386767,-0.020482218,-0.04427331,4996,4996,0
275350004,275349708,3932170,3932170,0.0020315177,0.00010872063,-0.00029425454,0.010359922,-0.024866043,-0.041825812,4999,4999,0
275849963,275849620,3932170,3932170,0.0021339552,-2.6463724e-05,0.00012292757,-0.025170675,0.012786799,-0.046663947,5000,5000,0
276349941,276349531,3932170,3932170,-0.00011975328,-0.00026696414,0.00030147095,0.0020598494,-0.043956492,-0.031053381,4999,4999,0
276849847,276849497,3932170,3932170,0.002997441,0.00020444988,-0.00033609578,0.015972672,0.012862681,-0.054069463,5054,5054,0
