timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
258810676,4259850,4325386,0,0,0,0,0,0.0039080316,4.0740175e-05,5.1240795e-10,1034,1001
258915610,4259850,4325386,0,0,0,0,0,0.0039499844,3.9663893e-05,4.99023e-10,1034,1001
259849919,4259850,4325386,0,0,0,0,0,0.006130597,0.00017504045,1.3151545e-08,1034,1001
260789240,4259850,4325386,0,0,0,0,0,0.031628393,0.00083664095,1.8091504e-07,1034,1001
261833702,4259850,4325386,0,0,0,0,0,0.062440414,0.002289278,8.342134e-07,1034,1001
262767818,4259850,4325386,0,0,0,0,0,0.061737232,0.0017863201,3.232076e-06,1034,1001
263802206,4259850,4325386,0,0,0,0,0,0.05758482,0.0022299238,4.3219616e-06,1034,1001
264846356,4259850,4325386,0,0,0,0,0,0.058729913,0.0023006098,2.6977277e-06,1034,1001
265790628,4259850,4325386,0,0,0,0,0,0.057921696,0.0022103246,1.7087197e-06,1034,1001
266824877,4259850,4325386,0,0,0,0,0,0.048640303,0.0020268103,2.4369908e-06,1034,1001
267769197,4259850,4325386,0,0,0,0,0,0.06920797,0.0017690202,3.9231204e-06,1034,1001
268813466,4259850,4325386,0,0,0,0,0,0.06940727,0.0023295593,3.1016841e-06,1034,1001
269757765,4259850,4325386,0,0,0,0,0,0.06651066,0.0024580455,2.6153416e-06,1034,1001
270802173,4259850,4325386,0,0,0,0,0,0.065846816,0.0020204193,7.0102396e-07,1034,1001
271846387,4259850,4325386,0,0,0,0,0,0.052413706,0.0023585658,1.972461e-06,1034,1001
272785580,4259850,4325386,0,0,0,0,0,0.056788467,0.0020365836,1.3938906e-06,1034,1001
273824821,4259850,4325386,0,0,0,0,0,0.057802726,0.00264681,6.8030243e-07,1034,1001
274769138,4259850,4325386,0,0,0,0,0,0.060844883,0.0019482683,4.2409573e-07,1034,1001
275813416,4259850,4325386,0,0,0,0,0,0.056010272,0.0023948106,3.8043325e-07,1034,1001
276757718,4259850,4325386,0,0,0,0,0,0.058354273,0.0026147868,4.9241163e-07,1034,1001
277797205,4259850,4325386,0,0,0,0,0,0.060141,0.002766324,2.540864e-06,1034,1001
278846188,4259850,4325386,0,0,0,0,0,0.06202702,0.0023645607,3.3847987e-06,1034,1001
279785604,4259850,4325386,0,0,0,0,0,0.056269255,0.0020469516,2.4496208e-06,1034,1001
280824941,4259850,4325386,0,0,0,0,0,0.061007503,0.0023935002,4.4943104e-06,1034,1001
281759233,4259850,4325386,0,0,0,0,0,0.055428986,0.0024755022,5.81262e-06,1034,1001
282798326,4259850,4325386,0,0,0,0,0,0.06085875,0.0021860413,1.1074166e-06,1034,1001
283847625,4259850,4325386,0,0,0,0,0,0.056727473,0.0022268547,2.7420106e-06,1034,1001
284782168,4259850,4325386,0,0,0,0,0,0.064534865,0.0027022557,2.1443768e-06,1034,1001
285826126,4259850,4325386,0,0,0,0,0,0.055982973,0.002214103,3.271746e-06,1034,1001
286765524,4259850,4325386,0,0,0,0,0,0.057328656,0.0017996436,2.302181e-06,1034,1001
287804696,4259850,4325386,0,0,0,0,0,0.06978065,0.0018490412,2.9527441e-06,1034,1001
288853979,4259850,4325386,0,0,0,0,0,0.07354107,0.0016884266,2.5855932e-06,1034,1001
289783271,4259850,4325386,0,0,0,0,0,0.05679797,0.0018880566,1.3557634e-06,1034,1001
290813085,4259850,4325386,0,0,0,0,0,0.0544474,0.0025662181,7.694823e-07,1034,1001
291751843,4259850,4325386,0,0,0,0,0,0.07286377,0.0024876797,1.7619876e-06,1034,1001
292801121,4259850,4325386,0,0,0,0,0,0.06723883,0.0017720857,2.6862085e-06,1034,1001
293850529,4259850,4325386,0,0,0,0,0,0.0691498,0.0024771907,5.7588964e-06,1034,1001
294789642,4259850,4325386,0,0,0,0,0,0.07215013,0.002432395,3.2037606e-06,1034,1001
295838906,4259850,4325386,0,0,0,0,0,0.063152805,0.00221156,2.725615e-06,1034,1001
296783154,4259850,4325386,0,0,0,0,0,0.06074928,0.0021114885,8.16309e-07,1034,1001
