timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
260792265,1.5331818,3.6293929,-2.513409,-1.256736,-7.849182e-05,1.2565354,2.5131378,-0.050552145,-0.07065075,-0.06497465,-0.041368015,-0.03245444,0.067081,0.054582357,0.031605154,0.029903121,0.05182839,0.19999018,0.19998507,0.20000051,0.2000153,0.20000887
260802264,1.5331088,3.6294165,-2.5135233,-1.2568504,-0.00019284249,1.2564211,2.5130234,-0.050552145,-0.07065075,-0.06497465,-0.041368015,-0.03245444,0.067081,0.054582357,0.031605154,0.029903121,0.05182839,0.19999018,0.19998507,0.20000051,0.2000153,0.20000887
260992232,1.895533,3.9359715,-2.51203,-1.2553538,0.0013230528,1.2579457,2.514534,-0.025169834,-0.034598283,-0.015531304,0.005679831,-0.00027660653,-0.0034744043,-0.02658585,-0.042693965,-0.029538289,-0.005299977,0.19999367,0.19997914,0.1999933,0.2000169,0.20001702
261192219,1.0711917,3.5944195,-2.4947975,-1.2381237,0.018516732,1.2751192,2.5317316,-0.052397996,-0.040325455,0.020143606,0.045438368,0.00060753524,0.03919416,-0.020463772,-0.027414665,0.027944878,0.06910916,0.19998299,0.1999874,0.20000903,0.2000184,0.20000215
261392160,1.1009309,3.5956519,-2.4621103,-1.2054374,0.051202424,1.3078055,2.564419,-0.052397996,-0.040325455,0.020143606,0.045438368,0.00060753524,0.03919416,-0.020463772,-0.027414665,0.027944878,0.06910916,0.19998299,0.1999874,0.20000903,0.2000184,0.20000215
261592126,-1.6050252,3.7289922,-2.4360127,-1.1800408,0.07626016,1.3333547,2.5906107,-0.090721324,-0.0053276904,0.17999047,0.20914552,0.041819904,0.071940385,-0.09516334,-0.065600835,0.11979638,0.20480666,0.20019451,0.20026317,0.19996777,0.19971736,0.19985722
261792091,-1.5908645,3.7291803,-2.4216423,-1.1656752,0.09062369,1.3477219,2.6049824,-0.090721324,-0.0053276904,0.17999047,0.20914552,0.041819904,0.071940385,-0.09516334,-0.065600835,0.11979638,0.20480666,0.20019451,0.20026317,0.19996777,0.19971736,0.19985722
261992056,-2.525763,3.5498307,-2.417822,-1.1629249,0.094686046,1.353666,2.6107774,0.08025153,0.162864,0.35156494,0.3856445,0.21784362,-0.11894256,-0.2904528,-0.26496857,-0.07752642,0.012728415,0.20101893,0.20021032,0.19911237,0.19924054,0.20041788
262192027,-2.6023347,3.5731244,-2.4155574,-1.1604934,0.097258836,1.3561604,2.6130817,-0.017007194,0.0008014962,0.101916306,0.1465106,0.07286011,-0.046938773,-0.14731306,-0.16144413,-0.06951604,0.0011451021,0.200986,0.20012794,0.19909436,0.19931164,0.20048009
262391985,-2.5849829,3.5749874,-2.3932176,-1.1381496,0.119657576,1.3785892,2.6354744,-0.017007194,0.0008014962,0.101916306,0.1465106,0.07286011,-0.046938773,-0.14731306,-0.16144413,-0.06951604,0.0011451021,0.200986,0.20012794,0.19909436,0.19931164,0.20048009
262591950,-2.7609687,3.6600823,-2.39159,-1.1374495,0.12223598,1.3832618,2.6395504,0.08408381,-0.12847513,-0.39243126,-0.3419483,-0.047250956,0.09758116,0.30541068,0.16723779,-0.12666382,-0.16896246,0.20188116,0.19989586,0.19806074,0.19890015,0.20126204
