timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
258842609,0.11465719,0.114657186,0.23850124,4.2878222,4.2878222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.392001,0.0,0.0,nan,0.0,0.0,0.09016123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258852607,0.11465719,0.114657186,0.23850124,4.2878222,4.2878222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.392001,0.0,0.0,nan,0.0,0.0,0.09016123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259042573,0.11472663,0.11472664,0.23849764,4.2755814,4.2755814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391979,0.0,0.0,nan,0.0,0.0,0.09016115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259252537,0.10174743,0.10174743,0.20918286,4.262931,4.262931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.39211,0.0,0.0,nan,0.0,0.0,0.090161085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259452501,0.101633534,0.10163354,0.20915265,4.2503123,4.2503123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391855,0.0,0.0,nan,0.0,0.0,0.09016101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259652466,0.10578642,0.10578642,0.21868445,4.2378674,4.2378674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391389,0.0,0.0,nan,0.0,0.0,0.09016107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259852431,0.105148725,0.10514872,0.21728742,4.225423,4.225423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391217,0.0,0.0,nan,0.0,0.0,0.090160996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260042397,0.115814306,0.1158143,0.24135953,4.2133145,4.2133145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391614,0.0,0.0,nan,0.0,0.0,0.09016095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260242363,0.10893127,0.10893124,0.22564512,4.2010183,4.2010183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.39121,0.0,0.0,nan,0.0,0.0,0.090160884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260442327,0.113997936,0.11399793,0.23700969,4.188888,4.188888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391191,0.0,0.0,nan,0.0,0.0,0.09016081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260652291,0.106534526,0.10653454,0.22008254,4.176543,4.176543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391429,0.0,0.0,nan,0.0,0.0,0.09016086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260852255,0.12095817,0.12095942,0.24868655,4.1645927,4.1645927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391488,0.0,0.0,nan,0.0,0.0,0.09016078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261052220,0.13532574,0.13533007,0.27134278,4.152889,4.152889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391377,0.0,0.0,nan,0.0,0.0,0.0901607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261252193,0.13759886,0.13761307,0.26371095,4.1411123,4.1411123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.391912,0.0,0.0,nan,0.0,0.0,0.09016064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261452150,0.13043568,0.13047032,0.23423952,4.11734,4.11734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3918705,0.0,0.0,nan,0.0,0.0,0.09016067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261642118,0.13934347,0.1393793,0.24878965,4.1130366,4.1130366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.392012,0.0,0.0,nan,0.0,0.0,0.09016061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261842085,0.21911421,0.21914291,0.4227668,4.122886,4.122886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.393491,0.0,0.0,nan,0.0,0.0,0.09016053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262052046,0.21983042,0.21985313,0.41516152,4.1086574,4.108658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.39457,0.0,0.0,nan,0.0,0.0,0.0901604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262252011,0.25108474,0.251102,0.48091587,4.1345353,4.1345367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.395075,0.0,0.0,nan,0.0,0.0,0.090160355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262452033,0.18996605,0.18999192,0.33700842,4.1482067,4.1482077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3955145,0.0,0.0,nan,0.0,0.0,0.090160504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262651939,0.23263098,0.23274885,0.43863115,4.1580186,4.1580186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.396655,0.0,0.0,nan,0.0,0.0,0.09016053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262851905,0.19329956,0.19356167,0.34928396,4.1557837,4.1557813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.397113,0.0,0.0,nan,0.0,0.0,0.0901603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263041871,0.19097039,0.19120884,0.34931508,4.15689,4.1568885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.397234,0.0,0.0,nan,0.0,0.0,0.09016005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263241836,0.18185042,0.1820033,0.33371317,4.1536336,4.1536307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.398027,0.0,0.0,nan,0.0,0.0,0.0901603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263451800,0.33760026,0.3377957,0.6902331,4.173129,4.1731286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.399116,0.0,0.0,nan,0.0,0.0,0.0901602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263651764,0.20771582,0.20793925,0.39471626,4.170664,4.1706643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.399358,0.0,0.0,nan,0.0,0.0,0.09015999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263851729,0.17231251,0.17243043,0.31863123,4.170671,4.170671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.400472,0.0,0.0,nan,0.0,0.0,0.090159826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264051695,0.16512367,0.16518725,0.30866116,4.166514,4.166512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.400645,0.0,0.0,nan,0.0,0.0,0.09015985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264251680,0.15124905,0.15132736,0.28287652,4.1618385,4.1618347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.400773,0.0,0.0,nan,0.0,0.0,0.09015972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264451625,0.153815,0.15386948,0.293977,4.161564,4.161562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.400834,0.0,0.0,nan,0.0,0.0,0.09015966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264641591,0.17054482,0.17058377,0.3355559,4.178168,4.178166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.401089,0.0,0.0,nan,0.0,0.0,0.09015956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
