timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
258843587,258843538,4325386,-0.023435816,-0.036218986,0.03462109,nan,0
258844627,258844582,4325386,0.0015978965,0.011185275,-0.005858954,nan,0
259845860,259845813,4325386,-0.055393744,0.027164241,-0.028229505,nan,0
260847134,260847088,4325386,-0.21624866,0.06764428,0.069774814,nan,0
261844413,261844368,4325386,0.41651836,-0.0090547465,-0.11132012,nan,0
262845693,262845645,4325386,-0.28549084,-0.5779059,0.17150755,nan,0
263846018,263845970,4325386,-0.63543016,-0.005858954,0.20399812,nan,0
264847256,264847212,4325386,-0.30999193,-0.2002697,-0.11078749,nan,0
265845523,265845479,4325386,-0.9427589,0.15659386,0.033023193,nan,0
266845800,266845756,4325386,0.13582121,0.062850595,-0.025033712,nan,0
267847084,267847037,4325386,0.47084683,0.12197277,0.11824434,nan,0
268844359,268844312,4325386,-0.9949569,0.52357745,0.021305287,nan,0
269845634,269845589,4325386,-0.57524276,-0.099602215,-0.02929477,nan,0
270845963,270845914,4325386,-0.22477077,-0.15020227,-0.071905345,nan,0
271847197,271847144,4325386,1.1233213,0.112385385,0.010652644,nan,0
272844516,272844468,4325386,-0.49321738,0.036218986,-0.062850595,nan,0
273845754,273845701,4325386,0.026098976,0.010120011,0.12889698,nan,0
274847025,274846975,4325386,0.07030745,-0.34674355,-0.0047936896,nan,0
275844297,275844253,4325386,-0.12623383,-0.15819176,-0.20985708,nan,0
276845581,276845530,4325386,0.41492045,-0.21092235,0.084688514,nan,0
277845897,277845850,4325386,1.7156082,0.3408846,-0.058056906,nan,0
278848152,278848106,4325386,0.49641317,-0.119309604,-0.2732403,nan,0
279844452,279844406,4325386,-0.55713326,-0.0042610574,-0.025566343,nan,0
280845677,280845631,4325386,-0.29507822,0.019707391,-0.085753776,nan,0
281848010,281847950,4325386,-0.19973706,-0.07403587,0.06604639,nan,0
282844243,282844185,4325386,-0.519849,0.14008226,0.106526434,nan,0
283845519,283845464,4325386,-0.5629922,-0.071905345,0.16138755,nan,0
284846778,284846729,4325386,-0.31212246,-0.15552859,-0.06870955,nan,0
285847054,285847003,4325386,0.9800432,0.17843178,-0.016511597,nan,0
286845443,286845399,4325386,-1.0279801,-0.05858954,-0.13688646,nan,0
287846648,287846599,4325386,-0.54754585,0.9768474,-0.09054747,nan,0
288846867,288846823,4325386,1.2239888,-0.1059938,0.08149272,nan,0
289844153,289844100,4325386,0.7898935,0.24074975,-0.10279801,nan,0
290845415,290845370,4325386,0.24074975,0.23276027,-0.06817692,nan,0
291846687,291846641,4325386,0.58216697,-0.039414782,0.078829564,nan,0
292846963,292846915,4325386,0.23435816,-0.5033374,-0.019174758,nan,0
293845416,293845370,4325386,-0.25459817,0.6769755,0.022903183,nan,0
294845511,294845458,4325386,-0.5528722,0.038349517,-0.11398328,nan,0
295846784,295846729,4325386,-0.5784385,-0.12303803,-0.029827401,nan,0
296844045,296843998,4325386,0.21678129,-0.11078749,0.036218986,nan,0
297845311,297845266,4325386,0.58376485,0.08362325,-0.002663161,nan,0
298846588,298846538,4325386,0.22423814,0.019174758,-0.14381069,nan,0
299846852,299846805,4325386,-0.13528857,0.093743265,-0.07563377,nan,0
300845364,300845318,4325386,-0.0015978965,0.55233955,-0.20240022,nan,0
301845396,301845347,4325386,0.06604639,-0.07243797,-0.06604639,nan,0
302846655,302846609,4325386,-1.2362393,-0.21252024,-0.20506339,nan,0
303843924,303843878,4325386,0.19014968,0.054328483,0.05858954,nan,0
304845198,304845149,4325386,-0.80214405,0.4948153,0.12889698,nan,0
305846460,305846410,4325386,-0.14700648,-0.5203816,0.086819045,nan,0
306847957,306847913,4325386,0.10705907,-0.73609763,0.17257282,nan,0
307845005,307844944,4325386,0.0021305287,0.31744877,0.2732403,nan,0
308845264,308845210,4325386,0.5315669,-0.32863405,0.058056906,nan,0
309847565,309847519,4325386,-0.3478088,0.10812433,-0.026098976,nan,0
310843800,310843748,4325386,-0.10279801,-0.077764295,-0.16618124,nan,0
311845047,311845003,4325386,0.540089,0.2018676,0.12676646,nan,0
312846311,312846266,4325386,0.0447411,-0.29188243,-0.0090547465,nan,0
313847580,313847533,4325386,0.8351672,-0.23276027,0.042610575,nan,0
314844843,314844796,4325386,-0.39095202,-0.6029396,-0.055393744,nan,0
315846198,315846152,4325386,1.2245214,-0.028229505,0.19600864,nan,0
316846362,316846317,4325386,-0.21624866,-0.25566345,-0.1422128,nan,0
317844627,317844582,4325386,-0.9768474,0.3478088,0.045273736,nan,0
318845930,318845886,4325386,0.58855855,-0.3030677,0.006391586,nan,0
319846148,319846101,4325386,0.32490563,0.4436826,0.1043959,nan,0
320847407,320847362,4325386,-0.4420847,0.022903183,-0.08522115,nan,0
321844671,321844626,4325386,0.20399812,0.05912217,-0.013848436,nan,0
322846054,322846004,4325386,-0.08735167,0.09321063,0.045806367,nan,0
323847237,323847188,4325386,0.3227751,-0.05592638,-0.12676646,nan,0
324844450,324844402,4325386,-0.884702,0.24820659,-0.050600056,nan,0
325844703,325844658,4325386,-0.95287895,0.37497306,-0.16405071,nan,0
326845966,326845919,4325386,0.6540723,-0.113450654,0.045806367,nan,0
327847215,327847172,4325386,-0.64235437,0.20825918,0.09693906,nan,0
328844476,328844431,4325386,-0.5784385,-0.22050972,-0.099602215,nan,0
329845866,329845813,4325386,0.007989483,0.12942962,-0.078829564,nan,0
330848146,330848100,4325386,-0.88949573,-0.15552859,0.08096009,nan,0
