timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
258842932,258842091,396809,-0.12415571,0.119338654,1.0489031,nan,0,1
258854188,258853261,396809,-0.12119533,0.12224116,1.0489031,nan,0,1
259844014,259843089,396809,-0.11823494,0.119338654,1.0489031,nan,0,1
260845930,260845047,396809,-0.115274556,0.110631116,1.0585097,nan,0,1
261846971,261846130,396809,-0.14783882,0.24124427,0.7735125,nan,0,1
262848030,262847187,396809,-0.09455185,0.21221913,0.7062659,nan,0,1
263849164,263848317,396809,-0.16264075,0.3312222,0.5973906,nan,0,1
264850273,264849381,396809,-0.08567069,0.21221913,0.6870526,nan,0,1
265851252,265850410,396809,-0.10047262,0.049678314,0.75109696,nan,0,1
266852728,266851820,396809,-0.09455185,0.084508486,0.767108,nan,0,1
267853475,267852575,396809,-0.07974991,0.040970765,0.79272574,nan,0,1
268843298,268842431,396809,0.00314093,0.13965626,0.7991302,nan,0,1
269844754,269843809,396809,-0.044225264,0.15997386,0.7767147,nan,0,1
270845822,270844857,396809,-0.04126488,0.13094871,0.78311914,nan,0,1
271847365,271846524,396809,-0.044225264,0.009043108,0.80553466,nan,0,1
272847937,272847066,396809,-0.061987583,0.104826085,0.80873686,nan,0,1
273849044,273848152,396809,-0.08271029,0.13385123,0.767108,nan,0,1
274851070,274850166,396809,-0.10047262,0.14546129,0.7478947,nan,0,1
275840751,275839904,396809,-0.11823494,0.15416884,0.71907485,nan,0,1
276841852,276841011,396809,-0.13895765,0.21512164,0.6550305,nan,0,1
277842940,277842095,396809,-0.16264075,0.22092664,0.6262106,nan,0,1
278855285,278854436,396809,-0.13895765,0.15707135,0.63581717,nan,0,1
279845039,279844189,396809,-0.16856152,0.11353363,0.60699725,nan,0,1
280846550,280845566,396809,-0.27217507,0.078703456,0.58137953,nan,0,1
281847349,281846485,396809,-0.16856152,0.14255877,0.6390194,nan,0,1
282848314,282847468,396809,-0.13599727,0.1280462,0.66783935,nan,0,1
283849795,283848904,396809,-0.13303687,0.2296342,0.6422216,nan,0,1
284850834,284849856,396809,-0.07678952,0.11643614,0.69345707,nan,0,1
285851662,285850818,396809,-0.073829144,0.09611855,0.7030637,nan,0,1
286841316,286840464,396809,-0.07974991,0.23543924,0.66783935,nan,0,1
287853663,287852804,396809,-0.067908354,0.12514369,0.7030637,nan,0,1
288843414,288842570,396809,-0.056066815,0.084508486,0.75109696,nan,0,1
289844881,289843954,396809,-0.047185652,0.1483638,0.767108,nan,0,1
290845941,290845051,396809,-0.03830449,0.08160597,0.8247479,nan,0,1
291847055,291846120,396809,-0.14783882,0.2093166,0.7991302,nan,0,1
292848122,292847193,396809,-0.1271161,0.023555681,0.78311914,nan,0,1
293849153,293848247,396809,-0.059027202,0.22092664,0.6838504,nan,0,1
294850586,294849745,396809,-0.12119533,0.24704929,0.6230083,nan,0,1
295850943,295850103,396809,-0.112314165,0.08160597,0.67104155,nan,0,1
296840705,296839864,396809,-0.10343301,0.099021055,0.67104155,nan,0,1
297842162,297841201,396809,-0.115274556,0.049678314,0.7062659,nan,0,1
298842834,298841993,396809,-0.1300765,0.14255877,0.67424375,nan,0,1
299843938,299843098,396809,-0.1300765,0.110631116,0.66783935,nan,0,1
300845224,300844381,396809,-0.10935379,0.19480404,0.648626,nan,0,1
301845994,301845143,396809,-0.13303687,0.10772859,0.6614349,nan,0,1
302847058,302846215,396809,-0.1300765,0.11643614,0.67424375,nan,0,1
303848555,303847568,396809,-0.12415571,0.119338654,0.6838504,nan,0,1
304849210,304848363,396809,-0.14487843,0.06999591,0.7062659,nan,0,1
305850291,305849424,396809,-0.11823494,0.10192357,0.69025487,nan,0,1
306851280,306850438,396809,-0.1300765,0.104826085,0.7094682,nan,0,1
307852364,307851517,396809,-0.1271161,0.119338654,0.7126703,nan,0,1
308842245,308841351,396809,-0.10935379,0.099021055,0.7094682,nan,0,1
309843640,309842716,396809,-0.08863108,0.11643614,0.6870526,nan,0,1
310844700,310843715,396809,-0.07678952,0.10772859,0.677446,nan,0,1
311845349,311844499,396809,0.023863642,0.09611855,0.6838504,nan,0,1
312846763,312845873,396809,-0.050146036,0.09031351,0.66463715,nan,0,1
313847478,313846630,396809,-0.070868745,0.099021055,0.648626,nan,0,1
314848470,314847620,396809,-0.070868745,0.09611855,0.67104155,nan,0,1
315849536,315848692,396809,-0.09751223,0.09031351,0.6998615,nan,0,1
316850587,316849722,396809,-0.09455185,0.104826085,0.722277,nan,0,1
317851684,317850811,396809,-0.12415571,0.23543924,0.7062659,nan,0,1
318852745,318851871,396809,-0.22184849,0.13965626,0.7062659,nan,0,1
319842469,319841622,396809,-0.19224462,0.14255877,0.7126703,nan,0,1
320843904,320843059,396809,-0.11823494,0.21802415,0.6870526,nan,0,1
321844656,321843761,396809,-0.13303687,0.13965626,0.6998615,nan,0,1
322845644,322844803,396809,-0.10639339,0.12514369,0.69665927,nan,0,1
323847064,323846212,396809,-0.091591455,0.104826085,0.69025487,nan,0,1
324847775,324846879,396809,-0.08271029,0.11353363,0.67104155,nan,0,1
325848770,325847927,396809,-0.08271029,0.10192357,0.67424375,nan,0,1
326850229,326849330,396809,-0.09751223,0.18029144,0.6518283,nan,0,1
327850863,327849989,396809,-0.1300765,0.087410994,0.67104155,nan,0,1
328851926,328851066,396809,-0.08271029,0.15997386,0.69025487,nan,0,1
329842065,329841210,396809,-0.09455185,0.12224116,0.69025487,nan,0,1
330854016,330853161,396809,-0.09455185,0.119338654,0.69345707,nan,0,1
331843757,331842915,396809,-0.10047262,0.1280462,0.7158726,nan,0,1
332845191,332844316,396809,-0.115274556,0.13385123,0.71907485,nan,0,1
333846221,333845346,396809,-0.15671997,0.14255877,0.7158726,nan,0,1
334847330,334846374,396809,-0.13303687,0.13094871,0.71907485,nan,0,1
335849194,335848351,396809,-0.14783882,0.13965626,0.72547925,nan,0,1
336850242,336849378,396809,-0.1271161,0.1483638,0.74469256,nan,0,1
337851271,337850429,396809,-0.1271161,0.16577889,0.7414903,nan,0,1
338841428,338840536,396809,-0.07974991,0.1919015,0.7350859,nan,0,1
339853393,339852548,396809,-0.08271029,0.110631116,0.71907485,nan,0,1
340843119,340842273,396809,-0.032383714,0.104826085,0.7094682,nan,0,1
341844163,341843322,396809,-0.08567069,0.21512164,0.6550305,nan,0,1
342845227,342844386,396809,-0.053106423,0.10192357,0.67104155,nan,0,1
343846701,343845848,396809,-0.07678952,0.104826085,0.66463715,nan,0,1
344847272,344846431,396809,-0.08271029,0.119338654,0.6614349,nan,0,1
345848281,345847417,396809,-0.09455185,0.119338654,0.67424375,nan,0,1
346849353,346848512,396809,-0.11823494,0.12514369,0.69345707,nan,0,1
347850358,347849516,396809,-0.1271161,0.1280462,0.73828804,nan,0,1
348851434,348850594,396809,-0.14783882,0.084508486,0.7607036,nan,0,1
349841530,349840591,396809,-0.18040307,0.07580094,0.7703103,nan,0,1
350842231,350841389,396809,-0.112314165,0.10192357,0.7767147,nan,0,1
351853627,351852686,396809,-0.112314165,0.13094871,0.75109696,nan,0,1
352843415,352842471,396809,-0.09751223,0.11643614,0.72868145,nan,0,1
353844043,353843176,396809,-0.08567069,0.104826085,0.6998615,nan,0,1
354845092,354844249,396809,-0.070868745,0.104826085,0.6838504,nan,0,1
355846110,355845246,396809,-0.059027202,0.104826085,0.67424375,nan,0,1
356847096,356846255,396809,-0.053106423,0.11353363,0.6870526,nan,0,1
357848141,357847300,396809,-0.06494798,0.055483337,0.7350859,nan,0,1
358849162,358848317,396809,-0.070868745,0.119338654,0.722277,nan,0,1
359850231,359849383,396809,-0.07678952,0.13965626,0.722277,nan,0,1
360851184,360850342,396809,-0.08863108,0.104826085,0.72547925,nan,0,1
361852203,361851363,396809,-0.13895765,0.10192357,0.72868145,nan,0,1
362853280,362852403,396809,-0.08567069,0.13675375,0.7542992,nan,0,1
363843043,363842153,396809,-0.10639339,0.11353363,0.7478947,nan,0,1
364844461,364843488,396809,-0.091591455,0.11353363,0.7350859,nan,0,1
365845034,365844193,396809,-0.091591455,0.11353363,0.72868145,nan,0,1
366846686,366845842,396809,-0.08863108,0.09321603,0.72868145,nan,0,1
367847517,367846598,396809,-0.091591455,0.10192357,0.72547925,nan,0,1
368848085,368847243,396809,-0.08271029,0.11353363,0.7158726,nan,0,1
369849488,369848555,396809,-0.08271029,0.104826085,0.7062659,nan,0,1
370850279,370849385,396809,-0.070868745,0.08160597,0.7062659,nan,0,1
371851223,371850341,396809,-0.053106423,0.09611855,0.6998615,nan,0,1
372852256,372851360,396809,-0.050146036,0.099021055,0.6998615,nan,0,1
373841947,373841103,396809,-0.032383714,0.09321603,0.71907485,nan,0,1
374842988,374842123,396809,-0.026462942,0.09321603,0.7478947,nan,0,1
375844246,375843397,396809,-0.026462942,0.09611855,0.767108,nan,0,1
376845017,376844115,396809,-0.044225264,0.110631116,0.7895236,nan,0,1
377845989,377845145,396809,-0.26329392,0.15416884,0.73828804,nan,0,1
378847370,378846505,396809,-0.16560113,0.12224116,0.7895236,nan,0,1
379848069,379847181,396809,-0.059027202,0.22092664,0.7126703,nan,0,1
380849017,380848173,396809,-0.39355093,0.046775796,0.6294128,nan,0,1
381850403,381849550,396809,-0.044225264,0.31380713,0.61019945,nan,0,1
382851047,382850206,396809,-0.091591455,0.28187948,0.6998615,nan,0,1
383852094,383851230,396809,0.1037941,0.28187948,0.63581717,nan,0,1
384842182,384841328,396809,-0.21888812,0.026458196,0.72547925,nan,0,1
385842845,385842003,396809,0.20740765,0.014848138,0.84075904,nan,0,1
386843951,386843075,396809,0.42351592,0.31961218,0.603795,nan,0,1
387844846,387844004,396809,0.24885307,0.6563038,0.66783935,nan,0,1
388845852,388845011,396809,-0.059027202,-1.4480191,0.19391133,nan,0,1
389846851,389845981,396809,-1.5451415,-0.16510776,0.2643601,nan,0,1
390847892,390847051,396809,-1.4208053,-0.08383735,0.67104155,nan,0,1
391848895,391848031,396809,-1.4237657,-0.08383735,0.67104155,nan,0,1
392850270,392849302,396809,-1.426726,-0.08093484,0.66783935,nan,0,1
393851237,393850372,396809,-1.4237657,-0.08383735,0.677446,nan,0,1
